mp_id,formula,XYZ
mp-510380,Mn3CuN,ABC3
mp-557772,CsNiF3,ABC3
mp-558694,CsFeF3,ABC3
mp-561681,CsSO3,ABC3
mp-562726,CsGaS3,ABC3
mp-567698,CsTiI3,ABC3
mp-614013,CsSnI3,ABC3
mp-616378,CsSnI3,ABC3
mp-685607,CsTaSe3,ABC3
mp-752701,LiCuF3,ABC3
mp-766856,CuPO3,ABC3
mp-772192,CuPO3,ABC3
mp-8396,CsEuF3,ABC3
mp-8397,CsSrF3,ABC3
mp-865424,CsUO3,ABC3
mp-9462,CsTeSe3,ABC3
mp-984082,CsGdO3,ABC3
mp-984745,CsSnO3,ABC3
mp-984756,CsMgO3,ABC3
mp-998234,CsTlF3,ABC3
mp-998322,CsInF3,ABC3
mp-998417,CsSrI3,ABC3
mp-998430,CsInI3,ABC3
mp-998457,CsSnF3,ABC3
mp-998609,CsNaF3,ABC3
mp-1070242,Mn3CuN,ABC3
mp-1080799,CuNF3,ABC3
mp-1096939,CuGeI3,ABC3
mp-1105167,VCuO3,ABC3
mp-1105187,CuPS3,ABC3
mp-1147748,TiCuO3,ABC3
mp-1184073,CuPdO3,ABC3
mp-1186515,PrCuO3,ABC3
mp-1187321,TbCuO3,ABC3
mp-1187469,TiCuO3,ABC3
mp-16053,CuSiO3,ABC3
mp-17272,NbCuO3,ABC3
mp-22414,CuSeO3,ABC3
mp-3102,TaCuS3,ABC3
mp-554440,CuSeO3,ABC3
mp-554973,TlCuF3,ABC3
mp-561216,CuGeO3,ABC3
mp-669347,KCuF3,ABC3
mp-756050,TaCuO3,ABC3
mp-758052,LiCuF3,ABC3
mp-975443,InCuO3,ABC3
mvc-11697,YCuO3,ABC3
mp-1076317,MgCuO3,ABC3
mp-1076711,SrCuO3,ABC3
mp-1080828,KCuF3,ABC3
mp-1096949,CuGeI3,ABC3
mp-1100778,ZnCuO3,ABC3
mp-1147650,KCuH3,ABC3
mp-1183771,DyCuO3,ABC3
mp-1187562,YbCuO3,ABC3
mp-1225144,EuCuSi3,ABC3
mp-1225592,DyGa3Cu,ABC3
mp-20977,CuTeO3,ABC3
mp-21344,CuGeO3,ABC3
mp-29450,CuSe3I,ABC3
mp-3474,LaCuO3,ABC3
mp-3682,KCuF3,ABC3
mp-4320,CuTeO3,ABC3
mp-554601,RbCuF3,ABC3
mp-562987,VCuO3,ABC3
mp-677041,ZrCuF3,ABC3
mp-772255,CuPO3,ABC3
mp-8858,RbCuF3,ABC3
mp-973068,ScCuO3,ABC3
mp-1017556,CuNi3N,ABC3
mp-1076706,SmCuO3,ABC3
mp-1184044,CuHgO3,ABC3
mp-1184117,CuPbO3,ABC3
mp-1184157,ErCuO3,ABC3
mp-1206517,Cu3PdN,ABC3
mp-1219014,SmGa3Cu,ABC3
mp-1220168,NdGa3Cu,ABC3
mp-1224030,InCuO3,ABC3
mp-505085,NaCuF3,ABC3
mp-554874,CuGeO3,ABC3
mp-556045,KCuF3,ABC3
mp-5566,KCuF3,ABC3
mp-558696,CuTeO3,ABC3
mp-560049,CuSeO3,ABC3
mp-753405,LiCuF3,ABC3
mp-761262,LiCuF3,ABC3
mp-761897,LiCuF3,ABC3
mp-770767,SmCuO3,ABC3
mvc-12804,EuCuO3,ABC3
mvc-13900,YCuO3,ABC3
mp-1075902,EuCuO3,ABC3
mp-1184481,GdCuO3,ABC3
mp-1184736,HoCuO3,ABC3
mp-1187487,ThCuO3,ABC3
mp-1207091,Cu3RuN,ABC3
mp-1222853,LaGa3Cu,ABC3
mp-1225152,EuGa3Cu,ABC3
mp-17869,NaCuF3,ABC3
mp-22688,CuSeO3,ABC3
mp-556982,CuSiO3,ABC3
mp-760814,LiCuF3,ABC3
mp-772548,SmCuO3,ABC3
mp-975364,RbCuO3,ABC3
mp-1070146,DySi3Ir,ABC3
mp-1087478,DyNiGe3,ABC3
mp-1183790,DyPaO3,ABC3
mp-1184153,DySnO3,ABC3
mp-1202570,CuGeO3,ABC3
mp-1209272,RbDyI3,ABC3
mp-1215535,YbGa3Cu,ABC3
mp-1215945,YGa3Cu,ABC3
mp-1225852,DyGaSe3,ABC3
mp-1232163,DyMgS3,ABC3
mp-1238023,DyMgSe3,ABC3
mp-504580,VCuO3,ABC3
mp-756272,LaDyO3,ABC3
mp-756452,SmDyO3,ABC3
mp-768333,DyYO3,ABC3
mp-769015,DyGaO3,ABC3
mp-772188,DyErO3,ABC3
mvc-3468,YCuO3,ABC3
mp-1105019,DyGa3Ru,ABC3
mp-1178360,DyInO3,ABC3
mp-1181506,DyVSb3,ABC3
mp-1183821,DyRhO3,ABC3
mp-1183823,DyInO3,ABC3
mp-1184176,DyScS3,ABC3
mp-1184778,HoErO3,ABC3
mp-1184954,KDyO3,ABC3
mp-1185308,LiDyO3,ABC3
mp-1186557,PmErO3,ABC3
mp-1187145,SrDyO3,ABC3
mp-1187147,SrErO3,ABC3
mp-1200571,LaErS3,ABC3
mp-1206194,RbDyI3,ABC3
mp-1206220,KDyI3,ABC3
mp-1207184,DySbO3,ABC3
mp-1212884,DyRhO3,ABC3
mp-1213082,ErGaO3,ABC3
mp-1215722,YbDyS3,ABC3
mp-1225550,DySbTe3,ABC3
mp-19217,ErMnO3,ABC3
mp-19265,DyNiO3,ABC3
mp-22103,DyMnO3,ABC3
mp-22283,DyFeO3,ABC3
mp-22789,DyVO3,ABC3
mp-31056,Dy3InN,ABC3
mp-31120,DyScO3,ABC3
mp-542479,DyMnO3,ABC3
mp-752435,DyTmO3,ABC3
mp-755612,DyGaO3,ABC3
mp-756048,TbErO3,ABC3
mp-756469,DyLuO3,ABC3
mp-768145,DyHoO3,ABC3
mp-768149,DyInO3,ABC3
mp-769393,DySeO3,ABC3
mp-779599,DyTiO3,ABC3
mp-975386,RbDyO3,ABC3
mp-1078854,ErNiGe3,ABC3
mp-1103943,ErGa3Ru,ABC3
mp-1183905,EuErO3,ABC3
mp-1184162,ErIrO3,ABC3
mp-1184164,ErGaO3,ABC3
mp-1184204,ErTaO3,ABC3
mp-1184207,ErZnO3,ABC3
mp-1184219,ErTlO3,ABC3
mp-1184486,GdErO3,ABC3
mp-1185310,LiErO3,ABC3
mp-1187342,TbErO3,ABC3
mp-1189736,ErNiO3,ABC3
mp-1190244,ErScS3,ABC3
mp-1199144,PrErS3,ABC3
mp-1212985,ErScO3,ABC3
mp-1213022,ErRhO3,ABC3
mp-1213036,ErGa3Os,ABC3
mp-1213088,ErGaO3,ABC3
mp-1225459,ErSiNi3,ABC3
mp-1232145,ErMgSe3,ABC3
mp-1232164,ErMgS3,ABC3
mp-12386,ErSi3Ni,ABC3
mp-19205,ErVO3,ABC3
mp-19319,ErMnO3,ABC3
mp-19935,ErFeO3,ABC3
mp-558977,LaErS3,ABC3
mp-7538,LaErO3,ABC3
mp-754203,SmErO3,ABC3
mp-754208,ErInO3,ABC3
mp-755109,YErO3,ABC3
mp-756296,ErTiO3,ABC3
mp-766236,GdErO3,ABC3
mp-770415,HoErO3,ABC3
mp-772217,ErInO3,ABC3
mp-778151,ErLuO3,ABC3
mp-973830,KErO3,ABC3
mp-975361,RbErO3,ABC3
mp-1011260,EuFeO3,ABC3
mp-1068715,EuGe3Ir,ABC3
mp-1068807,EuSi3Rh,ABC3
mp-1069296,Eu3InO,ABC3
mp-1069707,EuSi3Ir,ABC3
mp-1075904,EuFeO3,ABC3
mp-1078341,EuNbO3,ABC3
mp-1078429,EuGa3Pd,ABC3
mp-1078670,EuHO3,ABC3
mp-1079111,EuTiO3,ABC3
mp-1099619,EuMnO3,ABC3
mp-1100775,SrEuO3,ABC3
mp-1106192,EuZrSe3,ABC3
mp-1106293,EuZrO3,ABC3
mp-1178351,EuVO3,ABC3
mp-1178354,EuZrO3,ABC3
mp-1184304,EuInO3,ABC3
mp-1184309,EuLuO3,ABC3
mp-1184348,EuPbO3,ABC3
mp-1184353,EuTmO3,ABC3
mp-1184369,EuPdO3,ABC3
mp-1184400,EuWO3,ABC3
mp-1184445,EuIrO3,ABC3
mp-1184447,EuTcO3,ABC3
mp-1186571,PmEuO3,ABC3
mp-1187715,YbEuO3,ABC3
mp-1189927,EuZrS3,ABC3
mp-1190059,EuHfS3,ABC3
mp-1212729,EuGaO3,ABC3
mp-1212980,EuInO3,ABC3
mp-1213318,EuUO3,ABC3
mp-1213363,EuNpO3,ABC3
mp-1225221,EuSi3Ni,ABC3
mp-18983,ErNiO3,ABC3
mp-19763,EuGe3Pt,ABC3
mp-19801,EuRhO3,ABC3
mp-20217,EuPS3,ABC3
mp-20718,EuNiO3,ABC3
mp-20742,EuPSe3,ABC3
mp-22487,EuScO3,ABC3
mp-31058,Er3InN,ABC3
mp-541365,LiEuH3,ABC3
mp-581575,EuGeS3,ABC3
mp-644246,EuH3Pd,ABC3
mp-755177,EuSeO3,ABC3
mp-755572,EuNbO3,ABC3
mp-771055,EuZrO3,ABC3
mp-862606,EuSnO3,ABC3
mp-865181,EuGeO3,ABC3
mp-866030,EuSiO3,ABC3
mp-866036,EuRuO3,ABC3
mp-972931,EuMgO3,ABC3
mp-976258,EuPtO3,ABC3
mp-976284,EuSbO3,ABC3
mp-976320,EuReO3,ABC3
mp-977412,EuNiO3,ABC3
mp-1068422,EuGe3Pd,ABC3
mp-1069658,EuGe3Rh,ABC3
mp-1078217,NaFeF3,ABC3
mp-1097043,LiFeF3,ABC3
mp-1099572,MnInF3,ABC3
mp-1101316,TaOF3,ABC3
mp-1101381,SbOF3,ABC3
mp-1176634,LiMnF3,ABC3
mp-1176709,LiFeF3,ABC3
mp-1184359,EuHgO3,ABC3
mp-1184411,EuMoO3,ABC3
mp-1185344,LiEuO3,ABC3
mp-1192886,NiNF3,ABC3
mp-1206706,EuGaO3,ABC3
mp-1212795,EuInO3,ABC3
mp-1225162,EuSi3Ni,ABC3
mp-1225768,EuZnIn3,ABC3
mp-1540546,RbPbF3,ABC3
mp-20614,EuMnO3,ABC3
mp-22246,EuTiO3,ABC3
mp-27714,H3OF,ABC3
mp-3795,NaZnF3,ABC3
mp-504703,EuFeO3,ABC3
mp-555123,KMnF3,ABC3
mp-555359,KMnF3,ABC3
mp-7482,RbHgF3,ABC3
mp-752607,LiVF3,ABC3
mp-753781,EuHfO3,ABC3
mp-754581,LiFeF3,ABC3
mp-755103,LiFeF3,ABC3
mp-756077,VOF3,ABC3
mp-756315,EuVO3,ABC3
mp-756643,LiVF3,ABC3
mp-760367,VOF3,ABC3
mp-761122,VOF3,ABC3
mp-777298,LiMnF3,ABC3
mp-779073,LiMnF3,ABC3
mp-8402,RbMgF3,ABC3
mp-9060,RbPdF3,ABC3
mp-974769,EuNiGe3,ABC3
mp-977370,EuOsO3,ABC3
mp-1069166,MnNF3,ABC3
mp-1080727,SnNF3,ABC3
mp-1120756,NaVF3,ABC3
mp-1120777,NaTiF3,ABC3
mp-1176635,LiMnF3,ABC3
mp-1176636,LiMnF3,ABC3
mp-1176706,LiFeF3,ABC3
mp-1176724,LiFeF3,ABC3
mp-1220961,NaPdF3,ABC3
mp-28289,SiH3F,ABC3
mp-556424,RbVF3,ABC3
mp-558046,KMnF3,ABC3
mp-560399,NaMgF3,ABC3
mp-5878,KZnF3,ABC3
mp-605350,RbPbF3,ABC3
mp-752764,LiVF3,ABC3
mp-753398,WOF3,ABC3
mp-753785,NbOF3,ABC3
mp-754707,LiFeF3,ABC3
mp-755136,LiFeF3,ABC3
mp-760338,VOF3,ABC3
mp-760354,LiFeF3,ABC3
mp-764783,LiMnF3,ABC3
mp-776026,LiFeF3,ABC3
mp-776604,LiFeF3,ABC3
mp-777352,LiMnF3,ABC3
mp-777676,LiVF3,ABC3
mp-777888,LiFeF3,ABC3
mp-777893,LiVF3,ABC3
mp-778697,LiMnF3,ABC3
mp-778800,LiMnF3,ABC3
mp-779317,LiMnF3,ABC3
mp-867743,LiMnF3,ABC3
mp-998193,RbSnF3,ABC3
mp-998761,TlNiF3,ABC3
mp-1078237,NaNiF3,ABC3
mp-1078939,MnNF3,ABC3
mp-1176707,LiFeF3,ABC3
mp-1180746,KMnF3,ABC3
mp-1207389,ZnNF3,ABC3
mp-12948,NaMgF3,ABC3
mp-35683,NaPF3,ABC3
mp-505066,NaFeF3,ABC3
mp-556026,VOF3,ABC3
mp-676130,TlSnF3,ABC3
mp-752619,LiVF3,ABC3
mp-753030,VOF3,ABC3
mp-753525,VOF3,ABC3
mp-754051,LiFeF3,ABC3
mp-754770,LiMnF3,ABC3
mp-758096,SbOF3,ABC3
mp-759093,LiMnF3,ABC3
mp-759983,VOF3,ABC3
mp-762371,NbOF3,ABC3
mp-775760,LiFeF3,ABC3
mp-776017,LiFeF3,ABC3
mp-776080,LiFeF3,ABC3
mp-776156,LiMnF3,ABC3
mp-776524,LiFeF3,ABC3
mp-777355,LiMnF3,ABC3
mp-777522,LiFeF3,ABC3
mp-777622,LiFeF3,ABC3
mp-777655,LiMnF3,ABC3
mp-778819,LiMnF3,ABC3
mp-780639,LiFeF3,ABC3
mp-998710,TlHgF3,ABC3
mp-998711,TlGeF3,ABC3
mp-998712,TlGeF3,ABC3
mp-1068795,NiNF3,ABC3
mp-1111295,KTlF3,ABC3
mp-1180181,MnNF3,ABC3
mp-1180187,MnNF3,ABC3
mp-1205353,KMnF3,ABC3
mp-541813,RbMgF3,ABC3
mp-554465,RbFeF3,ABC3
mp-556891,KFeF3,ABC3
mp-561480,NaNiF3,ABC3
mp-677065,TaOF3,ABC3
mp-6952,RbYbF3,ABC3
mp-752824,VOF3,ABC3
mp-752829,LiMnF3,ABC3
mp-755575,LiFeF3,ABC3
mp-756109,LiFeF3,ABC3
mp-756130,LiMnF3,ABC3
mp-758456,LiMnF3,ABC3
mp-758779,LiMnF3,ABC3
mp-759023,LiMnF3,ABC3
mp-759725,VOF3,ABC3
mp-760178,VOF3,ABC3
mp-760313,VOF3,ABC3
mp-761759,SbOF3,ABC3
mp-776951,LiMnF3,ABC3
mp-777894,LiVF3,ABC3
mp-778509,LiVF3,ABC3
mp-782665,LiVF3,ABC3
mp-849502,LiVF3,ABC3
mp-998762,MnTlF3,ABC3
mp-1114507,RbTlF3,ABC3
mp-1114686,RbInF3,ABC3
mp-1176698,LiFeF3,ABC3
mp-1180807,KMnF3,ABC3
mp-1237814,SnNF3,ABC3
mp-20572,NaVF3,ABC3
mp-21043,RbPbF3,ABC3
mp-555390,TcO3F,ABC3
mp-556488,RbNiF3,ABC3
mp-557257,KVF3,ABC3
mp-558749,RbMnF3,ABC3
mp-560242,NaMnF3,ABC3
mp-560976,KNiF3,ABC3
mp-674508,RbPbF3,ABC3
mp-675295,InPF3,ABC3
mp-7483,KHgF3,ABC3
mp-752938,LiMnF3,ABC3
mp-753800,NbOF3,ABC3
mp-754676,LiMnF3,ABC3
mp-759032,LiMnF3,ABC3
mp-759048,LiMnF3,ABC3
mp-759492,LiMnF3,ABC3
mp-760095,LiMnF3,ABC3
mp-760762,NbOF3,ABC3
mp-762988,LiMnF3,ABC3
mp-763003,LiMnF3,ABC3
mp-763362,LiMnF3,ABC3
mp-765090,LiMnF3,ABC3
mp-766847,WOF3,ABC3
mp-776441,VOF3,ABC3
mp-777899,LiFeF3,ABC3
mp-778633,LiMnF3,ABC3
mp-998159,TlFeF3,ABC3
mp-998607,RbTlF3,ABC3
mp-998739,MgTlF3,ABC3
mp-998745,TlZnF3,ABC3
mp-998786,TlPdF3,ABC3
mp-1079200,SnNF3,ABC3
mp-1112545,KInF3,ABC3
mp-1176630,LiMnF3,ABC3
mp-1176631,LiMnF3,ABC3
mp-1176705,LiFeF3,ABC3
mp-1176718,LiFeF3,ABC3
mp-1180159,MnNF3,ABC3
mp-1198796,RbSnF3,ABC3
mp-1209117,SNF3,ABC3
mp-1216814,UOF3,ABC3
mp-28774,KSnF3,ABC3
mp-2955,NaMgF3,ABC3
mp-3448,KMgF3,ABC3
mp-4975,RbZnF3,ABC3
mp-559377,IOF3,ABC3
mp-559523,RbMgF3,ABC3
mp-573051,ReO3F,ABC3
mp-644332,KMnF3,ABC3
mp-752787,VOF3,ABC3
mp-752911,LiVF3,ABC3
mp-753025,LiMnF3,ABC3
mp-755179,LiFeF3,ABC3
mp-756113,LiFeF3,ABC3
mp-757275,LiMnF3,ABC3
mp-758501,LiNiF3,ABC3
mp-759042,LiMnF3,ABC3
mp-761177,VOF3,ABC3
mp-763149,LiMnF3,ABC3
mp-764274,VOF3,ABC3
mp-765457,LiMnF3,ABC3
mp-774399,LiMnF3,ABC3
mp-776027,LiFeF3,ABC3
mp-776077,LiFeF3,ABC3
mp-776473,VOF3,ABC3
mp-777551,LiVF3,ABC3
mp-777672,LiFeF3,ABC3
mp-777683,LiFeF3,ABC3
mp-777972,LiMnF3,ABC3
mp-850876,VOF3,ABC3
mp-998241,MnInF3,ABC3
mp-998434,RbTlF3,ABC3
mp-998620,RbSnF3,ABC3
mp-998758,TlHgF3,ABC3
mp-1094112,NbOF3,ABC3
mp-1101450,NbOF3,ABC3
mp-1176632,LiMnF3,ABC3
mp-1184349,FeRhO3,ABC3
mp-1206985,TiFe3N,ABC3
mp-19417,TiFeO3,ABC3
mp-21094,InFeO3,ABC3
mp-540655,FeSO3,ABC3
mp-552676,LaFeO3,ABC3
mp-560382,KMnF3,ABC3
mp-752416,MgFeO3,ABC3
mp-753024,LiVF3,ABC3
mp-754816,LiFeF3,ABC3
mp-754919,VOF3,ABC3
mp-754994,LiFeF3,ABC3
mp-757111,SbOF3,ABC3
mp-759538,LiMnF3,ABC3
mp-761166,LiFeF3,ABC3
mp-763191,LiMnF3,ABC3
mp-775981,VOF3,ABC3
mp-776474,VOF3,ABC3
mp-777470,LiFeF3,ABC3
mp-777489,LiFeF3,ABC3
mp-780803,LiFeF3,ABC3
mp-781081,VOF3,ABC3
mp-9061,KPdF3,ABC3
mp-973579,FePbO3,ABC3
mp-1099588,SmFeO3,ABC3
mp-1184033,GaFeO3,ABC3
mp-1187220,TaFeO3,ABC3
mp-1200999,PrFeSb3,ABC3
mp-16334,Fe3PdN,ABC3
mp-19270,TiFeO3,ABC3
mp-19743,LaFeGe3,ABC3
mp-19785,HoFeO3,ABC3
mp-19793,YbFeO3,ABC3
mp-19853,TbFeO3,ABC3
mp-20243,SmFeO3,ABC3
mp-22341,PrFeO3,ABC3
mp-22588,LuFeO3,ABC3
mp-510381,Fe3NiN,ABC3
mp-558400,TmFeO3,ABC3
mp-649086,GaFeO3,ABC3
mp-650392,FeSiO3,ABC3
mp-694948,TiFeO3,ABC3
mp-760833,LiFeO3,ABC3
mp-761189,LiFeO3,ABC3
mp-973648,FeRhO3,ABC3
mvc-14155,ZnFeO3,ABC3
mp-1069147,PrFeGe3,ABC3
mp-1078634,LaFeO3,ABC3
mp-1079562,UFeSe3,ABC3
mp-1185320,LiFeO3,ABC3
mp-1193395,LuFeO3,ABC3
mp-1199267,TbFeSb3,ABC3
mp-1199561,FeSiO3,ABC3
mp-1212637,GaFe3N,ABC3
mp-1303831,MgFeO3,ABC3
mp-20407,NdFeO3,ABC3
mp-20783,YFeO3,ABC3
mp-5864,FePS3,ABC3
mp-600576,GdFeO3,ABC3
mp-752521,LiFeO3,ABC3
mp-752790,LiFeO3,ABC3
mp-754508,MgFeO3,ABC3
mp-755535,ZnFeO3,ABC3
mp-756941,LiFeO3,ABC3
mp-759744,MnFeO3,ABC3
mp-771123,ScFeO3,ABC3
mp-868005,GaFeO3,ABC3
mp-975322,RbFeO3,ABC3
mvc-15898,MgFeO3,ABC3
mp-1178212,FeSnO3,ABC3
mp-1178214,FeSnO3,ABC3
mp-1201728,SmFeSb3,ABC3
mp-1201926,NdFeSb3,ABC3
mp-1210142,PrFeSb3,ABC3
mp-1212682,Fe3SiNi,ABC3
mp-1247740,KFeI3,ABC3
mp-1277418,YFeO3,ABC3
mp-1278696,TiFeO3,ABC3
mp-1279364,MgFeO3,ABC3
mp-18269,FeSiO3,ABC3
mp-20073,TiFeO3,ABC3
mp-20651,TmFeO3,ABC3
mp-21939,FeSiO3,ABC3
mp-22334,FeGeO3,ABC3
mp-22667,UFeS3,ABC3
mp-23415,TlFeI3,ABC3
mp-2928,FePSe3,ABC3
mp-510382,Fe3PtN,ABC3
mp-510624,SrFeO3,ABC3
mp-567703,Fe3NiN,ABC3
mp-569211,NdFeSb3,ABC3
mp-674482,MnFeO3,ABC3
mp-753790,HfFeO3,ABC3
mp-753856,HfFeO3,ABC3
mp-754342,ScFeO3,ABC3
mp-754915,NaFeO3,ABC3
mp-755099,ZnFeO3,ABC3
mp-768499,FeNiO3,ABC3
mp-8848,TaFeTe3,ABC3
mp-1076368,MgFeO3,ABC3
mp-1078871,LaGaO3,ABC3
mp-1097023,KFeO3,ABC3
mp-1184032,GaFeO3,ABC3
mp-1186134,NaFeO3,ABC3
mp-1186220,NbFeO3,ABC3
mp-1207083,FeSnO3,ABC3
mp-1219973,PrGa3Pt,ABC3
mp-1246554,Fe3SbN,ABC3
mp-1276430,FeNiO3,ABC3
mp-17853,YGaO3,ABC3
mp-19074,TiFeO3,ABC3
mp-22590,LaFeO3,ABC3
mp-505819,TlFeO3,ABC3
mp-579496,Fe3PtN,ABC3
mp-580234,Fe3RhN,ABC3
mp-605340,LaFeO3,ABC3
mp-754165,ScGaO3,ABC3
mp-768469,TmGaO3,ABC3
mp-769079,ScGaO3,ABC3
mp-769734,ScFeO3,ABC3
mvc-11229,YFeO3,ABC3
mvc-3751,YFeO3,ABC3
mp-1080133,SrGa3Pd,ABC3
mp-1101339,TbGaO3,ABC3
mp-1104547,HoGa3Ru,ABC3
mp-1184206,GaSiO3,ABC3
mp-1184243,GaSnO3,ABC3
mp-1200030,Ho3GaNi,ABC3
mp-1207537,YbGaO3,ABC3
mp-1207932,TmGa3Os,ABC3
mp-1212057,HoGa3Os,ABC3
mp-1212456,GdGa3Os,ABC3
mp-1219019,SmGa3Pt,ABC3
mp-1219023,SmGa3Ni,ABC3
mp-1219024,SmGa3Pd,ABC3
mp-1220160,NdGa3Pt,ABC3
mp-1220163,NdGa3Ni,ABC3
mp-1224212,InGaS3,ABC3
mp-1224507,InGaS3,ABC3
mp-18462,TbGa3Os,ABC3
mp-18656,GdGaO3,ABC3
mp-3336,LaGaO3,ABC3
mp-4535,PrGaO3,ABC3
mp-4816,LaGaS3,ABC3
mp-5837,LaGaO3,ABC3
mp-627439,Mn3GaN,ABC3
mp-754578,TmGaO3,ABC3
mp-755792,LuGaO3,ABC3
mp-756909,TlGaO3,ABC3
mp-769045,HoGaO3,ABC3
mp-8098,InGaO3,ABC3
mp-9831,LaGaO3,ABC3
mp-1070301,UGa3Ni,ABC3
mp-1078963,V3GaN,ABC3
mp-1097026,LaGaO3,ABC3
mp-1101269,TmGaO3,ABC3
mp-1104461,TbGa3Ru,ABC3
mp-1104503,YGa3Ru,ABC3
mp-1104851,GdGa3Ru,ABC3
mp-1176435,MnGaO3,ABC3
mp-1180739,LaGaO3,ABC3
mp-1183980,GaGeO3,ABC3
mp-1183983,GaNiO3,ABC3
mp-1184220,GaTeO3,ABC3
mp-1185488,LuGaO3,ABC3
mp-1186662,PuGaO3,ABC3
mp-1187561,YbGaO3,ABC3
mp-1201646,LaGaS3,ABC3
mp-1219974,PrGa3Pd,ABC3
mp-1220159,NdGa3Pd,ABC3
mp-1222794,LaGa3Pt,ABC3
mp-1222842,LaGa3Pd,ABC3
mp-1246681,GaMoN3,ABC3
mp-19885,InGaS3,ABC3
mp-29345,LiGaI3,ABC3
mp-31428,UGa3Ni,ABC3
mp-3196,NdGaO3,ABC3
mp-504951,InGaS3,ABC3
mp-556983,LaGaO3,ABC3
mp-636273,Nd3GaN,ABC3
mp-754239,ScGaO3,ABC3
mp-755342,LuGaO3,ABC3
mp-755416,HoGaO3,ABC3
mp-755580,VGaO3,ABC3
mp-768505,LuGaO3,ABC3
mp-971733,ZnGaO3,ABC3
mp-978504,SmGaO3,ABC3
mp-9833,PrGaO3,ABC3
mp-1069477,GdSi3Ir,ABC3
mp-1079303,GdNiGe3,ABC3
mp-1184484,GdSiO3,ABC3
mp-1184491,GdThO3,ABC3
mp-1184503,GdRhO3,ABC3
mp-1184599,GdZrO3,ABC3
mp-1184987,KGdO3,ABC3
mp-1185401,LiGdO3,ABC3
mp-1187481,TlGaO3,ABC3
mp-1212640,GdInO3,ABC3
mp-1212778,GdInO3,ABC3
mp-1215815,YbGdS3,ABC3
mp-1215831,YbGdS3,ABC3
mp-1219055,SmGdS3,ABC3
mp-17424,TmGa3Ru,ABC3
mp-4819,MgGeO3,ABC3
mp-504952,InGaSe3,ABC3
mp-505604,GdNiO3,ABC3
mp-510278,GdTiO3,ABC3
mp-510490,GdScS3,ABC3
mp-541177,GdVO3,ABC3
mp-5690,GdScO3,ABC3
mp-637378,Gd3InN,ABC3
mp-756030,GdTmO3,ABC3
mp-756224,TbGdO3,ABC3
mp-756290,TbGaO3,ABC3
mp-756424,GdLuO3,ABC3
mp-975308,RbGdO3,ABC3
mp-9834,NdGaO3,ABC3
mp-1017447,HgGeO3,ABC3
mp-1020631,ZnGeO3,ABC3
mp-1068235,SrGe3Ir,ABC3
mp-1068387,LaGe3Ru,ABC3
mp-1078802,LaVGe3,ABC3
mp-1079044,TmNiGe3,ABC3
mp-1079695,V3GeN,ABC3
mp-1079715,LuNiGe3,ABC3
mp-1101394,SnGeO3,ABC3
mp-1105715,TiGeS3,ABC3
mp-1106201,MnGeO3,ABC3
mp-1187065,SnGeO3,ABC3
mp-13073,PrNiGe3,ABC3
mp-22492,Mn3GeIr,ABC3
mp-4575,MgGeO3,ABC3
mp-553898,GePbO3,ABC3
mp-554869,SrGeO3,ABC3
mp-557625,Yb3GeO,ABC3
mp-567855,RbGeI3,ABC3
mp-755199,VGeO3,ABC3
mp-865834,Yb3GeO,ABC3
mp-975347,NdGeO3,ABC3
mp-978926,SmGeO3,ABC3
mp-1016930,ZnGeO3,ABC3
mp-1016999,SrGeO3,ABC3
mp-1017566,GePbO3,ABC3
mp-1068239,SrGe3Pt,ABC3
mp-1069898,LaGe3Os,ABC3
mp-1079171,NdNiGe3,ABC3
mp-1079921,HoNiGe3,ABC3
mp-1087235,TbNiGe3,ABC3
mp-1184557,GePdO3,ABC3
mp-1185514,LuGeO3,ABC3
mp-1187533,TlGeO3,ABC3
mp-1205588,Mn3GeN,ABC3
mp-1224015,La3InGe,ABC3
mp-13072,PrGe3Rh,ABC3
mp-13123,LaGe3Rh,ABC3
mp-20085,LaTiGe3,ABC3
mp-20798,MnGeO3,ABC3
mp-29288,TlGeI3,ABC3
mp-3047,MgGeO3,ABC3
mp-571458,RbGeI3,ABC3
mp-643577,MnGeO3,ABC3
mp-769171,SiGeO3,ABC3
mp-8466,SmNiGe3,ABC3
mp-8467,YNiGe3,ABC3
mp-865758,YbGeO3,ABC3
mp-977446,NdVGe3,ABC3
mp-978084,PrVGe3,ABC3
mp-982558,HoGeO3,ABC3
mp-1004524,HPbI3,ABC3
mp-1016827,MgGeO3,ABC3
mp-1184641,GeTeO3,ABC3
mp-1185303,LiGeO3,ABC3
mp-1186133,NaGeO3,ABC3
mp-1186885,RbGeO3,ABC3
mp-1187655,TmGeO3,ABC3
mp-1224339,GeSbTe3,ABC3
mp-17464,SrGeO3,ABC3
mp-20910,LaGe3Ir,ABC3
mp-30950,Sr3GeO,ABC3
mp-3759,MgGeO3,ABC3
mp-5045,SnGeS3,ABC3
mp-541785,GePdS3,ABC3
mp-554699,GePbO3,ABC3
mp-555731,SrGeO3,ABC3
mp-556216,HIO3,ABC3
mp-624190,GePbS3,ABC3
mp-625246,VHO3,ABC3
mp-626182,SbHO3,ABC3
mp-626528,NbHO3,ABC3
mp-627119,VHO3,ABC3
mp-769144,SnGeO3,ABC3
mp-780260,TiGeO3,ABC3
mp-8285,ZnGeO3,ABC3
