mp_id,formula,XYZ
mp-1227991,BaInO3,ABC3
mp-18965,BaCoO3,ABC3
mp-19156,BaMnO3,ABC3
mp-19990,BaTiO3,ABC3
mp-20129,BaTbO3,ABC3
mp-20991,BaPbO3,ABC3
mp-22942,BaBiO3,ABC3
mp-29242,Ba3PbO,ABC3
mp-34195,BaCO3,ABC3
mp-3451,BaVS3,ABC3
mp-3597,BaRuO3,ABC3
mp-3598,BaRuO3,ABC3
mp-5020,BaTiO3,ABC3
mp-542818,BaVS3,ABC3
mp-542897,BaIrO3,ABC3
mp-5504,BaCO3,ABC3
mp-559051,BaBiO3,ABC3
mp-561598,BaPbO3,ABC3
mp-5663,BaCeO3,ABC3
mp-5735,BaTbO3,ABC3
mp-5933,BaTiO3,ABC3
mp-632808,BaLiH3,ABC3
mp-644497,BaTiO3,ABC3
mp-757501,BaMnO3,ABC3
mp-776084,BaSiO3,ABC3
mp-781625,BaOsO3,ABC3
mp-8868,Ba3NaN,ABC3
mp-995191,BaTiO3,ABC3
mp-1013549,Ba3BiN,ABC3
mp-1013584,Ba3BiSb,ABC3
mp-1013712,Ba3SbP,ABC3
mp-1013719,Ba3BiSb,ABC3
mp-1068447,BaGe3Pd,ABC3
mp-1070247,BaGe3Rh,ABC3
mp-1096925,CsBaI3,ABC3
mp-1105549,BaHfS3,ABC3
mp-11269,BaSn3Pd,ABC3
mp-1183282,BaBeO3,ABC3
mp-1183289,BaScO3,ABC3
mp-1183292,BaCdO3,ABC3
mp-1183394,BaTmO3,ABC3
mp-1183406,BaYbO3,ABC3
mp-1227967,BaGa3Sn,ABC3
mp-18291,BaSbTe3,ABC3
mp-19035,BaFeO3,ABC3
mp-19241,BaNiO3,ABC3
mp-21280,BaPbO3,ABC3
mp-23438,BaBiO3,ABC3
mp-23482,BaBiO3,ABC3
mp-3020,BaNbO3,ABC3
mp-30433,BaSn3Pt,ABC3
mp-3187,BaCeO3,ABC3
mp-3316,BaCeO3,ABC3
mp-4227,BaVS3,ABC3
mp-4900,BaCeO3,ABC3
mp-556021,BaTeO3,ABC3
mp-557081,BaCrO3,ABC3
mp-557535,BaMnO3,ABC3
mp-569812,BaN3Cl,ABC3
mp-583645,BaCaSn3,ABC3
mp-5986,BaTiO3,ABC3
mp-644369,BaBiO3,ABC3
mp-674478,BaCO3,ABC3
mp-705845,BaFeO3,ABC3
mp-7073,BaTiS3,ABC3
mp-768307,BaSO3,ABC3
mp-776076,BaSiO3,ABC3
mp-8558,BaNpO3,ABC3
mp-973447,KBaO3,ABC3
mp-989622,BaWN3,ABC3
mp-989636,BaWN3,ABC3
mp-989637,BaReN3,ABC3
mp-998350,BaZrSe3,ABC3
mp-1013707,Ba3PN,ABC3
mp-1013710,Ba3BiN,ABC3
mp-1013713,Ba3BiP,ABC3
mp-1069809,BaSi3Pt,ABC3
mp-1079676,LiBeH3,ABC3
mp-1079893,BaTiSe3,ABC3
mp-11006,BaPS3,ABC3
mp-1182149,BeNF3,ABC3
mp-1182237,BaClO3,ABC3
mp-1183286,BaDyO3,ABC3
mp-1183395,BaWO3,ABC3
mp-1183405,BaZnO3,ABC3
mp-1183443,BeSbO3,ABC3
mp-1183449,BeVO3,ABC3
mp-1183476,BeReO3,ABC3
mp-1184148,ErBeO3,ABC3
mp-1184610,HoBeO3,ABC3
mp-1186392,PaBeO3,ABC3
mp-1187143,SrBeO3,ABC3
mp-1187310,TbBeO3,ABC3
mp-1187421,ThBeO3,ABC3
mp-1197886,RbBeN3,ABC3
mp-1219638,RbBaN3,ABC3
mp-12262,CsBeF3,ABC3
mp-1227349,BaZnIn3,ABC3
mp-1227955,BaBiO3,ABC3
mp-12814,Ba3SbN,ABC3
mp-12958,BaSiO3,ABC3
mp-13288,Ba3LiN,ABC3
mp-18407,BaSiO3,ABC3
mp-18840,BaMnO3,ABC3
mp-19138,BaNiO3,ABC3
mp-19267,BaMnO3,ABC3
mp-22346,BaGe3Pt,ABC3
mp-24342,LiBeH3,ABC3
mp-24817,LiBeH3,ABC3
mp-27363,BaVSe3,ABC3
mp-4307,BaIrO3,ABC3
mp-4559,BaCO3,ABC3
mp-4783,BaPrO3,ABC3
mp-540771,BaZrS3,ABC3
mp-545643,BaCO3,ABC3
mp-5773,BaRuO3,ABC3
mp-755363,Ba3SiO,ABC3
mp-7685,BaRhO3,ABC3
mp-8037,BaThO3,ABC3
mp-974757,KBeH3,ABC3
mp-975387,RbBaO3,ABC3
mp-976185,NaBeO3,ABC3
mp-978503,SmBeO3,ABC3
mp-981934,LaBeO3,ABC3
mp-982975,LiBeO3,ABC3
mp-984552,BeZnO3,ABC3
mp-984632,CaBeO3,ABC3
mp-998352,BaHfS3,ABC3
mp-1013531,Sr3BiN,ABC3
mp-1013706,Sr3BiSb,ABC3
mp-1017555,CsBeF3,ABC3
mp-1101165,YbBiO3,ABC3
mp-1183403,BeBiO3,ABC3
mp-1183413,BeHgO3,ABC3
mp-1183415,BeGeO3,ABC3
mp-1183418,BeCdO3,ABC3
mp-1183426,BeCuO3,ABC3
mp-1183431,BeOsO3,ABC3
mp-1183436,BeInO3,ABC3
mp-1183445,BeSiO3,ABC3
mp-1183447,BePdO3,ABC3
mp-1183451,BePtO3,ABC3
mp-1183499,BePbO3,ABC3
mp-1183685,CeBeO3,ABC3
mp-1184325,EuBeO3,ABC3
mp-1184468,GdBeO3,ABC3
mp-1184563,HfBeO3,ABC3
mp-1185692,MgBeO3,ABC3
mp-1186216,NbBiO3,ABC3
mp-1186533,PmBeO3,ABC3
mp-1186742,PrBeO3,ABC3
mp-1187465,TiBeO3,ABC3
mp-1187752,UBeO3,ABC3
mp-1187905,YbBeO3,ABC3
mp-1188011,ZrBeO3,ABC3
mp-1202955,MnBiO3,ABC3
mp-1207000,DyBiO3,ABC3
mp-1211678,KBeF3,ABC3
mp-1214301,BeNF3,ABC3
mp-1223843,HoBiTe3,ABC3
mp-1239170,ZrBeO3,ABC3
mp-23729,NaBeH3,ABC3
mp-24341,CsBeH3,ABC3
mp-24818,LiBeH3,ABC3
mp-550008,ScBiO3,ABC3
mp-555351,FeBiO3,ABC3
mp-555769,ScBiO3,ABC3
mp-556711,MnBiO3,ABC3
mp-559851,CrBiO3,ABC3
mp-561102,InBiO3,ABC3
mp-570218,LiBeH3,ABC3
mp-645159,FeBiO3,ABC3
mp-680530,BiPtPb3,ABC3
mp-754636,ErBiO3,ABC3
mp-755003,LaBiO3,ABC3
mp-755382,BiSbO3,ABC3
mp-755893,CaBiO3,ABC3
mp-756282,VBiO3,ABC3
mp-770830,HoBiO3,ABC3
mp-778408,HgBiO3,ABC3
mp-972222,TaBeO3,ABC3
mp-972395,TmBeO3,ABC3
mp-973396,KBeO3,ABC3
mp-973930,NpBeO3,ABC3
mp-975031,RbBeH3,ABC3
mp-975394,RbBeO3,ABC3
mp-975579,NdBeO3,ABC3
mp-976727,PrBiO3,ABC3
mp-977148,LiBeH3,ABC3
mp-977298,LiBeH3,ABC3
mp-984722,BeGaO3,ABC3
mvc-13598,YBiO3,ABC3
mp-1013702,Ca3BiP,ABC3
mp-1013733,Ca3BiSb,ABC3
mp-1106239,MnBiO3,ABC3
mp-1173046,RbBiF3,ABC3
mp-1178485,BiCO3,ABC3
mp-1184051,CuBiO3,ABC3
mp-1188346,CoBiO3,ABC3
mp-1216578,TmBiTe3,ABC3
mp-1217576,TbBiTe3,ABC3
mp-1223842,InBiSe3,ABC3
mp-1227340,BiSbTe3,ABC3
mp-22949,FeBiO3,ABC3
mp-22979,GaBiO3,ABC3
mp-23054,NaBiO3,ABC3
mp-23456,CrBiO3,ABC3
mp-23477,MnBiO3,ABC3
mp-25096,NiBiO3,ABC3
mp-28476,SrBiSe3,ABC3
mp-29077,LiBiO3,ABC3
mp-29164,SrBiO3,ABC3
mp-31149,Ca3BiN,ABC3
mp-545379,InBiO3,ABC3
mp-547069,FeBiO3,ABC3
mp-551451,FeBiO3,ABC3
mp-558285,GaBiO3,ABC3
mp-570008,Sr3BiN,ABC3
mp-676536,KBiO3,ABC3
mp-677028,RbBiF3,ABC3
mp-754009,ScBiO3,ABC3
mp-754943,ErBiO3,ABC3
mp-755568,GaBiO3,ABC3
mp-756205,ScBiO3,ABC3
mp-772801,LuBiO3,ABC3
mp-867749,CaBiO3,ABC3
mp-971706,ZnBiO3,ABC3
mp-974581,ReBiO3,ABC3
mp-975384,RbBiO3,ABC3
mvc-15941,YBiO3,ABC3
mp-1013542,Ca3BiN,ABC3
mp-1013585,Sr3BiSb,ABC3
mp-1013643,Sr3BiP,ABC3
mp-1013704,Ca3BiSb,ABC3
mp-1069079,FeBiO3,ABC3
mp-1078776,InBiS3,ABC3
mp-1105271,MnBiO3,ABC3
mp-1105718,NiBiO3,ABC3
mp-1176501,LuBiO3,ABC3
mp-1178162,HoBiO3,ABC3
mp-1178493,CaBiO3,ABC3
mp-1182718,FeBiO3,ABC3
mp-1183469,BiPtO3,ABC3
mp-1184562,GeBiO3,ABC3
mp-1185847,MgBiO3,ABC3
mp-1187744,VBiO3,ABC3
mp-1215930,YBiTe3,ABC3
mp-1219075,SmBiTe3,ABC3
mp-1219113,SmBiS3,ABC3
mp-1227486,BiSbS3,ABC3
mp-1227508,BiSbSe3,ABC3
mp-23532,NiBiO3,ABC3
mp-555313,ScBiO3,ABC3
mp-556892,InBiO3,ABC3
mp-573119,BiRhO3,ABC3
mp-676312,YbBiO3,ABC3
mp-753455,BiOF3,ABC3
mp-754300,HoBiO3,ABC3
mp-755216,TmBiO3,ABC3
mp-755478,CdBiO3,ABC3
mp-768221,YBiO3,ABC3
mp-768310,LaBiO3,ABC3
mp-863367,KBiO3,ABC3
mp-972827,SiBiO3,ABC3
mp-974740,NdBiO3,ABC3
mp-982040,KBiO3,ABC3
mp-983578,CsBiO3,ABC3
mp-998363,NiBiO3,ABC3
mp-998527,NiBiO3,ABC3
mvc-3479,YBiO3,ABC3
mvc-3850,CaBiO3,ABC3
mvc-3874,ZnBiO3,ABC3
mp-1013530,Sr3BiP,ABC3
mp-1013558,Ca3BiP,ABC3
mp-1068340,CsGeBr3,ABC3
mp-1101383,ScBiO3,ABC3
mp-1111155,KTlBr3,ABC3
mp-1114615,RbInBr3,ABC3
mp-1120725,CsPbBr3,ABC3
mp-1183479,BiMoO3,ABC3
mp-1194603,MnBiO3,ABC3
mp-1205559,YbInBr3,ABC3
mp-1206103,CsTmBr3,ABC3
mp-1206319,RbCoBr3,ABC3
mp-1209279,RbDyBr3,ABC3
mp-1211295,KTmBr3,ABC3
mp-1222293,LuBiTe3,ABC3
mp-23038,CsVBr3,ABC3
mp-23339,NaBrO3,ABC3
mp-23501,FeBiO3,ABC3
mp-28038,NbTeBr3,ABC3
mp-28532,CrInBr3,ABC3
mp-28765,CBr3F,ABC3
mp-29526,BrNO3,ABC3
mp-29750,CsMgBr3,ABC3
mp-29763,RbMnBr3,ABC3
mp-29799,KBiO3,ABC3
mp-30055,Rb3BrO,ABC3
mp-30056,CsCaBr3,ABC3
mp-504821,TlFeBr3,ABC3
mp-545522,CoBiO3,ABC3
mp-546027,CrBiO3,ABC3
mp-548231,FeBiO3,ABC3
mp-558645,PBr3O,ABC3
mp-567718,KTiBr3,ABC3
mp-570099,RbVBr3,ABC3
mp-600089,CsPbBr3,ABC3
mp-608595,NaBrO3,ABC3
mp-638685,CsEuBr3,ABC3
mp-655631,FeBiO3,ABC3
mp-754152,YBiO3,ABC3
mp-754323,TmBiO3,ABC3
mp-998174,RbPdBr3,ABC3
mp-998306,CsPdBr3,ABC3
mp-998391,RbTlBr3,ABC3
mp-998412,KGeBr3,ABC3
mp-998536,RbCaBr3,ABC3
mp-998599,KCaBr3,ABC3
mp-998612,KGeBr3,ABC3
mvc-15669,MgBiO3,ABC3
mvc-15745,YBiO3,ABC3
mp-1014168,CsPbBr3,ABC3
mp-1078197,H3CBr,ABC3
mp-1079040,CsDyBr3,ABC3
mp-1079847,CsFeBr3,ABC3
mp-1080226,CsTlBr3,ABC3
mp-1080570,CsNiBr3,ABC3
mp-1096790,CuPbBr3,ABC3
mp-1112171,KInBr3,ABC3
mp-1112177,CsTlBr3,ABC3
mp-1120721,RbGeBr3,ABC3
mp-1189731,PBr3O,ABC3
mp-1194175,CsHgBr3,ABC3
mp-1205521,CaTlBr3,ABC3
mp-1205638,Cs3BrO,ABC3
mp-1206044,CrCoBr3,ABC3
mp-1209238,RbCaBr3,ABC3
mp-1209410,RbCoBr3,ABC3
mp-1209412,RbCoBr3,ABC3
mp-1209578,RbCoBr3,ABC3
mp-1211270,KYbBr3,ABC3
mp-1211599,KDyBr3,ABC3
mp-1211648,KCaBr3,ABC3
mp-1224379,InSnBr3,ABC3
mp-22958,KBrO3,ABC3
mp-22962,CsTiBr3,ABC3
mp-23048,CsMnBr3,ABC3
mp-23348,KFeBr3,ABC3
mp-23498,NbSeBr3,ABC3
mp-27179,CsCrBr3,ABC3
mp-27400,RbCdBr3,ABC3
mp-27409,RbNiBr3,ABC3
mp-27718,CsHgBr3,ABC3
mp-27994,HgBrO3,ABC3
mp-28327,LiGaBr3,ABC3
mp-28534,CaInBr3,ABC3
mp-28558,RbGeBr3,ABC3
mp-28741,CuSe3Br,ABC3
mp-28872,RbBrO3,ABC3
mp-28912,MnInBr3,ABC3
mp-29314,RbVBr3,ABC3
mp-29483,MgInBr3,ABC3
mp-29636,KMnBr3,ABC3
mp-29798,TlBrO3,ABC3
mp-505222,CdInBr3,ABC3
mp-567629,CsPbBr3,ABC3
mp-567681,CsPbBr3,ABC3
mp-568136,RbVBr3,ABC3
mp-568553,TlFeBr3,ABC3
mp-569807,RbTiBr3,ABC3
mp-570223,CsGeBr3,ABC3
mp-606393,NbBr3O,ABC3
mp-617426,InFeBr3,ABC3
mp-625521,H3BrO,ABC3
mp-642739,CsGeBr3,ABC3
mp-685272,InSnBr3,ABC3
mp-985586,Na3BrO,ABC3
mp-998153,TlGeBr3,ABC3
mp-998157,RbSnBr3,ABC3
mp-998194,RbInBr3,ABC3
mp-998196,RbCuBr3,ABC3
mp-998198,RbCaBr3,ABC3
mp-998297,CsSrBr3,ABC3
mp-998299,RbSeBr3,ABC3
mp-998307,CsPdBr3,ABC3
mp-998308,CsScBr3,ABC3
mp-998323,CsInBr3,ABC3
mp-998366,RbSeBr3,ABC3
mp-998413,CsSeBr3,ABC3
mp-998435,CsScBr3,ABC3
mp-998555,InSnBr3,ABC3
mp-998603,RbPbBr3,ABC3
mp-998606,RbTlBr3,ABC3
mp-998746,TlGeBr3,ABC3
mp-998749,KCaBr3,ABC3
mp-998778,RbSnBr3,ABC3
mp-10270,ScCo3C,ABC3
mp-10274,Er3GaC,ABC3
mp-10601,Y3GaC,ABC3
mp-10606,Sm3TlC,ABC3
mp-1069526,Ce3InC,ABC3
mp-1096988,GaCuBr3,ABC3
mp-1097014,KSnBr3,ABC3
mp-1105697,PbCO3,ABC3
mp-1112642,CsInBr3,ABC3
mp-1114505,RbTlBr3,ABC3
mp-1178374,CuCO3,ABC3
mp-1180213,NaBrO3,ABC3
mp-1181198,H3CI,ABC3
mp-1197831,LiBrO3,ABC3
mp-1206121,DyRu3C,ABC3
mp-1206321,YbTlBr3,ABC3
mp-1206443,La3SnC,ABC3
mp-1206516,Lu3InC,ABC3
mp-1206877,Lu3PbC,ABC3
mp-1209042,SiCCl3,ABC3
mp-1209127,RbTmBr3,ABC3
mp-1209227,RbCaBr3,ABC3
mp-1213104,CsSrBr3,ABC3
mp-1213166,CsSmBr3,ABC3
mp-1213235,CsPtBr3,ABC3
mp-1214236,CSN3,ABC3
mp-1216018,YThC3,ABC3
mp-15856,DyRh3C,ABC3
mp-16290,ZnNi3C,ABC3
mp-19758,Sm3PbC,ABC3
mp-19893,PbCO3,ABC3
mp-19899,Dy3SnC,ABC3
mp-20164,Mn3GaC,ABC3
mp-20679,Co3SnC,ABC3
mp-20796,InPt3C,ABC3
mp-20963,Tb3PbC,ABC3
mp-21058,Mn3InC,ABC3
mp-21319,Ce3TlC,ABC3
mp-21888,Tm3SnC,ABC3
mp-22513,Dy3TlC,ABC3
mp-22537,Er3SnC,ABC3
mp-27214,CsSnBr3,ABC3
mp-27249,CuCO3,ABC3
mp-27336,CsCuBr3,ABC3
mp-28166,K3BrO,ABC3
mp-28219,TlCdBr3,ABC3
mp-28529,KInBr3,ABC3
mp-28593,Li3BrO,ABC3
mp-28873,CsBrO3,ABC3
mp-3822,SrCO3,ABC3
mp-4626,CaCO3,ABC3
mp-5348,MgCO3,ABC3
mp-540540,PaBr3O,ABC3
mp-540785,PCF3,ABC3
mp-541899,CsCdBr3,ABC3
mp-546079,MgCO3,ABC3
mp-547864,CdCO3,ABC3
mp-554518,EuCO3,ABC3
mp-568005,CsYbBr3,ABC3
mp-568231,RbMnBr3,ABC3
mp-570231,CsCdBr3,ABC3
mp-571418,RbYbBr3,ABC3
mp-625509,H3BrO,ABC3
mp-755605,TbCO3,ABC3
mp-758329,YbCO3,ABC3
mp-998176,RbPbBr3,ABC3
mp-998398,InSnBr3,ABC3
mp-998415,CsSeBr3,ABC3
mp-998433,CsSrBr3,ABC3
mp-998800,RbInBr3,ABC3
mp-1018636,SnPd3C,ABC3
mp-10266,ZnFe3C,ABC3
mp-10279,Ho3GaC,ABC3
mp-10280,Nd3GaC,ABC3
mp-10351,Tm3GaC,ABC3
mp-10611,La3PbC,ABC3
mp-10706,ZrRu3C,ABC3
mp-10716,YbRh3C,ABC3
mp-10718,Sm3SnC,ABC3
mp-1079290,C3IN,ABC3
mp-1080068,CuCO3,ABC3
mp-1080825,C3NCl,ABC3
mp-1094118,Mn3InC,ABC3
mp-1181984,CoCO3,ABC3
mp-1182000,C3NCl,ABC3
mp-1188937,CN3Cl,ABC3
mp-1198558,CdCO3,ABC3
mp-1206413,YbRu3C,ABC3
mp-1206773,TmRu3C,ABC3
mp-1206983,Ho3PbC,ABC3
mp-1206991,GaNi3C,ABC3
mp-1207135,Gd3TlC,ABC3
mp-1207153,Gd3GaC,ABC3
mp-1210746,MnCo3C,ABC3
mp-12572,CaPd3C,ABC3
mp-18969,FeCO3,ABC3
mp-19777,Yb3InC,ABC3
mp-19817,Y3InC,ABC3
mp-19958,Gd3PbC,ABC3
mp-20097,Pt3PbC,ABC3
mp-20159,Ce3SnC,ABC3
mp-20180,Mn3GeC,ABC3
mp-20388,Pr3PbC,ABC3
mp-20423,Nd3SnC,ABC3
mp-20808,Nd3PbC,ABC3
mp-21017,Y3PbC,ABC3
mp-21313,Mn3GaC,ABC3
mp-21392,Tb3InC,ABC3
mp-21434,CoCO3,ABC3
mp-21850,Fe3SnC,ABC3
mp-21854,Nd3TlC,ABC3
mp-22004,Yb3TlC,ABC3
mp-22120,YRh3C,ABC3
mp-22394,ThRu3C,ABC3
mp-22519,CeRh3C,ABC3
mp-23071,CCl3F,ABC3
mp-28473,CClF3,ABC3
mp-2930,Mn3ZnC,ABC3
mp-29429,TeCF3,ABC3
mp-29804,Cr3GeC,ABC3
mp-38035,SrCO3,ABC3
mp-3953,CaCO3,ABC3
mp-4385,CdCO3,ABC3
mp-510492,PuRh3C,ABC3
mp-556383,PCF3,ABC3
mp-624739,ScIr3C,ABC3
mp-696740,CaCO3,ABC3
mp-7114,Ho3SnC,ABC3
mp-7130,ScRu3C,ABC3
mp-7159,La3TlC,ABC3
mp-755213,YbCO3,ABC3
mp-758727,CuCO3,ABC3
mp-760595,CuCO3,ABC3
mp-8368,Pr3GaC,ABC3
mp-8578,Sc3InC,ABC3
mp-9960,Y3TlC,ABC3
mp-1017563,GaPt3C,ABC3
mp-1018635,ScPd3C,ABC3
mp-10356,Ho3InC,ABC3
mp-10602,Sm3GaC,ABC3
mp-10700,MgNi3C,ABC3
mp-1070737,K3CO,ABC3
mp-10708,PrRh3C,ABC3
mp-10712,ScRh3C,ABC3
mp-10714,TmRh3C,ABC3
mp-1078492,Cr3PC,ABC3
mp-1079313,V3GeC,ABC3
mp-1079918,CaCO3,ABC3
mp-1080573,V3PC,ABC3
mp-1105868,KCO3,ABC3
mp-1179357,SnCCl3,ABC3
mp-1180143,MnCO3,ABC3
mp-1194399,CaCO3,ABC3
mp-1197230,CaCO3,ABC3
mp-1206343,CdNi3C,ABC3
mp-1206401,LaRh3C,ABC3
mp-1206820,HoRu3C,ABC3
mp-1206878,Tb3GaC,ABC3
mp-1206912,Lu3GaC,ABC3
mp-1207074,Gd3SnC,ABC3
mp-1207093,LuRu3C,ABC3
mp-1218370,SrCO3,ABC3
mp-1219701,PuUC3,ABC3
mp-1222904,LaYC3,ABC3
mp-1222954,LaLuC3,ABC3
mp-16287,NdRh3C,ABC3
mp-19836,Tb3TlC,ABC3
mp-19881,Dy3InC,ABC3
mp-20182,GdRh3C,ABC3
mp-20229,Sm3InC,ABC3
mp-20325,Ti3InC,ABC3
mp-20385,Nd3InC,ABC3
mp-20424,MgCo3C,ABC3
mp-20446,SnPt3C,ABC3
mp-20501,Gd3InC,ABC3
mp-20750,Tb3SnC,ABC3
mp-20922,Dy3GaC,ABC3
mp-20992,Ce3InC,ABC3
mp-21028,Er3TlC,ABC3
mp-21031,Pd3PbC,ABC3
mp-21035,Sc3PbC,ABC3
mp-21206,Yb3GaC,ABC3
mp-21292,Tm3InC,ABC3
mp-21862,VRu3C,ABC3
mp-22351,NbRu3C,ABC3
mp-22542,Tm3PbC,ABC3
mp-22706,Mn3GeC,ABC3
mp-29056,La3InC,ABC3
mp-31302,KCO3,ABC3
mp-4230,Sc3TlC,ABC3
mp-559204,H3CS,ABC3
mp-560265,CaCO3,ABC3
mp-561412,CaCO3,ABC3
mp-568727,ErRh3C,ABC3
mp-606671,Nd3InC,ABC3
mp-641635,CaCO3,ABC3
mp-672229,Mn3ZnC,ABC3
mp-690525,MnCO3,ABC3
mp-7167,SmRh3C,ABC3
mp-8370,Ni3GeC,ABC3
mp-8577,Sc3GaC,ABC3
mp-9812,ZnCO3,ABC3
mp-1016853,CaVO3,ABC3
mp-1017581,LaPd3C,ABC3
mp-1017582,LaPt3C,ABC3
mp-10185,Mg3ZnC,ABC3
mp-1018628,ScPt3C,ABC3
mp-1018629,YPd3C,ABC3
mp-1018645,YPt3C,ABC3
mp-10271,ZnCo3C,ABC3
mp-10275,Er3InC,ABC3
mp-10607,Lu3TlC,ABC3
mp-10608,Y3SnC,ABC3
mp-10609,Lu3SnC,ABC3
mp-1068389,SnCCl3,ABC3
mp-1068653,CaSi3Ir,ABC3
mp-1068985,SnCCl3,ABC3
mp-10699,LuRh3C,ABC3
mp-1078233,H3CCl,ABC3
mp-1078473,MnCO3,ABC3
mp-1096983,H3CI,ABC3
mp-1100343,CaSnS3,ABC3
mp-1100379,CaSnS3,ABC3
mp-1106094,KCO3,ABC3
mp-1120755,NaCO3,ABC3
mp-1180142,MnCO3,ABC3
mp-1182130,C3IN,ABC3
mp-1188793,NaCO3,ABC3
mp-1197939,CaCO3,ABC3
mp-1206105,CaInI3,ABC3
mp-1206127,CeRu3C,ABC3
mp-1206138,Yb3PbC,ABC3
mp-1206188,CaTlI3,ABC3
mp-1206911,ErRu3C,ABC3
mp-1238933,CaSnS3,ABC3
mp-1279252,MnCO3,ABC3
mp-16297,Sc3SnC,ABC3
mp-17008,CaTeO3,ABC3
mp-18814,MnCO3,ABC3
mp-19147,NiCO3,ABC3
mp-19749,Pr3InC,ABC3
mp-19818,Dy3PbC,ABC3
mp-19828,PuRu3C,ABC3
mp-20430,Er3PbC,ABC3
mp-20543,Pr3SnC,ABC3
mp-20550,Ce3PbC,ABC3
mp-20860,Mn3SnC,ABC3
mp-20978,Ho3TlC,ABC3
mp-21076,EuRh3C,ABC3
mp-22087,TaRu3C,ABC3
mp-22263,Yb3SnC,ABC3
mp-22556,Tm3TlC,ABC3
mp-22664,HoRh3C,ABC3
mp-23949,RbCaH3,ABC3
mp-29700,CS3N,ABC3
mp-31271,RbCO3,ABC3
mp-3205,CaCO3,ABC3
mp-33746,SrCO3,ABC3
mp-4428,CaSiO3,ABC3
mp-4563,Ti3TlC,ABC3
mp-542103,TbRh3C,ABC3
mp-548403,CaCO3,ABC3
mp-553939,CaCO3,ABC3
mp-554549,CaGeO3,ABC3
mp-554676,H3CS,ABC3
mp-556235,CaCO3,ABC3
mp-556845,CIF3,ABC3
mp-560885,CaSiO3,ABC3
mp-637179,Ca3SnN,ABC3
mp-654812,CdCO3,ABC3
mp-7104,CsCaF3,ABC3
mp-7166,Pr3TlC,ABC3
mp-760536,CuCO3,ABC3
mp-867047,CaSnS3,ABC3
mp-1001571,CaFeO3,ABC3
mp-1016872,CaIrO3,ABC3
mp-1016884,CaGeO3,ABC3
mp-1017626,LiCaF3,ABC3
mp-1096764,Ca3SbP,ABC3
mp-1096927,CsCaCl3,ABC3
mp-1097916,CsCaCl3,ABC3
mp-1099873,CaCuO3,ABC3
mp-1100335,CaSnS3,ABC3
mp-1100345,CaSnS3,ABC3
mp-11824,Ca3PN,ABC3
mp-1183538,CaTmO3,ABC3
mp-1183540,CaZnO3,ABC3
mp-1183543,CaInO3,ABC3
mp-1183570,CaHgO3,ABC3
mp-1211589,KCaCl3,ABC3
mp-1213688,CsCaI3,ABC3
mp-1221112,NaCaN3,ABC3
mp-19012,CaMoO3,ABC3
mp-19201,CaMnO3,ABC3
mp-20772,CaCrO3,ABC3
mp-20947,CaRuO3,ABC3
mp-21128,Ca3PbN,ABC3
mp-3442,CaTiO3,ABC3
mp-4438,CaSnO3,ABC3
mp-4784,CaPtO3,ABC3
mp-4957,CaNbO3,ABC3
mp-546910,CaSnO3,ABC3
mp-560656,CaTeO3,ABC3
mp-561086,CaSiO3,ABC3
mp-561374,CaTeO3,ABC3
mp-643749,KCaF3,ABC3
mp-776074,CaGeO3,ABC3
mp-7986,CaSnO3,ABC3
mp-8130,CaGeO3,ABC3
mp-866519,CaSnS3,ABC3
mp-866844,CaSnS3,ABC3
mp-866951,CaSnS3,ABC3
mp-9721,Ca3GeO,ABC3
mp-989649,CaMoN3,ABC3
mp-998324,RbCaCl3,ABC3
mp-998432,CaTcO3,ABC3
mvc-3975,CaSbO3,ABC3
mvc-3998,CaNiO3,ABC3
mp-1013550,Ca3SbP,ABC3
mp-1016835,CaRuO3,ABC3
mp-1017467,CaMnO3,ABC3
mp-1078659,CaRhO3,ABC3
mp-1078933,NaCaH3,ABC3
mp-1079935,LiCaH3,ABC3
mp-1097061,CaTlF3,ABC3
mp-1100330,CaSnS3,ABC3
mp-1100357,CaSnS3,ABC3
mp-1100389,CaSnS3,ABC3
mp-11007,CaPSe3,ABC3
mp-1105914,KCaH3,ABC3
mp-1183521,Ca3SiO,ABC3
mp-1183534,CaScO3,ABC3
mp-1188497,CaMnO3,ABC3
mp-1188853,CaTcO3,ABC3
mp-1190098,CaHfS3,ABC3
mp-1205364,CaTiO3,ABC3
mp-1275341,CaFeO3,ABC3
mp-1278982,CaFeO3,ABC3
mp-17193,Ca3GeO,ABC3
mp-19115,CaFeO3,ABC3
mp-29241,Ca3SnO,ABC3
mp-31157,Ca3SbN,ABC3
mp-4019,CaTiO3,ABC3
mp-4190,CaSnO3,ABC3
mp-4356,CaSiO3,ABC3
mp-4853,CaSiO3,ABC3
mp-555735,CaIrO3,ABC3
mp-556003,CaTiO3,ABC3
mp-776086,CaGeO3,ABC3
mp-866471,CaSnS3,ABC3
mp-866504,CaSnS3,ABC3
mp-866565,CaSnS3,ABC3
mp-866606,CaSnS3,ABC3
mp-866787,CaSnS3,ABC3
mp-866820,CaSnS3,ABC3
mp-866850,CaSnS3,ABC3
mp-866894,CaSnS3,ABC3
mp-866917,CaSnS3,ABC3
mp-984240,CsCaO3,ABC3
mp-989401,CaMoN3,ABC3
mp-989616,CaWN3,ABC3
mp-989634,CaTcN3,ABC3
