material_id,pretty_formula,formula_anonymous
mp-980198,TmLuZn2,ABC2
mp-981512,YbLuPt2,ABC2
mvc-10106,MgV2O4,AB2C4
mvc-10154,MgV2O4,AB2C4
mvc-10203,Mg(WO2)2,AB2C4
mvc-10218,MgSb4O9,AB4C9
mvc-10236,Mg(NiO2)2,AB2C4
mvc-10542,MgMo4O9,AB4C9
mvc-10669,Mg(SnO2)4,AB4C8
mvc-12111,MgV2O4,AB2C4
mvc-12148,MgNi2O5,AB2C5
mvc-12231,MgV4O8,AB4C8
mvc-12366,MgTi4O8,AB4C8
mvc-12562,MgMn2O4,AB2C4
mvc-12570,Mg(NiO2)4,AB4C8
mvc-12580,MgMn4O8,AB4C8
mvc-12610,MgVO2,ABC2
mvc-12636,Mg(NiO2)2,AB2C4
mvc-12664,MgNiO2,ABC2
mvc-12777,Mg(Mo3O8)2,AB6C16
mvc-12952,Mg(NiS2)4,AB4C8
mvc-13445,Mg(MnN)2,AB2C2
mvc-13450,Mg(VN)2,AB2C2
mvc-14313,Mg2Mo3O8,A2B3C8
mvc-14518,MgMn2O4,AB2C4
mvc-14574,Mg(TiN)2,AB2C2
mvc-14629,Mg2MnN2,AB2C2
mvc-15009,MgMn2O4,AB2C4
mvc-15230,MgV2O6,AB2C6
mvc-15572,Mg2VN2,AB2C2
mvc-15812,Mg2Sn3O8,A2B3C8
mvc-15888,MgVO3,ABC3
mvc-15987,Mg3Ti2O7,A2B3C7
mvc-16746,MgTi2O4,AB2C4
mvc-2276,Mg2Mn9O13,A2B9C13
mvc-2315,Mg2Ni9O13,A2B9C13
mvc-2354,MgTiO2,ABC2
mvc-2858,Mg(SbO2)4,AB4C8
mvc-2971,Mg2Sb3O8,A2B3C8
mvc-321,MgTi4O6,AB4C6
mvc-3511,MgVO2,ABC2
mvc-3610,Mg3Mo2O7,A2B3C7
mvc-3616,Mg3Ni2O7,A2B3C7
mvc-3783,MgTiO3,ABC3
mvc-3800,Mg2Sn2O5,A2B2C5
mvc-3950,Mg2V2O5,A2B2C5
mvc-3989,Mg2Mo2O5,A2B2C5
mvc-4659,Mg(SnO2)2,AB2C4
mvc-4767,MgSnO2,ABC2
mvc-4795,Mg(MoO2)2,AB2C4
mvc-4902,MgNiO2,ABC2
mvc-5088,Mg(SnO2)2,AB2C4
mvc-5147,Mg(SbO2)2,AB2C4
mvc-5150,MgWO2,ABC2
mvc-5289,MgW2O5,AB2C5
mvc-5491,Mg(SnO2)2,AB2C4
mvc-5801,MgWO3,ABC3
mvc-5978,Mg(WO2)2,AB2C4
mvc-6035,Mg(SnO2)2,AB2C4
mvc-6043,Mg(MoO2)2,AB2C4
mvc-6398,Mg(WO2)2,AB2C4
mvc-6405,Mg(NiO2)2,AB2C4
mvc-6914,Mg(NiO2)2,AB2C4
mvc-7317,Mg(SbO2)2,AB2C4
mvc-7372,MgMo2O7,AB2C7
mvc-7646,Mg2Sn3O8,A2B3C8
mvc-811,MgV4O6,AB4C6
mvc-8117,MgSb2O5,AB2C5
mvc-868,Mg(W2O3)2,AB4C6
mvc-8751,Mg(SbO2)4,AB4C8
mvc-8898,MgTi3O7,AB3C7
mvc-8941,MgSb3O7,AB3C7
mvc-9157,Mg(MoO2)4,AB4C8
mvc-9172,MgMn3O7,AB3C7
mvc-9476,Mg(SbO2)2,AB2C4
mvc-9561,MgTi2O4,AB2C4
mvc-9983,Mg(MoO2)2,AB2C4
mvc-9989,Mg(WO2)2,AB2C4
mp-1001024,Y2MgS4,AB2C4
mp-1003770,MgMn2O4,AB2C4
mp-1003856,MgMnO2,ABC2
mp-1004375,MgMn4O8,AB4C8
mp-1016296,SrMg6Mo,ABC6
mp-1016330,SrMg6W,ABC6
mp-1016829,MgRuO3,ABC3
mp-1016830,MgTiO3,ABC3
mp-1016886,MgVO3,ABC3
mp-1016928,MgSiO3,ABC3
mp-1016929,MgRhO3,ABC3
mp-1017173,RbMg6Nb,ABC6
mp-1017199,RbMg6Nb,ABC6
mp-1017347,NaMg6Nb,ABC6
mp-1017514,MgSiN2,ABC2
mp-1017516,MgSiP2,ABC2
mp-10184,MgSbPt,ABC
mp-1020112,Mg2SiO4,AB2C4
mp-1020114,MgSi2O5,AB2C5
mp-1020117,MgSiO3,ABC3
mp-1020118,MgSiO3,ABC3
mp-1020123,MgSiO3,ABC3
mp-1021478,SrMg6Ti,ABC6
mp-1022488,NaMg6Zr,ABC6
mp-1022494,SrMg6Zr,ABC6
mp-1022554,RbMg6Zr,ABC6
mp-1022804,SrYMg6,ABC6
mp-1025261,MgPPd5,ABC5
mp-1029288,Mg2MnN3,AB2C3
mp-1029408,Mg2NbN3,AB2C3
mp-1029536,MgZrN2,ABC2
mp-1029702,MgTiN2,ABC2
mp-1029791,MgSnN2,ABC2
mp-10440,Mg(P2Rh3)2,AB4C6
mp-10550,SrMg2N2,AB2C2
mp-1071468,TbMgSn,ABC
mp-1076652,Mg2Ti2O5,A2B2C5
mp-1077034,NdMgSn,ABC
mp-1077298,TbMgNi,ABC
mp-1079330,MgVO3,ABC3
mp-1079743,SmMgPd,ABC
mp-1079853,SrMg2Pd,ABC2
mp-1080218,MgMn4O8,AB4C8
mp-1080847,Mg3SbN,ABC3
mp-1093825,SrMgPb2,ABC2
mp-1093856,MgTiZn2,ABC2
mp-1093878,MgZn2Rh,ABC2
mp-1095741,MgZn2Pt,ABC2
mp-1095802,MgMnPd2,ABC2
mp-1095829,NaMg2Tl,ABC2
mp-1095896,YMgPt2,ABC2
mp-1095942,Sr2MgTl,ABC2
mp-1095947,MgTlPd2,ABC2
mp-1096133,MgVRu2,ABC2
mp-1096262,MgZr2Tc,ABC2
mp-1096323,MgSiRu2,ABC2
mp-1096373,MgScTl2,ABC2
mp-1096389,MgVRh2,ABC2
mp-1096481,MgZn2Ru,ABC2
mp-1097193,MgTiPt2,ABC2
mp-1097248,Y2MgTl,ABC2
mp-1097494,MgPd2Pb,ABC2
mp-1097532,MgZnPt2,ABC2
mp-1097546,Y2MgOs,ABC2
mp-1097548,MgTiNi2,ABC2
mp-1097626,Y2MgZn,ABC2
mp-1097820,MgMn2O4,AB2C4
mp-1098280,RbMg6Si,ABC6
mp-1099244,Mg3WO4,AB3C4
mp-1099250,Mg3MoO4,AB3C4
mp-1099302,Mg6VW,ABC6
mp-1099315,RbMg6Ti,ABC6
mp-1099319,RbMg6Ni,ABC6
mp-1099339,NaMg6W,ABC6
mp-1099340,NaMg6Nb,ABC6
mp-10996,Yb(MgSb)2,AB2C2
mp-1099805,Mg2Mn2O5,A2B2C5
mp-1100163,RbMg6Mo,ABC6
mp-1101800,MgSO9,ABC9
mp-1104390,Mg3Si2O9,A2B3C9
mp-11194,NdMgNi4,ABC4
mp-1120718,MgZn3S4,AB3C4
mp-1180549,MgPO7,ABC7
mp-1182691,Mg4Si6O23,A4B6C23
mp-1185612,MgZnO3,ABC3
mp-1185613,MgTlO3,ABC3
mp-1185615,MgZnNi2,ABC2
mp-1185617,MgZn2Pt,ABC2
mp-1185622,MgZrZn2,ABC2
mp-1185770,Mg2NiRh,ABC2
mp-1185902,MgNbOs2,ABC2
mp-1185914,MgPaPt2,ABC2
mp-1185941,MgReO3,ABC3
mp-1185944,MgSbRh2,ABC2
mp-1185961,MgScZn2,ABC2
mp-1185980,MgSnRu2,ABC2
mp-1186335,NdYMg2,ABC2
mp-1186616,PmMg2Sc,ABC2
mp-1186787,PuMgO3,ABC3
mp-1187092,Sr2MgTl,ABC2
mp-1187182,SrMgO3,ABC3
mp-1187347,TbMgO3,ABC3
mp-1187349,TbMgZn2,ABC2
mp-1187355,TbMgTl2,ABC2
mp-1187590,TmMgPd2,ABC2
mp-1189710,Mg3Si4O13,A3B4C13
mp-1191089,Mg3MnNi2,AB2C3
mp-1192018,Mg(NO4)2,AB2C8
mp-1192605,Mg3Si2O9,A2B3C9
mp-1195826,Mg2P2O7,A2B2C7
mp-1195878,Nd(Mg10Ni)2,AB2C20
mp-1196569,Mg17(SiO3)20,A17B20C60
mp-1197410,Mg5(Si4O15)2,A5B8C30
mp-1197475,Mg3Si2O9,A2B3C9
mp-1197550,Mg2S2O13,A2B2C13
mp-1199206,Mg3(SO6)2,A2B3C12
mp-1200846,Mg3(SiO3)4,A3B4C12
mp-1202763,MgWO6,ABC6
mp-1203861,Mg2(SiO3)3,A2B3C9
mp-1205494,Nd2MgSi2,AB2C2
mp-1205589,Pr2MgSi2,AB2C2
mp-1205716,Pr2MgPd2,AB2C2
mp-1205891,NdMgPd,ABC
mp-1205919,TmMgPd,ABC
mp-1205937,PrMgTl,ABC
mp-1206000,TmMgTl,ABC
mp-1206540,TbMgTl,ABC
mp-1207014,TbMgPd,ABC
mp-1207787,Y4MgPd,ABC4
mp-1208484,Tb4MgRu,ABC4
mp-1208870,Sm4MgPt,ABC4
mp-1208945,Sm4MgRu,ABC4
mp-1208963,Sm4MgPd,ABC4
mp-1209695,Sm23Mg4Ni7,A4B7C23
mp-1209708,Pr4MgNi,ABC4
mp-1210584,MgPt3O4,AB3C4
mp-1210605,MgSeO5,ABC5
mp-1210610,MgZn7O8,AB7C8
mp-1210704,Mg2Ta4O9,A2B4C9
mp-1210706,Na2MgSb2,AB2C2
mp-1210955,Mg6Te5O16,A5B6C16
mp-1211050,Mg(PO5)2,AB2C10
mp-1211208,Mg4(MoO4)3,A3B4C12
mp-1211849,Mg3Si2O9,A2B3C9
mp-1215613,Yb7MgPt4,AB4C7
mp-1216098,Y4MgS7,AB4C7
mp-1216547,Tm4MgS7,AB4C7
mp-1217702,Tb2MgS4,AB2C4
mp-1217746,Tb17Mg11Ni8,A8B11C17
mp-1218196,SrMg3O4,AB3C4
mp-1218584,Sr3MgO4,AB3C4
mp-1219735,PrYMg6,ABC6
mp-1219896,Pr3MgNi14,AB3C14
mp-1221929,MgZnS2,ABC2
mp-1221931,MgZn2O3,AB2C3
mp-1221934,MgTaN2,ABC2
mp-1221936,MgMnTe2,ABC2
mp-1221953,MgNiO2,ABC2
mp-1221968,MgZn3S4,AB3C4
mp-1221974,MgMnTe4,ABC4
mp-1222007,MgTi2O5,AB2C5
mp-1222072,MgTi11O20,AB11C20
mp-1222079,Mg4SiSn,ABC4
mp-1222095,Mg6SiSn2,AB2C6
mp-1222124,Mg3ZnO4,AB3C4
mp-1222140,Mg3MnO4,AB3C4
mp-1222145,Mg3MnTe4,AB3C4
mp-1222154,Mg4Sn6Pt5,A4B5C6
mp-1232029,Y2MgS4,AB2C4
mp-1232031,Y2MgS4,AB2C4
mp-1232051,Nd2MgSe4,AB2C4
mp-1232057,Sm2MgSe4,AB2C4
mp-1232058,Nd2MgSe4,AB2C4
mp-1232059,Sm2MgSe4,AB2C4
mp-1232062,Sm2MgSe4,AB2C4
mp-1232070,Nd2MgS4,AB2C4
mp-1232071,Nd2MgS4,AB2C4
mp-1232081,Tm2MgSe4,AB2C4
mp-1232084,Tm2MgSe4,AB2C4
mp-1232088,Pr2MgS4,AB2C4
mp-1232089,Tm2MgSe4,AB2C4
mp-1232091,Pr2MgS4,AB2C4
mp-1232092,Sm2MgS4,AB2C4
mp-1232093,Pr2MgS4,AB2C4
mp-1232111,Sm2MgS4,AB2C4
mp-1232112,Tb2MgS4,AB2C4
mp-1232114,Pr2MgS4,AB2C4
mp-1232119,Mg(ScS2)2,AB2C4
mp-1232136,PrMgSe3,ABC3
mp-1232151,TmMgSe3,ABC3
mp-1232160,TbMgS3,ABC3
mp-1232161,Mg(ScSe2)2,AB2C4
mp-1232175,MgScS3,ABC3
mp-1232187,Y2MgSe4,AB2C4
mp-1232199,Y2MgSe4,AB2C4
mp-1232208,Pm2MgSe4,AB2C4
mp-1232211,Pm2MgSe4,AB2C4
mp-1232217,Yb2MgS4,AB2C4
mp-1232218,Pm2MgSe4,AB2C4
mp-1232220,Pm2MgSe4,AB2C4
mp-1232231,Pm2MgSe4,AB2C4
mp-1232238,YbMgS3,ABC3
mp-1232245,Pr2MgSe4,AB2C4
mp-1232266,Tm2MgS4,AB2C4
mp-1232278,Tb2MgSe4,AB2C4
mp-1232282,NdMgSe3,ABC3
mp-1232285,Tb2MgSe4,AB2C4
mp-1232289,Tb2MgSe4,AB2C4
mp-1232291,Pm2MgSe4,AB2C4
mp-1232305,YMgSe3,ABC3
mp-1232307,Y2MgSe4,AB2C4
mp-1232392,Pm2MgS4,AB2C4
mp-1237340,YbMgSe3,ABC3
mp-1237949,PrMgS3,ABC3
mp-1237963,TbMgSe3,ABC3
mp-1237973,YMgS3,ABC3
mp-1238772,TmMgS3,ABC3
mp-1239335,MgNiO2,ABC2
mp-1244537,MgV4O10,AB4C10
mp-1244572,MgV4O10,AB4C10
mp-1245429,MgZrN2,ABC2
mp-1245485,Mg2OsN3,AB2C3
mp-1245589,Mg2PbN2,AB2C2
mp-1245593,Mg4RuN4,AB4C4
mp-1245635,Mg2MoN3,AB2C3
mp-1245772,NaMgN,ABC
mp-1245774,NaMgN,ABC
mp-1246115,Mg4SnN4,AB4C4
mp-1246257,MgMn5N4,AB4C5
mp-1246331,MgRhN2,ABC2
mp-1246442,Mg7SiN6,AB6C7
mp-1246506,NaMgN,ABC
mp-1246533,Mg2PdN2,AB2C2
mp-1246692,Mg8Mn3N8,A3B8C8
mp-1246728,MgPbN2,ABC2
mp-1246853,Mg3Sc2N4,A2B3C4
mp-1247118,MgOsN,ABC
mp-1247154,MgMnN2,ABC2
mp-1247176,Mg2RuN3,AB2C3
mp-1247268,SrMg5N4,AB4C5
mp-1247497,Mg5MnN4,AB4C5
mp-1284605,MgMn2O4,AB2C4
mp-1284706,MgV2O4,AB2C4
mp-1290593,Mg2V3O8,A2B3C8
mp-1304038,MgMn2O4,AB2C4
mp-1304119,MgMn2O4,AB2C4
mp-1307869,MgMn2O4,AB2C4
mp-1309401,Mg2V3O8,A2B3C8
mp-14307,Mg(ScS2)2,AB2C4
mp-14793,Mg2SiPt,ABC2
mp-1541458,Mg(ReO4)2,AB2C8
mp-1541753,Rb2MgO2,AB2C2
mp-15437,MgP4O11,AB4C11
mp-15701,MgSiN2,ABC2
mp-1576557,Mg3V2O7,A2B3C7
mp-15778,MgNiSb,ABC
mp-15780,MgPPt5,ABC5
mp-15802,Tm2MgSe4,AB2C4
mp-15803,Y2MgSe4,AB2C4
mp-1661936,Mg2V3O8,A2B3C8
mp-16644,PrMgPt,ABC
mp-16645,SmMgPt,ABC
mp-1664907,Mg2V3O8,A2B3C8
mp-16652,Tb2MgPd2,AB2C2
mp-18900,MgV2O4,AB2C4
mp-19139,Mg2Mo3O8,A2B3C8
mp-20241,Mg4P6Rh7,A4B6C7
mp-27150,Mg2V2O7,A2B2C7
mp-27186,MgVO3,ABC3
mp-27604,MgMo2O7,AB2C7
mp-27872,MgTi2O4,AB2C4
mp-2926,Pr2MgNi2,AB2C2
mp-29546,Sr13(MgSi10)2,A2B13C20
mp-30780,SrMgSn,ABC
mp-33297,Mg2TiO4,AB2C4
mp-33705,Mg9V10O24,A9B10C24
mp-33940,Mg2PtO4,AB2C4
mp-34116,Tm2MgS4,AB2C4
mp-34433,Mg2TcO4,AB2C4
mp-3470,MgSiO3,ABC3
mp-3677,MgSiN2,ABC2
mp-36982,Mg(TiS2)8,AB8C16
mp-37550,Mg2Ta3N5,A2B3C5
mp-3771,MgTiO3,ABC3
mp-3933,Mg2PN3,AB2C3
mp-4321,MgSiO3,ABC3
mp-4391,MgSiO3,ABC3
mp-4967,MgSO4,ABC4
mp-5026,MgSiO3,ABC3
mp-530444,MgMn2O4,AB2C4
mp-530852,Mg2SiO4,AB2C4
mp-5427,Mg2P2O7,A2B2C7
mp-554171,Mg3(PO4)2,A2B3C8
mp-554396,Mg2SiO4,AB2C4
mp-554663,Mg2SiO4,AB2C4
mp-554767,Mg2V2O7,A2B2C7
mp-557803,MgSiO3,ABC3
mp-5639,Mg2SiO4,AB2C4
mp-568207,NdMg2Ni9,AB2C9
mp-569494,SmMg2Ni9,AB2C9
mp-569745,YbMgSn,ABC
mp-570272,Tb2Mg3Ni2,A2B2C3
mp-5746,MgTe2O5,AB2C5
mp-5834,MgSiO3,ABC3
mp-5925,Nd2MgNi2,AB2C2
mp-603907,MgSiO3,ABC3
mp-603930,MgSiO3,ABC3
mp-608385,MgWO4,ABC4
mp-609151,MgWO4,ABC4
mp-631637,Mg2PbW,ABC2
mp-634984,Mg5(Si8Pd5)2,A5B10C16
mp-673839,Mg3V2O6,A2B3C6
mp-674477,MgZr4O9,AB4C9
mp-675651,MgPS3,ABC3
mp-675716,Mg2Zr5O12,A2B5C12
mp-676282,Mg(Mo3S4)2,AB6C8
mp-753303,Mg11Mn2O13,A2B11C13
mp-754185,Y2MgNi2,AB2C2
mp-754311,Mg(ReO4)2,AB2C8
mp-755023,Mg2Mn3O8,A2B3C8
mp-755084,Na6MgO4,AB4C6
mp-755856,Mg2SnO4,AB2C4
mp-756552,Mg(NiO2)4,AB4C8
mp-756696,Mg2Mn3O8,A2B3C8
mp-757674,Mg17(SiO3)16,A16B17C48
mp-757825,Mg11Ti25O60,A11B25C60
mp-759694,Mg2Ti7O15,A2B7C15
mp-762447,Mg3Ti9O20,A3B9C20
mp-766029,Mg4Mn9O13,A4B9C13
mp-766232,MgV3O8,AB3C8
mp-769348,MgSnO3,ABC3
mp-769397,MgSO3,ABC3
mp-770581,MgMnO3,ABC3
mp-774738,MgTi14O25,AB14C25
mp-776410,Mg(NO3)2,AB2C6
mp-7858,MgUO4,ABC4
mp-7983,Mg2SiO4,AB2C4
mp-8208,Mg(PtO2)3,AB3C6
mp-861479,PrYMg2,ABC2
mp-861505,Pr2MgTl,ABC2
mp-862759,PrMgZn2,ABC2
mp-862937,PmMgZn2,ABC2
mp-862941,PmMgRh2,ABC2
mp-863703,Pm2MgSn,ABC2
mp-864602,Nd2MgTl,ABC2
mp-864883,MgSnPd2,ABC2
mp-864902,MgTlRh2,ABC2
mp-864907,MgZrPd2,ABC2
mp-864925,NdMgZn2,ABC2
mp-864940,Mg2PtRh,ABC2
mp-864969,Mg2PdRh,ABC2
mp-865233,TmMgZn2,ABC2
mp-865361,Tm2MgOs,ABC2
mp-865515,YMgZn2,ABC2
mp-866069,MgScRh2,ABC2
mp-866087,MgSiRh2,ABC2
mp-866165,YMgRh2,ABC2
mp-866208,Yb4MgPd,ABC4
mp-867172,SrMgTl2,ABC2
mp-867724,Mg2PbO4,AB2C4
mp-867861,SmYMg2,ABC2
mp-867981,Mg3(PO6)2,A2B3C12
mp-961699,NaMgP,ABC
mp-962059,SrMgSi,ABC
mp-971705,Tm2MgTl,ABC2
mp-971707,Tm2Mg2O5,A2B2C5
mp-972160,YbMgO3,ABC3
mp-972493,Sm2MgRu,ABC2
mp-975184,NdMgTl2,ABC2
mp-975521,NdMgO3,ABC3
mp-975789,PrTmMg2,ABC2
mp-975880,PrSmMg2,ABC2
mp-976008,NdTmMg2,ABC2
mp-976406,MgMnPt2,ABC2
mp-976446,MgMnO3,ABC3
mp-976722,MgPbO3,ABC3
mp-976775,NaMgO3,ABC3
mp-977352,ThMgZn2,ABC2
mp-977430,MgNbRu2,ABC2
mp-977441,MgPaRh2,ABC2
mp-977547,MgZnRh2,ABC2
mp-977555,MgNbRh2,ABC2
mp-977558,MgPaRu2,ABC2
mp-978266,Mg2ZnPt,ABC2
mp-978267,Mg2ZnRh,ABC2
mp-978625,Sm2MgTl,ABC2
mp-979073,TmMg2Sc,ABC2
mp-979435,YMg2Sc,ABC2
mp-980942,YTmMg2,ABC2
mp-981397,YbPrMg2,ABC2
mvc-10048,MgMn2O4,AB2C4
mvc-10067,MgTi4O9,AB4C9
mvc-10122,Mg(NiO2)2,AB2C4
mvc-10186,Mg(MoO2)2,AB2C4
mvc-10457,Mg(WO2)2,AB2C4
mvc-10473,MgSn4O9,AB4C9
mvc-10566,MgMn4O9,AB4C9
mvc-10706,Mg(SbO2)4,AB4C8
mvc-11134,MgTi2O5,AB2C5
mvc-11271,Mg(VS2)4,AB4C8
mvc-11283,Mg(TiS2)4,AB4C8
mvc-11755,MgV2S5,AB2C5
mvc-11965,MgMn2O5,AB2C5
mvc-11986,Mg3V2O8,A2B3C8
mvc-12027,MgV2O4,AB2C4
mvc-12110,MgMn2O4,AB2C4
mvc-12165,MgTiO2,ABC2
mvc-12394,MgTi2O4,AB2C4
mvc-12425,MgTi2O4,AB2C4
mvc-12450,MgTi4O8,AB4C8
mvc-12526,Mg(NiO2)2,AB2C4
mvc-12591,MgMn2O4,AB2C4
mvc-12627,MgV2O4,AB2C4
mvc-12638,Mg(NiO2)2,AB2C4
mvc-12733,MgTi2S5,AB2C5
mvc-12895,Mg(NiO2)2,AB2C4
mvc-12966,Mg(MnS2)2,AB2C4
mvc-13559,Mg(MnS2)4,AB4C8
mvc-13644,MgSbO3,ABC3
mvc-14011,Mg3Sb2O7,A2B3C7
mvc-14048,Mg(VS2)2,AB2C4
mvc-14450,Mg(VS2)2,AB2C4
mvc-14558,Mg2TiN2,AB2C2
mvc-15376,Mg2SnN2,AB2C2
mvc-15503,Mg2Ni3O8,A2B3C8
mvc-15551,Mg2WN2,AB2C2
mvc-157,Mg(WO2)4,AB4C8
mvc-15736,Mg(WN)2,AB2C2
mvc-15995,Mg3Sn2O7,A2B3C7
mvc-16013,Mg2W3O8,A2B3C8
mvc-16779,Mg(MnS2)2,AB2C4
mvc-16820,MgV2O4,AB2C4
mvc-16834,MgMn2O4,AB2C4
mvc-1904,Mg2Ti9O13,A2B9C13
mvc-2075,Mg2Sn9O13,A2B9C13
mvc-2157,MgV2O6,AB2C6
mvc-2344,Mg2V9O13,A2B9C13
mvc-253,Mg(MoO2)4,AB4C8
mvc-258,MgNi4O9,AB4C9
mvc-27,Mg(TiS2)2,AB2C4
mvc-3728,MgMnO2,ABC2
mvc-3762,Mg2Ti2O5,A2B2C5
mvc-3865,Mg2Sb2O5,A2B2C5
mvc-4003,Mg2W2O5,A2B2C5
mvc-4425,MgSn2O5,AB2C5
mvc-4584,MgTiO2,ABC2
mvc-4650,MgTi2O4,AB2C4
mvc-4678,Mg(SbO2)2,AB2C4
mvc-4843,Mg(WO2)2,AB2C4
mvc-4886,MgVO2,ABC2
mvc-4964,MgMn2O4,AB2C4
mvc-5074,MgV2O4,AB2C4
mvc-5132,MgTi2O4,AB2C4
mvc-5207,MgMo2O5,AB2C5
mvc-5221,Mg(SnO2)2,AB2C4
mvc-5342,MgV2O4,AB2C4
mvc-5424,Mg(SbO2)2,AB2C4
mvc-5456,Mg(NiO2)2,AB2C4
mvc-5732,Mg(SbO2)2,AB2C4
mvc-579,MgWO2,ABC2
mvc-5975,Mg(SnO2)2,AB2C4
mvc-6007,MgMn2O4,AB2C4
mvc-6041,MgTi2O4,AB2C4
mvc-6176,Mg(MoO2)2,AB2C4
mvc-6307,Mg(SbO2)2,AB2C4
mvc-6397,Mg(MoO2)2,AB2C4
mvc-6415,MgV2O4,AB2C4
mvc-6475,MgTi2O4,AB2C4
mvc-6497,Mg(SnO2)2,AB2C4
mvc-6601,MgV2O4,AB2C4
mvc-6654,Mg(SbO2)2,AB2C4
mvc-6718,Mg(MoO2)2,AB2C4
mvc-6912,Mg(MoO2)2,AB2C4
mvc-6926,Mg(WO2)2,AB2C4
mvc-6986,Mg(WO2)2,AB2C4
mvc-6996,MgTe2O7,AB2C7
mvc-7066,Mg(MoO2)2,AB2C4
mvc-7254,Mg(SbO2)2,AB2C4
mvc-7373,MgW2O7,AB2C7
mvc-7568,Mg2Ti3O8,A2B3C8
mvc-7639,Mg2Sb3O8,A2B3C8
mvc-7769,Mg(NiO2)2,AB2C4
mvc-7792,Mg(MoO2)2,AB2C4
mvc-7980,Mg2W3O8,A2B3C8
mvc-8179,MgSn2O5,AB2C5
mvc-8344,MgMn2O5,AB2C5
mvc-8358,MgMo2O5,AB2C5
mvc-8374,MgW2O5,AB2C5
mvc-8377,MgNi2O5,AB2C5
mvc-8773,Mg(SnO2)4,AB4C8
mvc-8978,MgSn3O7,AB3C7
mvc-9158,Mg(WO2)4,AB4C8
mvc-9231,MgMo3O7,AB3C7
mvc-9460,MgTi2O4,AB2C4
mvc-9524,Mg(SnO2)2,AB2C4
mvc-9559,Mg(SnO2)2,AB2C4
mvc-9603,Mg(SbO2)2,AB2C4
mvc-9750,Mg(SnO2)2,AB2C4
mvc-9831,Mg(SbO2)2,AB2C4
mvc-9980,MgMn2O4,AB2C4
mp-1002568,MgMn2O4,AB2C4
mp-1003485,Mg2Mn3O6,A2B3C6
mp-1003638,NaMn8O16,AB8C16
mp-1003735,MgMn2O4,AB2C4
mp-1003767,NaMn2O4,AB2C4
mp-1009083,MgSnP2,ABC2
mp-1016152,NaMnO2,ABC2
mp-1016154,MgMnO2,ABC2
mp-1016155,NaMn4O8,AB4C8
mp-1016329,SrMg6Nb,ABC6
mp-1017220,RbMg6Mo,ABC6
mp-1017466,SrMnO3,ABC3
mp-10199,Mn(NbS2)3,AB3C6
mp-1020058,Mg(NO3)2,AB2C6
mp-1020122,MgS2O7,AB2C7
mp-1021747,RbMg6V,ABC6
mp-1021905,SrMg6Ni,ABC6
mp-1022923,YMg6Zr,ABC6
mp-1025424,TmMnSi2,ABC2
mp-1029378,Mg2SbN3,AB2C3
mp-1063388,MnNiP,ABC
mp-1066751,Sr2UMn,ABC2
mp-1072345,TmMgSn,ABC
mp-1075973,SmMnO3,ABC3
mp-1076718,Sr2Mn2O5,A2B2C5
mp-1078372,Na2MgPb,ABC2
mp-1079405,MnPRh,ABC
mp-1079623,TaMnSi,ABC
mp-1080740,PrMgPd,ABC
mp-1095762,MgRu2W,ABC2
mp-1095867,Ta2MnTc,ABC2
mp-1095912,MgNbOs2,ABC2
mp-1095933,MgSiPd2,ABC2
mp-1095957,MgOs2W,ABC2
mp-1096005,Ti2MnZn,ABC2
mp-1096144,ZrTaMn2,ABC2
mp-1096347,Ta2MnRe,ABC2
mp-1096360,NaSr2Mg,ABC2
mp-1096380,MnV2Ru,ABC2
mp-1096390,MgTiPd2,ABC2
mp-1096627,Ta2MnW,ABC2
mp-1096677,MgSbRh2,ABC2
mp-1097316,Zr2MnTc,ABC2
mp-1097345,MnVOs2,ABC2
mp-1097430,MnRu2W,ABC2
mp-1097450,MgScNi2,ABC2
mp-1097455,TiMn2Nb,ABC2
mp-1097487,MnNb2Mo,ABC2
mp-1097504,MgSnRu2,ABC2
mp-1097582,Y2MgPb,ABC2
mp-1097684,MnV2Mo,ABC2
mp-1098328,RbMg6Sb,ABC6
mp-1099253,Mg3NiO4,AB3C4
mp-1099266,YMg6Ni,ABC6
mp-1099267,RbYMg6,ABC6
mp-1099292,Mg6NiSb,ABC6
mp-1099336,SrMg6Si,ABC6
mp-1100155,RbMg6Sb,ABC6
mp-1100853,Yb2MgS4,AB2C4
mp-1101481,NaMn2O4,AB2C4
mp-1101680,Na9Mn15O32,A9B15C32
mp-1103033,SrMgPt,ABC
mp-1103891,Mg3Si2O9,A2B3C9
mp-1104162,Mn2ZnS4,AB2C4
mp-1104479,Mg3Si2O9,A2B3C9
mp-1105059,Mn(Mo3Se4)2,AB6C8
mp-1105126,SrMn7O12,AB7C12
mp-1105243,Mn3ReO6,AB3C6
mp-1106224,MnVO3,ABC3
mp-1106337,MnPbO3,ABC3
mp-11091,NdMgPt,ABC
mp-1173568,Sm6MnS10,AB6C10
mp-1173572,Sr16Mn8O29,A8B16C29
mp-1173621,Nd20Mn20O59,A20B20C59
mp-1176417,MnTeO3,ABC3
mp-1176421,MnZn4O5,AB4C5
mp-1176493,MgReO4,ABC4
mp-1176494,MgV2O6,AB2C6
mp-1176529,Mn3TeO6,AB3C6
mp-1180375,MgMoO9,ABC9
mp-1180405,MgSO9,ABC9
mp-1180444,MgSnO6,ABC6
mp-1180467,Mn3ZnO10,AB3C10
