material_id,pretty_formula,formula_anonymous
mp-1206717,LaBiPd,ABC
mp-1206720,PrBiPd,ABC
mp-1206953,ErBiPd,ABC
mp-1206955,ErBiPd,ABC
mp-1206989,TbBiPt,ABC
mp-1207016,Dy6MnBi2,AB2C6
mp-1207088,ZnFeBi,ABC
mp-1207151,Bi2I2O,AB2C2
mp-1207185,LuBiPd,ABC
mp-1207319,Tl(BiSe2)3,AB3C6
mp-1207678,U3Bi4Rh3,A3B3C4
mp-1207734,YBiO12,ABC12
mp-1207870,VBiO2,ABC2
mp-1207929,TmBiRh,ABC
mp-1208257,Ti4CrBi2,AB2C4
mp-1209333,Pr3Bi4Pt3,A3B3C4
mp-1210154,Nd3Ni3Bi4,A3B3C4
mp-1210651,Lu5Ni2Bi,AB2C5
mp-1212429,Ho12Co5Bi,AB5C12
mp-1212904,Dy5Co2Bi,AB2C5
mp-1214239,Bi12RuO20,AB12C20
mp-1214312,Bi12SbO20,AB12C20
mp-1214964,Ca21(Cd2Bi9)2,A4B18C21
mp-1216532,TlBiTe2,ABC2
mp-1216550,TlBiF4,ABC4
mp-1216578,TmBiTe3,ABC3
mp-1216759,TlBiF4,ABC4
mp-1217576,TbBiTe3,ABC3
mp-1217660,Tb4Ni3Bi8,A3B4C8
mp-1218382,Sr4Bi2O,AB2C4
mp-1218415,Sr2ZnBi2,AB2C2
mp-1218987,Sn3BiTe4,AB3C4
mp-1219645,RbBi4Se7,AB4C7
mp-1219787,Rb2Bi4Se7,A2B4C7
mp-1219845,Pr2ZnBi4,AB2C4
mp-1221097,NaBiSe2,ABC2
mp-1221102,NaBiTe2,ABC2
mp-1222394,LiBiTe2,ABC2
mp-1222404,LiBiS2,ABC2
mp-1223139,La4BiPb2,AB2C4
mp-1223150,La4SnBi2,AB2C4
mp-1223510,KBiPb,ABC
mp-1223584,KBi3S5,AB3C5
mp-1223842,InBiSe3,ABC3
mp-1223965,In3BiTe4,AB3C4
mp-1223998,In(BiSe2)3,AB3C6
mp-1224244,K2Bi8Se13,A2B8C13
mp-1224414,GeBiPd6,ABC6
mp-1224757,In4Bi3S10,A3B4C10
mp-1225678,CuBiSe2,ABC2
mp-1226853,Ce5BiSb4,AB4C5
mp-1226947,Ce4Bi8Pd3,A3B4C8
mp-1227322,Bi2PdPt,ABC2
mp-1227335,Bi2Te2S,AB2C2
mp-1227340,BiSbTe3,ABC3
mp-1227398,Bi2Te4Pb,AB2C4
mp-1227407,Bi2Sb2Te3,A2B2C3
mp-1227418,Bi3SbPt2,AB2C3
mp-1227439,Bi4(TeSe)3,A3B3C4
mp-1227609,Bi3P3O14,A3B3C14
mp-1227807,Bi13Pt3I7,A3B7C13
mp-1227833,Bi2NO6,AB2C6
mp-1227984,Bi19(S9I)3,A3B19C27
mp-1229287,Bi2PbF8,AB2C8
mp-1229320,Bi26Mo10O69,A10B26C69
mp-1237377,GaBiSe,ABC
mp-1239301,BiMoO5,ABC5
mp-1239384,BiMoO5,ABC5
mp-1244740,TaBiO5,ABC5
mp-1244743,MgBi2O5,AB2C5
mp-1245466,CrBiN2,ABC2
mp-1245515,Bi4Te3N2,A2B3C4
mp-1245549,Bi4S3N2,A2B3C4
mp-1245776,Na3BiN2,AB2C3
mp-1246119,Bi(C2N3)3,AB6C9
mp-1246238,Co3(BiN2)2,A2B3C4
mp-1246289,Mg3Bi3N5,A3B3C5
mp-1246300,Bi4Se3N2,A2B3C4
mp-1246357,Bi4Se3N2,A2B3C4
mp-1246628,Zn3Bi3N5,A3B3C5
mp-1246737,Sr3BiN3,AB3C3
mp-1246899,Ge3Bi5N9,A3B5C9
mp-1246983,Bi4Te3N2,A2B3C4
mp-1247293,CrBi2N3,AB2C3
mp-1247397,InBi2N3,AB2C3
mp-1247435,Mn3Bi3N5,A3B3C5
mp-1274148,CrBiO4,ABC4
mp-1293505,CrBiO4,ABC4
mp-22949,FeBiO3,ABC3
mp-22965,BiTeI,ABC
mp-22972,Tb6FeBi2,AB2C6
mp-22979,GaBiO3,ABC3
mp-22982,CuBiS2,ABC2
mp-22987,BiIO,ABC
mp-23012,Bi2Pd3S2,A2B2C3
mp-23039,Er6MnBi2,AB2C6
mp-23047,Ho6MnBi2,AB2C6
mp-23054,NaBiO3,ABC3
mp-23074,BiOF,ABC
mp-23331,Si3(BiO3)4,A3B4C12
mp-23332,BiPO4,ABC4
mp-23335,Ti3(BiO3)4,A3B4C12
mp-23341,Bi2Pt2O7,A2B2C7
mp-23372,Sn2Bi2O7,A2B2C7
mp-23427,Ti3(BiO3)4,A3B4C12
mp-23435,Bi2TeI,ABC2
mp-23445,Bi2Ru2O7,A2B2C7
mp-23446,GeBi2O5,AB2C5
mp-23456,CrBiO3,ABC3
mp-23477,MnBiO3,ABC3
mp-23480,Bi2WO6,AB2C6
mp-23492,Si(Bi3O5)4,AB12C20
mp-23494,Ti(Bi3O5)4,AB12C20
mp-23506,VBiO4,ABC4
mp-23553,GeBi2O5,AB2C5
mp-25096,NiBiO3,ABC3
mp-25201,Bi(PdO2)2,AB2C4
mp-25906,Bi(PO3)4,AB4C12
mp-26302,Bi2(PO4)3,A2B3C12
mp-26594,BiP2O7,AB2C7
mp-26658,BiP2O7,AB2C7
mp-27133,BiPS4,ABC4
mp-27147,Rb3BiBr6,AB3C6
mp-27419,LiBiF6,ABC6
mp-27544,Cs3Bi2Br9,A2B3C9
mp-28144,SiBi2O5,AB2C5
mp-28397,Sr4Bi6Se13,A4B6C13
mp-28402,Zn(Bi3O5)4,AB12C20
mp-28476,SrBiSe3,ABC3
mp-28541,Bi2P4O13,A2B4C13
mp-28632,Ga(Bi3O5)4,AB12C20
mp-28946,Bi3NF6,AB3C6
mp-28962,Ti4Bi2O11,A2B4C11
mp-28975,Bi2(PSe3)3,A2B3C9
mp-29011,BiTePd,ABC
mp-29048,Sr(BiO2)2,AB2C4
mp-29075,Ga3Bi5Cl12,A3B5C12
mp-29077,LiBiO3,ABC3
mp-29127,Bi(TeBr2)2,AB2C4
mp-29164,SrBiO3,ABC3
mp-29207,SrMnBi2,ABC2
mp-29259,Bi2PdO4,AB2C4
mp-29379,K3BiTe3,AB3C3
mp-29447,Bi3BrO4,AB3C4
mp-29531,CsBi3S5,AB3C5
mp-29623,SrZnBi2,ABC2
mp-29662,TlBiSe2,ABC2
mp-29839,Bi2SeO5,AB2C5
mp-29857,Bi3Se4Br,AB3C4
mp-29895,Rb3Bi2I9,A2B3C9
mp-30012,BiKrF7,ABC7
mp-30041,RbBiS2,ABC2
mp-30120,K3BiO4,AB3C4
mp-30145,Rb2Bi8Se13,A2B8C13
mp-30449,MgCuBi,ABC
mp-30450,Mn3(CuBi)4,A3B4C4
mp-30452,DyNiBi,ABC
mp-30456,SrLiBi,ABC
mp-30460,YNiBi,ABC
mp-30461,BiPd2Pb,ABC2
mp-30465,YBiPd2,ABC2
mp-30466,YbBiPd,ABC
mp-30973,Ni3(BiSe)2,A2B2C3
mp-31149,Ca3BiN,ABC3
mp-31452,ZrNiBi,ABC
mp-31486,K2SnBi,ABC2
mp-35185,NbBi3O7,AB3C7
mp-36890,TaBi3O7,AB3C7
mp-36946,TlBiS2,ABC2
mp-37030,TaBi3O7,AB3C7
mp-38487,Li7BiO6,AB6C7
mp-504355,Bi(PO3)4,AB4C12
mp-504468,Bi3Ru3O11,A3B3C11
mp-504615,Fe4Bi2O9,A2B4C9
mp-504697,Mn2BiO5,AB2C5
mp-531130,TlBi25O39,AB25C39
mp-531715,Fe5(BiO4)3,A3B5C12
mp-532290,Zr3BiF15,AB3C15
mp-541149,Cu4Bi7S12,A4B7C12
mp-541771,Bi4RuI2,AB2C4
mp-545379,InBiO3,ABC3
mp-547069,FeBiO3,ABC3
mp-548598,U(BiO3)2,AB2C6
mp-551451,FeBiO3,ABC3
mp-551873,Ca4Bi2O,AB2C4
mp-552265,Bi2SeO2,AB2C2
mp-554304,Bi2Pd3S2,A2B2C3
mp-554500,Bi2WO6,AB2C6
mp-554921,Hg(BiS2)2,AB2C4
mp-555132,BiXeF9,ABC9
mp-556735,Rb2Bi4O7,A2B4C7
mp-558277,Ti3(BiO3)4,A3B4C12
mp-558285,GaBiO3,ABC3
mp-558302,Bi5BrO7,AB5C7
mp-558798,BiPO4,ABC4
mp-560261,TaBiO4,ABC4
mp-560373,Bi3Pt3O11,A3B3C11
mp-567883,Ti4CoBi2,AB2C4
mp-568476,BiPd2Pb,ABC2
mp-569044,Bi2Te5Pb2,A2B2C5
mp-569199,U2BiN2,AB2C2
mp-569501,LiCaBi,ABC
mp-569606,Nd3MnBi5,AB3C5
mp-569854,Ga3Bi5Cl12,A3B5C12
mp-570008,Sr3BiN,ABC3
mp-570123,Cs3BiCl6,AB3C6
mp-570890,SmBiRh,ABC
mp-571085,Ga2BiSe4,AB2C4
mp-580161,Na3InBi2,AB2C3
mp-581831,Gd5CuBi3,AB3C5
mp-604453,CeBiPd,ABC
mp-606121,Ce2Bi5Rh3,A2B3C5
mp-631440,BiTeIr,ABC
mp-631458,CaReBi,ABC
mp-631473,KTi2Bi,ABC2
mp-631546,TlCoBi,ABC
mp-635456,EuCuBi,ABC
mp-639263,Ce3MnBi5,AB3C5
mp-641924,Bi2PbS4,AB2C4
mp-647265,V2Bi7O15,A2B7C15
mp-651836,Bi4Cl2O5,A2B4C5
mp-674502,Co5(Bi2O5)4,A5B8C20
mp-674849,TlBiF4,ABC4
mp-675004,Ge6Bi7O22,A6B7C22
mp-675169,Bi14SO24,AB14C24
mp-675248,Sr4Bi14O25,A4B14C25
mp-675509,Mg4(BiO2)9,A4B9C18
mp-675543,Bi2PbSe4,AB2C4
mp-675831,Bi2Pb3F12,A2B3C12
mp-675978,K2Bi3F11,A2B3C11
mp-675989,Tl9BiSe6,AB6C9
mp-675991,Cd3(BiO2)10,A3B10C20
mp-676230,U2Bi2O7,A2B2C7
mp-676250,Bi2Te4Pb,AB2C4
mp-676296,U(BiO2)4,AB4C8
mp-676536,KBiO3,ABC3
mp-676778,KBiF4,ABC4
mp-677028,RbBiF3,ABC3
mp-677291,Ca2Bi10O17,A2B10C17
mp-677724,U8Bi2O19,A2B8C19
mp-680086,Bi34Ir3Br37,A3B34C37
mp-680173,Bi9Rh2Br3,A2B3C9
mp-680674,Cs3Bi2Br9,A2B3C9
mp-684096,Bi(PO3)4,AB4C12
mp-685468,Cr2Bi28O47,A2B28C47
mp-685477,Tc6BiO18,AB6C18
mp-685907,Cd4Bi2O7,A2B4C7
mp-686044,Bi12Rh12O41,A12B12C41
mp-686128,Bi15Ru16O55,A15B16C55
mp-686175,Si(Bi3O5)5,AB15C25
mp-686514,Co(Bi5O8)5,AB25C40
mp-690537,Co2Bi11O20,A2B11C20
mp-698573,FeBi25O39,AB25C39
mp-698611,Bi28Mo2O47,A2B28C47
mp-723064,Ti3(BiO3)4,A3B4C12
mp-752483,LiBiF5,ABC5
mp-752676,TiBi2O5,AB2C5
mp-752910,Na3BiO4,AB3C4
mp-753160,BiOF,ABC
mp-753162,Li2BiO3,AB2C3
mp-753309,Bi2OF4,AB2C4
mp-753477,Li3BiS3,AB3C3
mp-753478,BiOF,ABC
mp-753506,LiBiS2,ABC2
mp-753517,SrBi5O9,AB5C9
mp-753524,La2(BiO2)7,A2B7C14
mp-753544,Li2BiO3,AB2C3
mp-753677,Li3BiS3,AB3C3
mp-753691,Y2Bi2O7,A2B2C7
mp-753853,U4BiO10,AB4C10
mp-753860,SiBi3O7,AB3C7
mp-753975,Dy2(BiO2)7,A2B7C14
mp-754009,ScBiO3,ABC3
mp-754011,Li(BiO2)3,AB3C6
mp-754060,Li7BiO6,AB6C7
mp-754586,Li8BiO6,AB6C8
mp-754943,ErBiO3,ABC3
mp-754989,Er(BiO2)3,AB3C6
mp-755487,Li2BiO3,AB2C3
mp-755568,GaBiO3,ABC3
mp-755614,CoBiO4,ABC4
mp-755838,Co5BiO12,AB5C12
mp-755853,Hg(BiO3)2,AB2C6
mp-755937,CrBiO4,ABC4
mp-756074,Bi2PO6,AB2C6
mp-756086,Li5BiS4,AB4C5
mp-756205,ScBiO3,ABC3
mp-756213,Li8BiS6,AB6C8
mp-756241,PrBiO4,ABC4
mp-756683,HfBiO4,ABC4
mp-756698,Gd(BiO2)4,AB4C8
mp-757150,Li5BiS4,AB4C5
mp-757343,Ca4Bi6O13,A4B6C13
mp-757798,Bi12PO20,AB12C20
mp-757801,Mn(Bi5O8)5,AB25C40
mp-758316,La10Bi8O27,A8B10C27
mp-758327,Sr7Bi23O40,A7B23C40
mp-758482,V2Bi24O41,A2B24C41
mp-759031,Bi19(O9F)3,A3B19C27
mp-759405,Bi3O2F5,A2B3C5
mp-759798,Bi7(O2F3)3,A6B7C9
mp-759825,BiOF,ABC
mp-759848,Bi4O5F2,A2B4C5
mp-759870,BiOF,ABC
mp-759883,BiOF,ABC
mp-759924,Bi14SO24,AB14C24
mp-759985,Bi3O2F5,A2B3C5
mp-760109,Bi2(SO4)3,A2B3C12
mp-760162,BiOF,ABC
mp-760230,Bi5O4F7,A4B5C7
mp-760370,Bi6O5F8,A5B6C8
mp-760411,Bi2CO5,AB2C5
mp-760419,Li2BiF5,AB2C5
mp-760510,Sr2Bi2O5,A2B2C5
mp-760758,Bi3O4F,AB3C4
mp-765403,Co(BiO3)2,AB2C6
mp-766025,V2Bi4O11,A2B4C11
mp-766358,Bi5O7F,AB5C7
mp-768383,SmBiO4,ABC4
mp-768482,Bi2(SO4)3,A2B3C12
mp-768970,Li2BiO3,AB2C3
mp-768971,Li(BiO2)3,AB3C6
mp-768997,LiBi3O5,AB3C5
mp-769026,Li2BiO3,AB2C3
mp-769111,Sc3Bi3O11,A3B3C11
mp-769189,Dy2Bi2O7,A2B2C7
mp-769229,Ho2Bi2O7,A2B2C7
mp-770462,La2Bi2O7,A2B2C7
mp-772194,La3Bi3O11,A3B3C11
mp-772790,Er(Bi3O5)4,AB12C20
mp-772794,Co3BiO8,AB3C8
mp-772801,LuBiO3,ABC3
mp-772867,La2Bi2O7,A2B2C7
mp-772874,CaBi2O5,AB2C5
mp-772910,Bi3IO4,AB3C4
mp-773826,Na8Bi5O14,A5B8C14
mp-773887,TiBi2O5,AB2C5
mp-773918,Zn(Bi19O30)2,AB38C60
mp-774336,Li3BiS3,AB3C3
mp-774702,Li3BiO4,AB3C4
mp-775434,CrBiO4,ABC4
mp-779282,Li9Bi5O13,A5B9C13
mp-780238,NaBi5O8,AB5C8
mp-780428,Na4Bi2O5,A2B4C5
mp-780618,Na2BiO3,AB2C3
mp-780656,Na2BiO3,AB2C3
mp-849761,GaBi25O39,AB25C39
mp-861726,PuBiPd2,ABC2
mp-862880,PmBiPd2,ABC2
mp-865145,NaTl2Bi,ABC2
mp-866169,KTl2Bi,ABC2
mp-867727,Li5(BiO3)4,A4B5C12
mp-867749,CaBiO3,ABC3
mp-971706,ZnBiO3,ABC3
mp-972046,Yb2HgBi,ABC2
mp-973126,ScBiPd2,ABC2
mp-973451,Nd2BiO2,AB2C2
mp-974581,ReBiO3,ABC3
mp-975384,RbBiO3,ABC3
mp-980659,Tl3BiCl6,AB3C6
mp-997055,CuBiO2,ABC2
mvc-10023,Ho(BiO3)2,AB2C6
mvc-1041,BiP2O7,AB2C7
mvc-10714,Zn(BiO2)4,AB4C8
mvc-10862,Ti(BiO3)2,AB2C6
mvc-10959,VBiO5,ABC5
mvc-13470,MgBiF6,ABC6
mvc-13890,Mg2Bi3O8,A2B3C8
mvc-13928,CaBiF5,ABC5
mvc-14742,Zn2Bi3O8,A2B3C8
mvc-15141,Co(BiO3)2,AB2C6
mvc-15217,Bi3(PO5)2,A2B3C10
mvc-15677,ZnBiF6,ABC6
mvc-15828,ZnBiF5,ABC5
mvc-15941,YBiO3,ABC3
mvc-16217,ZnBiF5,ABC5
mvc-16263,Zn(BiO2)2,AB2C4
mvc-3752,Mg2Bi2O5,A2B2C5
mvc-3807,Ca2Bi2O5,A2B2C5
mvc-4646,Ca(BiO2)2,AB2C4
mvc-4662,Ca(BiO2)2,AB2C4
mvc-4676,ZnBi2O5,AB2C5
mvc-4703,Zn(BiO2)2,AB2C4
mvc-5187,Ca(BiO2)2,AB2C4
mvc-5722,Ca(BiO2)2,AB2C4
mvc-5754,Mg(BiO2)2,AB2C4
mvc-6076,Mg(BiO2)2,AB2C4
mvc-6545,Ca(BiO2)2,AB2C4
mvc-658,Bi(WO4)2,AB2C8
mvc-6762,Mg(BiO2)2,AB2C4
mvc-6867,Si2BiO6,AB2C6
mvc-7302,Mg(BiO2)2,AB2C4
mvc-8096,Ge2BiO6,AB2C6
mvc-8200,MgBi2O5,AB2C5
mvc-8219,ZnBi2O5,AB2C5
mvc-8520,Si4BiO10,AB4C10
mvc-8705,BiTeO5,ABC5
mvc-8786,Ca(BiO2)4,AB4C8
mvc-8847,TaBiO5,ABC5
mvc-8890,ZnBi2O5,AB2C5
mvc-8943,ZnBi3O7,AB3C7
mvc-9733,Ca(BiO2)2,AB2C4
mvc-9763,Bi2P2O9,A2B2C9
mp-1006146,Eu(MgBi)2,AB2C2
mp-1013542,Ca3BiN,ABC3
mp-1013585,Sr3BiSb,ABC3
mp-1013643,Sr3BiP,ABC3
mp-1013704,Ca3BiSb,ABC3
mp-1018739,KMnBi,ABC
mp-1018770,Li3PrBi2,AB2C3
mp-1018949,RbMnBi,ABC
mp-1069079,FeBiO3,ABC3
mp-1070510,Y2BiO2,AB2C2
mp-1070601,La2BiO2,AB2C2
mp-1078335,Pr2BiN,ABC2
mp-1078366,Bi2S2O,AB2C2
mp-1078729,Zr6CuBi2,AB2C6
mp-1078776,InBiS3,ABC3
mp-1080746,Dy(NiBi)2,AB2C2
mp-1093540,Li2GaBi,ABC2
mp-1093592,Li2SnBi,ABC2
mp-1093904,RbNa2Bi,ABC2
mp-1093912,CaHg2Bi,ABC2
mp-1095370,BiPdSe,ABC
mp-1095380,LiEuBi,ABC
mp-1096426,CsNa2Bi,ABC2
mp-1096535,Tl2HgBi,ABC2
mp-1096675,ScBiRu2,ABC2
mp-1096686,TlBiPb2,ABC2
mp-1096733,Li2InBi,ABC2
mp-1096942,CsBiSe2,ABC2
mp-1097099,MgBiPd2,ABC2
mp-1097151,Li2HgBi,ABC2
mp-1098186,Mg14BiC,ABC14
mp-1099320,LaMg6Bi,ABC6
mp-1099331,CeMg6Bi,ABC6
mp-1100869,Yb7Bi17O36,A7B17C36
mp-1100974,U3Bi2O9,A2B3C9
mp-1100982,V4Bi23O44,A4B23C44
mp-1101765,BiRhSe,ABC
mp-1102773,K8BiO3,AB3C8
mp-1102997,VBiO4,ABC4
mp-1103284,Rb8BiO3,AB3C8
mp-1103410,Bi3Te2S,AB2C3
mp-1103697,Bi2Pd3Se2,A2B2C3
mp-1104502,Bi(Mo3S4)2,AB6C8
mp-1104723,Bi2(Br3N)3,A2B3C9
mp-1105121,Ti8BiO7,AB7C8
mp-1105123,Si2Bi2Rh3,A2B2C3
mp-1105271,MnBiO3,ABC3
mp-1105273,CsBi2Br7,AB2C7
mp-1105718,NiBiO3,ABC3
mp-1105857,BiPO4,ABC4
mp-1106025,Bi6Te10Pb,AB6C10
mp-1106139,In4Bi3Pb,AB3C4
mp-1106389,KBiF6,ABC6
mp-1110636,Na3BiF6,AB3C6
mp-1111496,K3BiI6,AB3C6
mp-1112980,Cs3BiBr6,AB3C6
mp-1114493,Rb3BiBr6,AB3C6
mp-1120792,K3Bi2I9,A2B3C9
mp-1173043,NaBiS2,ABC2
mp-1173808,Na2(BiO2)21,A2B21C42
mp-1176501,LuBiO3,ABC3
mp-1178162,HoBiO3,ABC3
mp-1178488,Bi3O4F,AB3C4
mp-1178493,CaBiO3,ABC3
mp-1182562,Bi2Pd3S2,A2B2C3
mp-1182718,FeBiO3,ABC3
mp-1183469,BiPtO3,ABC3
mp-1183503,Ca2HgBi,ABC2
mp-1183879,Eu2HgBi,ABC2
mp-1184270,EuHg2Bi,ABC2
mp-1184306,EuBiPd2,ABC2
mp-1184562,GeBiO3,ABC3
mp-1184760,K2Bi2O5,A2B2C5
mp-1185847,MgBiO3,ABC3
mp-1186887,RbNa2Bi,ABC2
mp-1187744,VBiO3,ABC3
mp-1189131,Ho5Ni2Bi,AB2C5
mp-1189173,La3Bi4Pt3,A3B3C4
mp-1189861,Mn7BiO12,AB7C12
mp-1190137,Tb5CuBi3,AB3C5
mp-1190266,Mn2Bi3O7,A2B3C7
mp-1190436,Bi4Pb7Se13,A4B7C13
mp-1190564,BiPO4,ABC4
mp-1190898,Bi7O5F11,A5B7C11
mp-1192637,Cr5(Bi3Se8)2,A5B6C16
mp-1192909,UBiO5,ABC5
mp-1193340,Bi(CO2)3,AB3C6
mp-1193441,CrBiO5,ABC5
mp-1193554,Bi2Se3O10,A2B3C10
mp-1193935,Eu2BiS4,AB2C4
mp-1194377,BiI3O11,AB3C11
mp-1194687,Bi13Pt3I7,A3B7C13
mp-1194903,Bi2PO6,AB2C6
mp-1194936,Mg64Si32Bi,AB32C64
mp-1195034,Rb3Bi2I9,A2B3C9
mp-1195168,Bi26Mo10O69,A10B26C69
mp-1195274,Bi12Rh3Cl2,A2B3C12
mp-1195280,Mg64Si31Bi,AB31C64
mp-1195913,Ga4Bi2O9,A2B4C9
mp-1196085,Fe4Bi2O9,A2B4C9
mp-1196727,Ho5Bi2Pd,AB2C5
mp-1197111,Bi20(PtI12)3,A3B20C36
mp-1197827,Sr(BiS2)2,AB2C4
mp-1197854,Bi14Mo5O36,A5B14C36
mp-1197960,Bi2S2O9,A2B2C9
mp-1198288,Sn2Bi2O7,A2B2C7
mp-1199140,CrBiO5,ABC5
mp-1199896,Cu6BiSe6,AB6C6
mp-1200015,Bi2N2O9,A2B2C9
mp-1200203,Bi2(S2O7)3,A2B6C21
mp-1202541,Bi8(MoO7)3,A3B8C21
mp-1202553,Nd6Fe13Bi,AB6C13
mp-1204598,Bi6Mo2O15,A2B6C15
mp-1204727,Cs3Bi2Cl9,A2B3C9
mp-1205315,LiBiO2,ABC2
mp-1205424,Bi3(PO5)2,A2B3C10
mp-1206002,Er6FeBi2,AB2C6
mp-1206253,Eu2(BiPd)3,A2B3C3
mp-1206513,CeGeBi2,ABC2
mp-1206551,Ge2Bi2Te5,A2B2C5
mp-1206679,YBiPt,ABC
mp-1206935,Tm6FeBi2,AB2C6
mp-1206992,LuBiPt,ABC
mp-1207057,TmBiPt,ABC
mp-1207753,Y5BiPd2,AB2C5
mp-1208016,Tm5Ni2Bi,AB2C5
mp-1208030,U3Ni3Bi4,A3B3C4
mp-1208058,TlBi3F10,AB3C10
mp-1208323,Ti5CuBi3,AB3C5
mp-1208390,Ta6Bi2O19,A2B6C19
mp-1208420,Tb5BiPd2,AB2C5
mp-1208428,Tb5Ni2Bi,AB2C5
mp-1208573,Tb12Co5Bi,AB5C12
mp-1209049,Sm3Ni3Bi4,A3B3C4
mp-1209295,RbBi3F10,AB3C10
mp-1209731,Tl3BiS6,AB3C6
mp-1212213,Ho5BiPt2,AB2C5
mp-1212341,Ho5CoBi2,AB2C5
mp-1212503,Ho5NiBi2,AB2C5
mp-1212863,Dy5BiPt2,AB2C5
mp-1212882,Dy5BiPd2,AB2C5
mp-1212883,Er12Co5Bi,AB5C12
mp-1212912,Dy5Ni2Bi,AB2C5
mp-1213372,Dy5CoBi2,AB2C5
mp-1214246,Bi12IrO20,AB12C20
mp-1214399,Bi2(Pb2S3)3,A2B6C9
mp-1214465,BiP5O14,AB5C14
mp-1215930,YBiTe3,ABC3
mp-1218955,SnBi3Te4,AB3C4
mp-1219075,SmBiTe3,ABC3
mp-1219113,SmBiS3,ABC3
mp-1220131,NiBi6Rh,ABC6
mp-1220141,Ni8Bi8S,AB8C8
mp-1220425,Nb6BiSe8,AB6C8
mp-1220429,Nb6BiS8,AB6C8
mp-1220488,Nb6BiTe8,AB6C8
mp-1221874,Mn5(Bi2Rh)2,A2B4C5
mp-1222586,Na3In2Bi3,A2B3C3
mp-1223433,KBiS2,ABC2
mp-1224344,InBi3Te4,AB3C4
mp-1224417,Ge2Bi2Te5,A2B2C5
mp-1225392,Dy4Ni3Bi8,A3B4C8
mp-1225738,CuBi5S8,AB5C8
mp-1226121,CsBi4Se7,AB4C7
mp-1226818,Ce2ZnBi4,AB2C4
mp-1227331,Ce4Ni3Bi8,A3B4C8
mp-1227403,Bi(SbTe2)3,AB3C6
mp-1227414,Bi(SbTe2)3,AB3C6
mp-1227421,BiPd6Se,ABC6
mp-1227438,Bi4(TeSe)3,A3B3C4
mp-1227486,BiSbS3,ABC3
mp-1227504,Bi2Se2S,AB2C2
mp-1227508,BiSbSe3,ABC3
mp-1227536,Bi4I3Br,AB3C4
mp-1227565,BiSb3F20,AB3C20
mp-1227567,Bi4PbS7,AB4C7
mp-1227605,Bi2IBr,ABC2
mp-1227621,Ca4Bi6O13,A4B6C13
mp-1227695,Bi2(PbS2)3,A2B3C6
mp-1228070,Bi5(PO5)3,A3B5C15
mp-1228808,Bi11(Se4Cl3)3,A9B11C12
mp-1229017,BiC3O10,AB3C10
mp-1229330,Bi(W3O10)6,AB18C60
mp-1237338,Rb3BiF6,AB3C6
mp-1239330,CaBi2O5,AB2C5
mp-1239398,CaBi2O5,AB2C5
mp-1244551,CrBiO5,ABC5
mp-1245428,Ca3Bi3N5,A3B3C5
mp-1245512,Bi4Te3N2,A2B3C4
mp-1245548,Bi4S3N2,A2B3C4
mp-1246199,Li3BiN2,AB2C3
mp-1246267,Si3Bi5N9,A3B5C9
mp-1246269,Bi3Pb3N5,A3B3C5
mp-1246309,BiTeN,ABC
mp-1246321,Sr3(BiN2)2,A2B3C4
mp-1246363,GaBi2N3,AB2C3
mp-1246447,GaBiN2,ABC2
mp-1246532,Bi2(CN2)3,A2B3C6
mp-1246566,Ca3(BiN2)2,A2B3C4
mp-1246589,Bi3C3N7,A3B3C7
mp-1246658,Bi4S3N2,A2B3C4
mp-1247172,Bi4Se3N2,A2B3C4
mp-1247203,Zn2BiN3,AB2C3
mp-1247346,Bi2(CN2)3,A2B3C6
mp-1266421,Si6Bi9O26,A6B9C26
mp-1278892,Mn2Bi3O7,A2B3C7
mp-1285847,Mn2Bi3O7,A2B3C7
mp-1540429,LiBiO2,ABC2
mp-1541522,BiPO4,ABC4
mp-22939,BiClO,ABC
mp-22960,YbCuBi,ABC
mp-22984,NaBiO2,ABC2
mp-23018,BiSbO4,ABC4
mp-23044,VBiO4,ABC4
mp-23324,BiSBr,ABC
mp-23334,Bi2TeO5,AB2C5
mp-23357,Sr2Bi2O5,A2B2C5
mp-23388,Bi2(MoO4)3,A2B3C12
mp-23408,Tl4Bi2S5,A2B4C5
mp-23413,NbBiO4,ABC4
mp-23423,Bi2MoO6,AB2C6
mp-23532,NiBiO3,ABC3
mp-23560,Ge3(BiO3)4,A3B4C12
mp-25940,BiP2O7,AB2C7
mp-26100,Bi2(PO4)3,A2B3C12
mp-26574,Bi(PO3)4,AB4C12
mp-27195,In4Bi2S9,A2B4C9
mp-27262,Ca9Zn4Bi9,A4B9C9
mp-27345,Na3BiO4,AB3C4
mp-27360,ReBiO4,ABC4
mp-27420,NaBiF6,ABC6
mp-27469,Th2BiN2,AB2C2
mp-27948,Ge(BiTe2)2,AB2C4
mp-28253,LiBiO2,ABC2
mp-28510,Li3BiO3,AB3C3
mp-28567,LiBiF4,ABC4
mp-28727,La4Bi2S9,A2B4C9
mp-28800,K2Bi8Se13,A2B8C13
mp-28990,Bi2Te4O11,A2B4C11
mp-29058,V3(Bi3O8)2,A3B6C16
mp-29208,Ca(MgBi)2,AB2C2
mp-29218,Ge3Bi2O9,A2B3C9
mp-29365,Li5BiO5,AB5C5
mp-29387,K5SnBi3,AB3C5
mp-29516,Bi7RhBr8,AB7C8
mp-29521,RbBiO2,ABC2
