mp-190,-0.10362612,0.38373828,0.31901434,0.012783357,0.73697644,0.83125883,0.8971313,-0.27642846,0.56284624,0.40527493,0.50652385,-0.16758277,0.49100602,1.6511581,0.44842094,0.14727516,0.2205736,0.39290163,-0.12728527,-0.7288778,0.3138268,0.035440937,0.75131476,0.7858921,-0.5235861,1.5321672,3.5615125,0.89875996,0.2289502,0.9904468,0.7043668,0.50170785,-0.08113765,-0.660917,-0.3296727,1.3234725,1.3084944,-0.5000576,-0.23778136,-0.32812762,3.5082715,0.18201347,2.4507852,1.4930964,-0.73947406,3.5808191,0.86538523,2.0665076,-0.46996477,-0.5069998,0.06219422,0.87333274,0.7083124,1.1425145,-0.12007994,-0.18279092,1.37502,0.35157508,0.19726574,0.62843084,-0.7735238,1.6879001,0.17102385,-0.40340543
mp-189,0.48770702,-0.09451384,0.5963048,0.46837717,0.06987673,1.7475524,0.08793699,-0.18843763,0.6952409,0.36712506,0.9190113,0.71685517,0.1357678,0.3847738,0.4860605,0.077299155,0.4944393,0.62675685,0.3013922,-0.37980297,-0.3129065,0.63899726,0.20867643,0.41312516,0.18292744,1.2400416,2.120952,0.24914683,0.37218964,0.056435622,0.089804515,0.35767674,-0.33295467,-0.52905047,0.12085836,0.5941825,0.44017112,0.066019766,-0.25586987,0.16270614,3.4985805,1.00029,0.65992063,1.2818345,0.30549973,0.829111,0.67374897,2.285778,-0.06619695,0.15508178,0.35837376,0.28007,0.7456084,0.18988605,-0.13274086,-0.10402475,0.5929252,-0.81074727,1.3316739,-0.07134968,-0.42015523,1.9939885,-0.31821874,-0.27073947
mp-195,-0.16354778,-0.40337205,0.62210107,-0.0016516391,0.38612676,1.9065235,0.09401107,0.33977744,-0.16355664,-0.15677294,0.71827245,-0.19845088,0.01424219,0.5421052,-0.04480061,-0.27140597,0.3744549,0.25371677,0.2710913,-0.3890059,0.86359704,0.35709113,0.16484267,-0.087421566,0.104597576,0.66343606,-0.09061213,0.21732636,-0.030638281,-0.47700933,0.27365595,0.21924591,-0.7215988,-0.27341405,0.21037348,0.13594347,-0.16439568,0.2778503,0.33933812,-0.2819086,-0.24088116,0.997334,2.786855,0.7689947,-0.11761093,2.3537788,0.768088,0.036933593,0.2818866,-0.5773415,0.15468554,0.40804115,-0.3441827,0.39607376,0.3703235,0.0003880523,0.042715102,0.07420994,0.48994118,0.005054217,0.17278773,0.35608768,0.14338347,-0.78036386
mp-201,1.4706331,0.11535601,-0.7078345,1.0037366,0.04941837,-1.4185259,-0.5128802,-0.023046177,0.43298092,0.571714,1.1810817,1.5995262,0.525417,0.4055782,0.4667971,0.20169382,-0.3679215,-0.55114126,0.008363568,-0.1247272,0.31999257,0.39806712,0.49785453,0.5788582,0.22585967,1.5965973,-0.9956064,-0.46952552,0.21688522,0.37047458,0.25926888,-0.2835575,0.8958142,-0.47488713,-0.20247863,2.227639,0.46734834,-0.3866653,-0.0895195,0.2695781,1.3412467,0.62921506,0.37415564,1.9437194,0.26055878,2.0371866,1.2614785,-0.5122748,0.19656368,-0.5696381,-0.18001577,0.31383213,0.003274479,0.063104555,0.49371496,-0.14720282,-0.20567067,0.3090388,-0.88561165,-0.67638177,1.4793435,-0.17574036,0.8903297,0.9662195
mp-172,1.7195003,0.47965616,0.11333965,0.2382221,-0.09984535,-1.0909612,-0.25033772,-0.2694746,1.421596,0.32961068,0.99930644,0.2070882,0.5511634,0.1226202,0.99850196,-0.08642468,-0.6130836,-0.73721224,-0.026657239,0.103183284,0.6058568,-0.04788841,0.39875218,0.4820574,-0.07206413,2.1505132,-0.9721827,0.5177983,0.027839137,0.3195684,-0.25132382,-0.21290141,-0.06959799,-1.3565581,-0.068597615,1.5524642,0.4660253,-0.31835458,0.3649592,0.33539438,1.6692616,-0.24235135,0.21677439,0.8924815,0.52014714,1.6358086,1.3205376,-0.19006017,0.92149156,-0.41582966,0.2760039,0.6040028,0.46681294,-0.13286255,0.37325013,-0.5197699,-0.30587393,-0.52365446,-0.44788632,-0.30608156,0.5047974,-0.07619285,-0.3018189,0.29565284
mp-170,0.5452855,0.06670344,0.46841606,-0.2896603,0.094211325,1.7712771,0.5597915,-0.01770898,-0.13112265,0.62975055,0.42423707,0.48558307,-0.21968938,0.12626529,0.2431942,0.09153266,-0.093724325,0.32497615,0.21371613,-0.054720517,0.5714985,-0.12507796,0.11193806,0.4852838,0.07997488,1.8976941,0.31041068,0.32274628,-0.41788697,0.47290844,0.13281992,-0.17442435,0.04000906,-0.18188295,0.034157317,1.564369,-0.12748897,-0.006169498,0.19349675,0.06885123,1.1634053,-0.014479242,1.0462856,0.9140667,0.4382926,1.3996563,0.6476449,-0.06155124,0.5653486,-0.14670585,-0.103501186,0.87750983,0.24350809,-0.030292802,-0.13901678,-0.1798577,0.22023267,-0.10458591,0.483407,-0.08494033,0.6778681,0.15107794,0.849224,-0.12147212
mp-191,0.10710935,0.010368928,0.08710512,-0.38463572,0.1796047,2.8489513,0.6127242,0.6180422,0.06481896,0.5236146,0.5391335,0.7844714,-0.30807638,-0.017822996,0.6529788,-0.3371519,0.5355396,-0.026929967,0.855947,-0.090448916,1.1254301,0.121537074,0.116621196,0.16510954,0.37155047,0.7258064,-0.5311704,0.24216776,-0.39822438,-0.60578704,0.78527176,0.20841111,-0.049625225,0.022697762,-0.15535147,0.8651085,0.10605678,0.15534887,0.32208022,-0.17393352,1.2804904,-0.03799645,2.1595917,-0.025238678,-0.10457261,2.221843,0.74418837,0.15218772,0.66430455,-0.281475,-0.25786483,-0.047879018,0.10587752,0.8162862,0.20892492,0.5174274,0.2046592,-0.22865966,0.27603352,-0.11779728,0.40230834,1.214251,0.19989043,-0.7985524
mp-171,0.31021985,-0.19439633,0.7456329,0.07131164,-0.043191344,2.0135,0.835992,0.15570961,0.27886468,0.34799084,0.5367646,0.25064388,-0.18358672,0.9647505,0.67264783,-0.06448679,0.17192069,0.81410134,0.115642086,0.20340326,-0.35427558,0.720723,0.089388326,-0.17279759,0.49551392,0.56762326,0.7463706,-0.38448426,0.35578763,-0.11236058,0.06628298,0.24649732,-0.03304031,-0.28025377,0.033061393,0.2944741,0.36999094,-0.24583836,-0.52658486,0.033394266,2.014862,0.28765923,1.1628413,1.1272064,-0.07905845,0.7224053,0.6902041,1.202865,-0.27891618,-0.07867697,0.073655546,0.53680044,0.63708913,-0.28028747,-0.15176688,-0.18059035,1.2115993,-0.6305673,1.0113115,0.06004993,-0.39047563,0.7842359,0.62704074,-0.7357979
mp-179,0.47381818,0.051043794,0.39880782,-0.32363915,-0.033029094,2.573216,0.43604577,0.6236484,0.113868006,0.45344558,0.20833726,0.16700876,0.017088577,0.29732454,0.20250075,0.12603904,-0.06327848,0.3553412,0.074427895,0.03296162,0.4558978,-0.16569021,0.017025817,0.1709978,0.11433146,1.5458915,-0.41294783,-0.0030895323,-0.11430514,0.4733863,0.18060994,0.013699176,-0.054648146,-0.32546458,-0.012145996,1.347413,0.08104609,0.24732012,0.25475577,-0.09264447,1.5961995,-0.15322495,1.1890197,0.8190463,0.2739131,1.4552112,0.8612846,-0.05977346,1.119346,-0.34662956,-0.22817346,0.67632747,0.10369085,-0.092264235,-0.09495808,-0.12562114,0.43205878,-0.53943723,0.42078143,-0.25729337,0.5321119,0.32447875,0.96127945,0.25321564
mp-193,-0.020745106,0.2149281,0.016034745,1.6474212,-0.03028809,4.4300475,-0.1119869,0.9945007,0.15841478,0.9037895,0.7212414,0.802659,0.0023114383,-0.19972983,0.3436079,-0.15120141,0.7385875,-0.40177092,-0.068866774,-0.0041338545,1.3744935,0.6697869,-0.011266477,-0.059069015,-0.49225846,1.1881117,0.92507523,0.9251904,0.31648993,-0.63514954,0.85131997,0.023537273,-0.41873783,-0.006976776,0.606579,0.25026333,0.33789694,0.10541154,-0.034838233,0.8301144,3.4270036,-0.08030978,1.3098327,0.15944771,0.3952622,0.79515684,1.523013,0.09429785,0.48083648,-0.28309786,-0.18013412,0.3063963,0.17869884,1.0623331,-0.32222772,-0.42036125,0.16926146,-0.0670322,0.19132644,0.078675464,0.95339364,2.168596,0.22846712,-0.7589195
