mp_id,formula,anonymous_formulas,C3
mp-5348,MgCO3,ABC3,O3
mp-546079,MgCO3,ABC3,O3
mp-547864,CdCO3,ABC3,O3
mp-554518,EuCO3,ABC3,O3
mp-755605,TbCO3,ABC3,O3
mp-758329,YbCO3,ABC3,O3
mp-1080068,CuCO3,ABC3,O3
mp-1181984,CoCO3,ABC3,O3
mp-1198558,CdCO3,ABC3,O3
mp-18969,FeCO3,ABC3,O3
mp-21434,CoCO3,ABC3,O3
mp-38035,SrCO3,ABC3,O3
mp-3953,CaCO3,ABC3,O3
mp-4385,CdCO3,ABC3,O3
mp-696740,CaCO3,ABC3,O3
mp-755213,YbCO3,ABC3,O3
mp-758727,CuCO3,ABC3,O3
mp-760595,CuCO3,ABC3,O3
mp-1079918,CaCO3,ABC3,O3
mp-1105868,KCO3,ABC3,O3
mp-1180143,MnCO3,ABC3,O3
mp-1194399,CaCO3,ABC3,O3
mp-1197230,CaCO3,ABC3,O3
mp-1218370,SrCO3,ABC3,O3
mp-31302,KCO3,ABC3,O3
mp-560265,CaCO3,ABC3,O3
mp-561412,CaCO3,ABC3,O3
mp-641635,CaCO3,ABC3,O3
mp-690525,MnCO3,ABC3,O3
mp-9812,ZnCO3,ABC3,O3
mp-1016853,CaVO3,ABC3,O3
mp-1078473,MnCO3,ABC3,O3
mp-1106094,KCO3,ABC3,O3
mp-1120755,NaCO3,ABC3,O3
mp-1180142,MnCO3,ABC3,O3
mp-1188793,NaCO3,ABC3,O3
mp-1197939,CaCO3,ABC3,O3
mp-1279252,MnCO3,ABC3,O3
mp-17008,CaTeO3,ABC3,O3
mp-18814,MnCO3,ABC3,O3
mp-19147,NiCO3,ABC3,O3
mp-31271,RbCO3,ABC3,O3
mp-3205,CaCO3,ABC3,O3
mp-33746,SrCO3,ABC3,O3
mp-4428,CaSiO3,ABC3,O3
mp-548403,CaCO3,ABC3,O3
mp-553939,CaCO3,ABC3,O3
mp-554549,CaGeO3,ABC3,O3
mp-556235,CaCO3,ABC3,O3
mp-560885,CaSiO3,ABC3,O3
mp-654812,CdCO3,ABC3,O3
mp-760536,CuCO3,ABC3,O3
mp-1001571,CaFeO3,ABC3,O3
mp-1016872,CaIrO3,ABC3,O3
mp-1016884,CaGeO3,ABC3,O3
mp-1099873,CaCuO3,ABC3,O3
mp-1183538,CaTmO3,ABC3,O3
mp-1183540,CaZnO3,ABC3,O3
mp-1183543,CaInO3,ABC3,O3
mp-1183570,CaHgO3,ABC3,O3
mp-19012,CaMoO3,ABC3,O3
mp-19201,CaMnO3,ABC3,O3
mp-20772,CaCrO3,ABC3,O3
mp-20947,CaRuO3,ABC3,O3
mp-3442,CaTiO3,ABC3,O3
mp-4438,CaSnO3,ABC3,O3
mp-4784,CaPtO3,ABC3,O3
mp-4957,CaNbO3,ABC3,O3
mp-546910,CaSnO3,ABC3,O3
mp-560656,CaTeO3,ABC3,O3
mp-561086,CaSiO3,ABC3,O3
mp-561374,CaTeO3,ABC3,O3
mp-776074,CaGeO3,ABC3,O3
mp-7986,CaSnO3,ABC3,O3
mp-8130,CaGeO3,ABC3,O3
mp-998432,CaTcO3,ABC3,O3
mvc-3975,CaSbO3,ABC3,O3
mvc-3998,CaNiO3,ABC3,O3
mp-1016835,CaRuO3,ABC3,O3
mp-1017467,CaMnO3,ABC3,O3
mp-1078659,CaRhO3,ABC3,O3
mp-1183534,CaScO3,ABC3,O3
mp-1188497,CaMnO3,ABC3,O3
mp-1188853,CaTcO3,ABC3,O3
mp-1205364,CaTiO3,ABC3,O3
mp-1275341,CaFeO3,ABC3,O3
mp-1278982,CaFeO3,ABC3,O3
mp-19115,CaFeO3,ABC3,O3
mp-4019,CaTiO3,ABC3,O3
mp-4190,CaSnO3,ABC3,O3
mp-4356,CaSiO3,ABC3,O3
mp-4853,CaSiO3,ABC3,O3
mp-555735,CaIrO3,ABC3,O3
mp-556003,CaTiO3,ABC3,O3
mp-776086,CaGeO3,ABC3,O3
mp-984240,CsCaO3,ABC3,O3
mvc-14243,CaCoO3,ABC3,O3
mvc-16572,CaMoO3,ABC3,O3
mvc-3994,CaCoO3,ABC3,O3
mvc-3996,CaWO3,ABC3,O3
mvc-5756,CaWO3,ABC3,O3
mp-1016873,CaHfO3,ABC3,O3
mp-1181886,CaSiO3,ABC3,O3
mp-1181917,CaRhO3,ABC3,O3
mp-1183539,CaHoO3,ABC3,O3
mp-1183562,CaLaO3,ABC3,O3
mp-1186118,NaCaO3,ABC3,O3
mp-17761,CaGeO3,ABC3,O3
mp-20079,CaPbO3,ABC3,O3
mp-3382,CaSiO3,ABC3,O3
mp-4243,CaIrO3,ABC3,O3
mp-4571,CaZrO3,ABC3,O3
mp-560097,CaTeO3,ABC3,O3
mp-5827,CaTiO3,ABC3,O3
mp-754103,CaNiO3,ABC3,O3
mp-756708,CaPrO3,ABC3,O3
mp-776024,CaZrO3,ABC3,O3
mp-978842,SrCaO3,ABC3,O3
mvc-13158,CaVO3,ABC3,O3
mvc-3834,CaSbO3,ABC3,O3
mp-1016833,CaRhO3,ABC3,O3
mp-1016900,CaOsO3,ABC3,O3
mp-1099934,CaCoO3,ABC3,O3
mp-1183532,CaMgO3,ABC3,O3
mp-1183544,CaYO3,ABC3,O3
mp-1213970,CaOsO3,ABC3,O3
mp-1228456,CaTeO3,ABC3,O3
mp-17552,CaSiO3,ABC3,O3
mp-20198,CaIrO3,ABC3,O3
mp-22608,CaVO3,ABC3,O3
mp-2981,CaTeO3,ABC3,O3
mp-3387,CaSiO3,ABC3,O3
mp-4429,CaSiO3,ABC3,O3
mp-5096,CaSiO3,ABC3,O3
mp-542112,CaZrO3,ABC3,O3
mp-557997,CaSeO3,ABC3,O3
mp-5733,CaSiO3,ABC3,O3
mp-5893,CaSiO3,ABC3,O3
mp-607467,CaMoO3,ABC3,O3
mp-754140,CaSeO3,ABC3,O3
mp-754701,CaTiO3,ABC3,O3
mp-754853,CaHfO3,ABC3,O3
mp-756365,CaCeO3,ABC3,O3
mp-975333,LiCaO3,ABC3,O3
mp-975382,RbCaO3,ABC3,O3
mp-982885,KCaO3,ABC3,O3
mp-998543,CaTcO3,ABC3,O3
mp-1016828,CdIrO3,ABC3,O3
mp-1016854,MnCdO3,ABC3,O3
mp-1016879,CdSiO3,ABC3,O3
mp-1016882,CdOsO3,ABC3,O3
mp-1079054,CaIrO3,ABC3,O3
mp-1183925,CsCdO3,ABC3,O3
mp-1184992,KCdO3,ABC3,O3
mp-1185203,LiCdO3,ABC3,O3
mp-14550,TiCdO3,ABC3,O3
mp-18634,CdSO3,ABC3,O3
mp-20940,TiCdO3,ABC3,O3
mp-556680,CdSO3,ABC3,O3
mp-649676,CaSiO3,ABC3,O3
mp-768578,CdCoO3,ABC3,O3
mp-776023,CdSiO3,ABC3,O3
mp-8275,CdGeO3,ABC3,O3
mp-8516,CdSO3,ABC3,O3
mp-9186,CdSeO3,ABC3,O3
mp-975380,RbCdO3,ABC3,O3
mp-976293,NaCdO3,ABC3,O3
mp-1016845,ZrCdO3,ABC3,O3
mp-1016846,TiCdO3,ABC3,O3
mp-1016849,CdRuO3,ABC3,O3
mp-1016875,CdRhO3,ABC3,O3
mp-1016881,CdSnO3,ABC3,O3
mp-1016903,CdGeO3,ABC3,O3
mp-1016904,VCdO3,ABC3,O3
mp-1017446,HfCdO3,ABC3,O3
mp-1212404,HfCdO3,ABC3,O3
mp-13003,CdGeO3,ABC3,O3
mp-1322456,CdFeO3,ABC3,O3
mp-13641,TiCdO3,ABC3,O3
mp-22345,TiCdO3,ABC3,O3
mp-28290,CdTeO3,ABC3,O3
mp-556857,VCdO3,ABC3,O3
mp-560560,CdSiO3,ABC3,O3
mp-685935,CdGeO3,ABC3,O3
mp-754329,CdSnO3,ABC3,O3
mp-7588,CdGeO3,ABC3,O3
mp-770662,CdCoO3,ABC3,O3
mp-776476,CdFeO3,ABC3,O3
mp-849371,CdSnO3,ABC3,O3
mp-973869,LaCdO3,ABC3,O3
mp-1189706,CdTcO3,ABC3,O3
mp-1214439,CePbO3,ABC3,O3
mp-1639105,CdFeO3,ABC3,O3
mp-22428,SrCeO3,ABC3,O3
mp-22593,CeVO3,ABC3,O3
mp-22649,VCdO3,ABC3,O3
mp-2951,CdGeO3,ABC3,O3
mp-5052,TiCdO3,ABC3,O3
mp-559203,CdSeO3,ABC3,O3
mp-685257,CdPbO3,ABC3,O3
mp-752746,CdCoO3,ABC3,O3
mp-754524,CeTiO3,ABC3,O3
mp-776207,CeNiO3,ABC3,O3
mp-973613,LiCeO3,ABC3,O3
mp-1019598,CeGaO3,ABC3,O3
mp-1183759,CePuO3,ABC3,O3
mp-1207625,YbCeO3,ABC3,O3
mp-1213810,CeLuO3,ABC3,O3
mp-1213826,CeRhO3,ABC3,O3
mp-22540,CeGaO3,ABC3,O3
mp-33365,CeGaO3,ABC3,O3
mp-38685,CeSbO3,ABC3,O3
mp-780712,CeCrO3,ABC3,O3
mp-977389,CeCuO3,ABC3,O3
mp-1180304,NClO3,ABC3,O3
mp-1183701,CeTaO3,ABC3,O3
mp-1183706,CeMnO3,ABC3,O3
mp-1213788,CeTmO3,ABC3,O3
mp-18769,CeVO3,ABC3,O3
mp-20530,CeCrO3,ABC3,O3
mp-756062,CeFeO3,ABC3,O3
mp-760386,CsClO3,ABC3,O3
mp-777413,CeScO3,ABC3,O3
mp-864636,CeFeO3,ABC3,O3
mp-866095,CeNiO3,ABC3,O3
mp-1021667,IClO3,ABC3,O3
mp-1180300,NClO3,ABC3,O3
mp-1180505,NaClO3,ABC3,O3
mp-29738,TlClO3,ABC3,O3
mp-30937,HgClO3,ABC3,O3
mp-546798,MnClO3,ABC3,O3
mp-655586,NaClO3,ABC3,O3
mp-754202,CsClO3,ABC3,O3
mp-754712,NClO3,ABC3,O3
mp-974724,ReClO3,ABC3,O3
mp-1070665,NClO3,ABC3,O3
mp-1180278,NaClO3,ABC3,O3
mp-23022,KClO3,ABC3,O3
mp-550506,KClO3,ABC3,O3
mp-555726,NaClO3,ABC3,O3
mp-556084,KClO3,ABC3,O3
mp-630949,NaClO3,ABC3,O3
mp-779389,CsClO3,ABC3,O3
mp-1288734,YCoO3,ABC3,O3
mp-1643785,ScCoO3,ABC3,O3
mp-22668,YCoO3,ABC3,O3
mp-23011,RbClO3,ABC3,O3
mp-23330,NaClO3,ABC3,O3
mp-561954,TmCoO3,ABC3,O3
mp-1183692,CoSnO3,ABC3,O3
mp-1183715,CoRhO3,ABC3,O3
mp-1186400,PaCoO3,ABC3,O3
mp-1212757,EuCoO3,ABC3,O3
mp-1279343,CoNiO3,ABC3,O3
mp-1281764,SrCoO3,ABC3,O3
mp-1288479,LaCoO3,ABC3,O3
mp-19051,LaCoO3,ABC3,O3
mp-505766,SrCoO3,ABC3,O3
mp-573180,LaCoO3,ABC3,O3
mp-752613,CoSnO3,ABC3,O3
mp-761293,ZrCoO3,ABC3,O3
mp-761574,CoSnO3,ABC3,O3
mp-770488,CoPbO3,ABC3,O3
mp-770614,TlCoO3,ABC3,O3
mp-1183681,CoSbO3,ABC3,O3
mp-1186980,ScCoO3,ABC3,O3
mp-1272234,CoNiO3,ABC3,O3
mp-1273989,LaCoO3,ABC3,O3
mp-1283849,SrCoO3,ABC3,O3
mp-19424,TiCoO3,ABC3,O3
mp-20427,PrCoO3,ABC3,O3
mp-20641,MnCoO3,ABC3,O3
mp-22549,SmCoO3,ABC3,O3
mp-22599,NdCoO3,ABC3,O3
mp-550950,LuCoO3,ABC3,O3
mp-562466,SrCoO3,ABC3,O3
mp-754124,ScCoO3,ABC3,O3
mp-985545,CoTeO3,ABC3,O3
mp-1178420,CoPbO3,ABC3,O3
mp-1184947,KCoO3,ABC3,O3
mp-1187746,VCoO3,ABC3,O3
mp-1274195,YCoO3,ABC3,O3
mp-1296711,LaCoO3,ABC3,O3
mp-19802,TbCoO3,ABC3,O3
mp-22137,DyCoO3,ABC3,O3
mp-22616,CoSeO3,ABC3,O3
mp-510611,LaCoO3,ABC3,O3
mp-562779,ErCoO3,ABC3,O3
mp-562826,CoSeO3,ABC3,O3
mp-699575,CoSiO3,ABC3,O3
mp-753026,ZnCoO3,ABC3,O3
mp-753534,HfCoO3,ABC3,O3
mp-755167,InCoO3,ABC3,O3
mp-755711,MgCoO3,ABC3,O3
mp-755788,TlCoO3,ABC3,O3
mp-756102,MgCoO3,ABC3,O3
mp-756464,TlCoO3,ABC3,O3
mvc-11732,YCoO3,ABC3,O3
mp-1075975,EuCoO3,ABC3,O3
mp-1180725,LaCoO3,ABC3,O3
mp-1183772,CoMoO3,ABC3,O3
mp-19113,CoTeO3,ABC3,O3
mp-20016,SmCoO3,ABC3,O3
mp-20090,PrCoO3,ABC3,O3
mp-561922,LaCoO3,ABC3,O3
mp-687081,YbCoO3,ABC3,O3
mp-758652,ZnCoO3,ABC3,O3
mvc-3765,YCoO3,ABC3,O3
mp-1076820,MgCoO3,ABC3,O3
mp-1178424,CoNiO3,ABC3,O3
mp-1181307,LaCoO3,ABC3,O3
mp-1185232,LaCoO3,ABC3,O3
mp-1186126,NaCoO3,ABC3,O3
mp-1277045,VCoO3,ABC3,O3
mp-1277476,LaCoO3,ABC3,O3
mp-20031,NdCoO3,ABC3,O3
mp-20570,HoCoO3,ABC3,O3
mp-20951,GdCoO3,ABC3,O3
mp-22136,CoGeO3,ABC3,O3
mp-755569,CoPbO3,ABC3,O3
mp-756665,ZrCoO3,ABC3,O3
mp-761524,MgCoO3,ABC3,O3
mvc-15868,ZnCoO3,ABC3,O3
mvc-3570,YCoO3,ABC3,O3
mp-1105822,PrCrO3,ABC3,O3
mp-1187577,TmCrO3,ABC3,O3
mp-1206118,VCoO3,ABC3,O3
mp-1226283,CrWO3,ABC3,O3
mp-1226313,CrMoO3,ABC3,O3
mp-1244905,CrFeO3,ABC3,O3
mp-1245260,CrFeO3,ABC3,O3
mp-1273854,SrCoO3,ABC3,O3
mp-18770,YCrO3,ABC3,O3
mp-18961,ScCrO3,ABC3,O3
mp-19062,NdCrO3,ABC3,O3
mp-756322,HfCrO3,ABC3,O3
mp-761337,SrCrO3,ABC3,O3
mp-769855,SrCrO3,ABC3,O3
mp-770843,VCrO3,ABC3,O3
mp-770849,VCrO3,ABC3,O3
mvc-3768,YCrO3,ABC3,O3
mvc-4001,ZnCrO3,ABC3,O3
mp-1076360,RbCrO3,ABC3,O3
mp-1101715,VCrO3,ABC3,O3
mp-1147577,GdCrO3,ABC3,O3
mp-1183712,CrGeO3,ABC3,O3
mp-1183719,CrRhO3,ABC3,O3
mp-1185311,LiCrO3,ABC3,O3
mp-1189762,EuCrO3,ABC3,O3
mp-1209736,PuCrO3,ABC3,O3
mp-1244876,CrFeO3,ABC3,O3
mp-18841,LaCrO3,ABC3,O3
mp-19269,NdCrO3,ABC3,O3
mp-19281,LaCrO3,ABC3,O3
mp-753988,VCrO3,ABC3,O3
mp-754036,VCrO3,ABC3,O3
mp-754941,EuCrO3,ABC3,O3
mp-755055,ZrCrO3,ABC3,O3
mp-755471,LuCrO3,ABC3,O3
mp-755606,TiCrO3,ABC3,O3
mp-756124,TbCrO3,ABC3,O3
mp-756834,HoCrO3,ABC3,O3
mp-770778,VCrO3,ABC3,O3
mp-777295,TmCrO3,ABC3,O3
mp-781082,SrCrO3,ABC3,O3
mvc-3987,MgCrO3,ABC3,O3
mp-1076732,KCrO3,ABC3,O3
mp-1105788,SmCrO3,ABC3,O3
mp-1183695,CrTcO3,ABC3,O3
mp-1183696,CrCuO3,ABC3,O3
mp-1216392,VCrO3,ABC3,O3
mp-1245072,CrFeO3,ABC3,O3
mp-1245144,CrFeO3,ABC3,O3
mp-1245147,CrFeO3,ABC3,O3
mp-1245179,CrFeO3,ABC3,O3
mp-1245204,CrFeO3,ABC3,O3
mp-18725,YCrO3,ABC3,O3
mp-19063,ErCrO3,ABC3,O3
mp-19353,PrCrO3,ABC3,O3
mp-19381,DyCrO3,ABC3,O3
mp-20029,SrCrO3,ABC3,O3
mp-755281,VCrO3,ABC3,O3
mp-756083,TiCrO3,ABC3,O3
mp-756147,CrInO3,ABC3,O3
mp-757023,VCrO3,ABC3,O3
mp-770855,VCrO3,ABC3,O3
mvc-3569,YCrO3,ABC3,O3
mp-1068320,CsSO3,ABC3,O3
mp-1076642,NaCrO3,ABC3,O3
mp-1078458,CrFeO3,ABC3,O3
mp-1183914,CsOsO3,ABC3,O3
mp-1183922,CsNdO3,ABC3,O3
mp-1183926,CsRbO3,ABC3,O3
mp-1183933,CsNpO3,ABC3,O3
mp-1183976,CsTeO3,ABC3,O3
mp-1183997,CsThO3,ABC3,O3
mp-1185545,CsPbO3,ABC3,O3
mp-1185551,CsTbO3,ABC3,O3
mp-1185552,CsTaO3,ABC3,O3
mp-1185564,CsYbO3,ABC3,O3
mp-1187572,YbCrO3,ABC3,O3
mp-1207582,YbCrO3,ABC3,O3
mp-18331,GdCrO3,ABC3,O3
mp-19257,SmCrO3,ABC3,O3
mp-19357,LaCrO3,ABC3,O3
mp-22364,CrPbO3,ABC3,O3
mp-22628,CsNO3,ABC3,O3
mp-27556,CsNbO3,ABC3,O3
mp-28295,CsIO3,ABC3,O3
mp-504651,CsVO3,ABC3,O3
mp-561851,CsNO3,ABC3,O3
mp-613384,CsIO3,ABC3,O3
mp-770779,VCrO3,ABC3,O3
mp-984051,CsGeO3,ABC3,O3
mp-984356,CsIrO3,ABC3,O3
mp-984357,CsKO3,ABC3,O3
mp-1076070,LaCuO3,ABC3,O3
mp-1096944,CsNbO3,ABC3,O3
mp-1176440,MnCuO3,ABC3,O3
mp-1183913,CsPdO3,ABC3,O3
mp-1183917,CsMoO3,ABC3,O3
mp-1183918,CsLaO3,ABC3,O3
mp-1183919,CsPrO3,ABC3,O3
mp-1183920,CsPaO3,ABC3,O3
mp-1183929,CsNaO3,ABC3,O3
mp-1183971,CsRuO3,ABC3,O3
mp-1183972,CsSrO3,ABC3,O3
mp-1183977,CsTiO3,ABC3,O3
mp-1184022,CsSmO3,ABC3,O3
mp-1185544,CsTlO3,ABC3,O3
mp-1185550,CsEuO3,ABC3,O3
mp-1185561,CsSbO3,ABC3,O3
mp-1187483,TlCuO3,ABC3,O3
mp-1196533,CsNO3,ABC3,O3
mp-1213226,CsPO3,ABC3,O3
mp-1213232,CsPO3,ABC3,O3
mp-29049,SrCuO3,ABC3,O3
mp-561681,CsSO3,ABC3,O3
mp-766856,CuPO3,ABC3,O3
mp-772192,CuPO3,ABC3,O3
mp-865424,CsUO3,ABC3,O3
mp-984082,CsGdO3,ABC3,O3
mp-984745,CsSnO3,ABC3,O3
mp-984756,CsMgO3,ABC3,O3
mp-1105167,VCuO3,ABC3,O3
mp-1147748,TiCuO3,ABC3,O3
mp-1184073,CuPdO3,ABC3,O3
mp-1186515,PrCuO3,ABC3,O3
mp-1187321,TbCuO3,ABC3,O3
mp-1187469,TiCuO3,ABC3,O3
mp-16053,CuSiO3,ABC3,O3
mp-17272,NbCuO3,ABC3,O3
mp-22414,CuSeO3,ABC3,O3
mp-554440,CuSeO3,ABC3,O3
mp-561216,CuGeO3,ABC3,O3
mp-756050,TaCuO3,ABC3,O3
mp-975443,InCuO3,ABC3,O3
mvc-11697,YCuO3,ABC3,O3
mp-1076317,MgCuO3,ABC3,O3
mp-1076711,SrCuO3,ABC3,O3
mp-1100778,ZnCuO3,ABC3,O3
mp-1183771,DyCuO3,ABC3,O3
mp-1187562,YbCuO3,ABC3,O3
mp-20977,CuTeO3,ABC3,O3
mp-21344,CuGeO3,ABC3,O3
mp-3474,LaCuO3,ABC3,O3
mp-4320,CuTeO3,ABC3,O3
mp-562987,VCuO3,ABC3,O3
mp-772255,CuPO3,ABC3,O3
mp-973068,ScCuO3,ABC3,O3
mp-1076706,SmCuO3,ABC3,O3
mp-1184044,CuHgO3,ABC3,O3
mp-1184117,CuPbO3,ABC3,O3
mp-1184157,ErCuO3,ABC3,O3
mp-1224030,InCuO3,ABC3,O3
mp-554874,CuGeO3,ABC3,O3
mp-558696,CuTeO3,ABC3,O3
mp-560049,CuSeO3,ABC3,O3
mp-770767,SmCuO3,ABC3,O3
mvc-12804,EuCuO3,ABC3,O3
mvc-13900,YCuO3,ABC3,O3
mp-1075902,EuCuO3,ABC3,O3
mp-1184481,GdCuO3,ABC3,O3
mp-1184736,HoCuO3,ABC3,O3
mp-1187487,ThCuO3,ABC3,O3
mp-22688,CuSeO3,ABC3,O3
mp-556982,CuSiO3,ABC3,O3
mp-772548,SmCuO3,ABC3,O3
mp-975364,RbCuO3,ABC3,O3
mp-1183790,DyPaO3,ABC3,O3
mp-1184153,DySnO3,ABC3,O3
mp-1202570,CuGeO3,ABC3,O3
mp-504580,VCuO3,ABC3,O3
mp-756272,LaDyO3,ABC3,O3
mp-756452,SmDyO3,ABC3,O3
mp-768333,DyYO3,ABC3,O3
mp-769015,DyGaO3,ABC3,O3
mp-772188,DyErO3,ABC3,O3
mvc-3468,YCuO3,ABC3,O3
mp-1178360,DyInO3,ABC3,O3
mp-1183821,DyRhO3,ABC3,O3
mp-1183823,DyInO3,ABC3,O3
mp-1184778,HoErO3,ABC3,O3
mp-1184954,KDyO3,ABC3,O3
mp-1185308,LiDyO3,ABC3,O3
mp-1186557,PmErO3,ABC3,O3
mp-1187145,SrDyO3,ABC3,O3
mp-1187147,SrErO3,ABC3,O3
mp-1207184,DySbO3,ABC3,O3
mp-1212884,DyRhO3,ABC3,O3
mp-1213082,ErGaO3,ABC3,O3
mp-19217,ErMnO3,ABC3,O3
mp-19265,DyNiO3,ABC3,O3
mp-22103,DyMnO3,ABC3,O3
mp-22283,DyFeO3,ABC3,O3
mp-22789,DyVO3,ABC3,O3
mp-31120,DyScO3,ABC3,O3
mp-542479,DyMnO3,ABC3,O3
mp-752435,DyTmO3,ABC3,O3
mp-755612,DyGaO3,ABC3,O3
mp-756048,TbErO3,ABC3,O3
mp-756469,DyLuO3,ABC3,O3
mp-768145,DyHoO3,ABC3,O3
mp-768149,DyInO3,ABC3,O3
mp-769393,DySeO3,ABC3,O3
mp-779599,DyTiO3,ABC3,O3
mp-975386,RbDyO3,ABC3,O3
mp-1183905,EuErO3,ABC3,O3
mp-1184162,ErIrO3,ABC3,O3
mp-1184164,ErGaO3,ABC3,O3
mp-1184204,ErTaO3,ABC3,O3
mp-1184207,ErZnO3,ABC3,O3
mp-1184219,ErTlO3,ABC3,O3
mp-1184486,GdErO3,ABC3,O3
mp-1185310,LiErO3,ABC3,O3
mp-1187342,TbErO3,ABC3,O3
mp-1189736,ErNiO3,ABC3,O3
mp-1212985,ErScO3,ABC3,O3
mp-1213022,ErRhO3,ABC3,O3
mp-1213088,ErGaO3,ABC3,O3
mp-19205,ErVO3,ABC3,O3
mp-19319,ErMnO3,ABC3,O3
mp-19935,ErFeO3,ABC3,O3
mp-7538,LaErO3,ABC3,O3
mp-754203,SmErO3,ABC3,O3
mp-754208,ErInO3,ABC3,O3
mp-755109,YErO3,ABC3,O3
mp-756296,ErTiO3,ABC3,O3
mp-766236,GdErO3,ABC3,O3
mp-770415,HoErO3,ABC3,O3
mp-772217,ErInO3,ABC3,O3
mp-778151,ErLuO3,ABC3,O3
mp-973830,KErO3,ABC3,O3
mp-975361,RbErO3,ABC3,O3
mp-1011260,EuFeO3,ABC3,O3
mp-1075904,EuFeO3,ABC3,O3
mp-1078341,EuNbO3,ABC3,O3
mp-1078670,EuHO3,ABC3,O3
mp-1079111,EuTiO3,ABC3,O3
mp-1099619,EuMnO3,ABC3,O3
mp-1100775,SrEuO3,ABC3,O3
mp-1106293,EuZrO3,ABC3,O3
mp-1178351,EuVO3,ABC3,O3
mp-1178354,EuZrO3,ABC3,O3
mp-1184304,EuInO3,ABC3,O3
mp-1184309,EuLuO3,ABC3,O3
mp-1184348,EuPbO3,ABC3,O3
mp-1184353,EuTmO3,ABC3,O3
mp-1184369,EuPdO3,ABC3,O3
mp-1184400,EuWO3,ABC3,O3
mp-1184445,EuIrO3,ABC3,O3
mp-1184447,EuTcO3,ABC3,O3
mp-1186571,PmEuO3,ABC3,O3
mp-1187715,YbEuO3,ABC3,O3
mp-1212729,EuGaO3,ABC3,O3
mp-1212980,EuInO3,ABC3,O3
mp-1213318,EuUO3,ABC3,O3
mp-1213363,EuNpO3,ABC3,O3
mp-18983,ErNiO3,ABC3,O3
mp-19801,EuRhO3,ABC3,O3
mp-20718,EuNiO3,ABC3,O3
mp-22487,EuScO3,ABC3,O3
mp-755177,EuSeO3,ABC3,O3
mp-755572,EuNbO3,ABC3,O3
mp-771055,EuZrO3,ABC3,O3
mp-862606,EuSnO3,ABC3,O3
mp-865181,EuGeO3,ABC3,O3
mp-866030,EuSiO3,ABC3,O3
mp-866036,EuRuO3,ABC3,O3
mp-972931,EuMgO3,ABC3,O3
mp-976258,EuPtO3,ABC3,O3
mp-976284,EuSbO3,ABC3,O3
mp-976320,EuReO3,ABC3,O3
mp-977412,EuNiO3,ABC3,O3
mp-1184359,EuHgO3,ABC3,O3
mp-1184411,EuMoO3,ABC3,O3
mp-1185344,LiEuO3,ABC3,O3
mp-1206706,EuGaO3,ABC3,O3
mp-1212795,EuInO3,ABC3,O3
mp-20614,EuMnO3,ABC3,O3
mp-22246,EuTiO3,ABC3,O3
mp-504703,EuFeO3,ABC3,O3
mp-753781,EuHfO3,ABC3,O3
mp-756315,EuVO3,ABC3,O3
mp-977370,EuOsO3,ABC3,O3
mp-1184349,FeRhO3,ABC3,O3
mp-19417,TiFeO3,ABC3,O3
mp-21094,InFeO3,ABC3,O3
mp-540655,FeSO3,ABC3,O3
mp-552676,LaFeO3,ABC3,O3
mp-752416,MgFeO3,ABC3,O3
mp-973579,FePbO3,ABC3,O3
mp-1099588,SmFeO3,ABC3,O3
mp-1184033,GaFeO3,ABC3,O3
mp-1187220,TaFeO3,ABC3,O3
mp-19270,TiFeO3,ABC3,O3
mp-19785,HoFeO3,ABC3,O3
mp-19793,YbFeO3,ABC3,O3
mp-19853,TbFeO3,ABC3,O3
mp-20243,SmFeO3,ABC3,O3
mp-22341,PrFeO3,ABC3,O3
mp-22588,LuFeO3,ABC3,O3
mp-558400,TmFeO3,ABC3,O3
mp-649086,GaFeO3,ABC3,O3
mp-650392,FeSiO3,ABC3,O3
mp-694948,TiFeO3,ABC3,O3
mp-760833,LiFeO3,ABC3,O3
mp-761189,LiFeO3,ABC3,O3
mp-973648,FeRhO3,ABC3,O3
mvc-14155,ZnFeO3,ABC3,O3
mp-1078634,LaFeO3,ABC3,O3
mp-1185320,LiFeO3,ABC3,O3
mp-1193395,LuFeO3,ABC3,O3
mp-1199561,FeSiO3,ABC3,O3
mp-1303831,MgFeO3,ABC3,O3
mp-20407,NdFeO3,ABC3,O3
mp-20783,YFeO3,ABC3,O3
mp-600576,GdFeO3,ABC3,O3
mp-752521,LiFeO3,ABC3,O3
mp-752790,LiFeO3,ABC3,O3
mp-754508,MgFeO3,ABC3,O3
mp-755535,ZnFeO3,ABC3,O3
mp-756941,LiFeO3,ABC3,O3
mp-759744,MnFeO3,ABC3,O3
mp-771123,ScFeO3,ABC3,O3
mp-868005,GaFeO3,ABC3,O3
mp-975322,RbFeO3,ABC3,O3
mvc-15898,MgFeO3,ABC3,O3
mp-1178212,FeSnO3,ABC3,O3
mp-1178214,FeSnO3,ABC3,O3
mp-1277418,YFeO3,ABC3,O3
mp-1278696,TiFeO3,ABC3,O3
mp-1279364,MgFeO3,ABC3,O3
mp-18269,FeSiO3,ABC3,O3
mp-20073,TiFeO3,ABC3,O3
mp-20651,TmFeO3,ABC3,O3
mp-21939,FeSiO3,ABC3,O3
mp-22334,FeGeO3,ABC3,O3
mp-510624,SrFeO3,ABC3,O3
mp-674482,MnFeO3,ABC3,O3
mp-753790,HfFeO3,ABC3,O3
