mp_id,formula,Piezoelectric_Modulus
mp-18876,K3CrO8,0.91445
mp-26910,Cr(PO3)3,0.121603275
mp-530262,Li15Cr2N9,0.12387509
mp-754908,NbCrO4,3.535535
mp-759495,Cr(PO3)3,0.09037
mp-770632,Li3CrO4,1.221519667
mp-772659,Li3CrO4,0.34857
mvc-3271,CrPO5,2.376055749
mp-24040,CrHO2,1.216951648
mp-27442,RbCrI3,0.296567552
mp-754243,Cr4OF11,0.085557222
mp-755067,Cr4OF11,0.149364395
mp-756340,TaCrO4,0.0
mp-756873,Li2CrO4,0.416288729
mp-770192,Li2CrO3,2.566530257
mp-20282,CsPbF3,0.489417733
mp-23910,CrHO2,4.556029453
mp-28295,CsIO3,0.628664909
mp-28377,CsGeI3,0.673098659
mp-3247,Cs2TiS3,0.0
mp-34293,CsTaN2,0.22451
mp-540574,Cs2Hg3I8,0.229068387
mp-570957,CsSiTe3,0.187142052
mp-614803,Cs2TeO3,0.805724098
mp-616573,Cs2V5O13,0.261261687
mp-625136,CsHO,0.61066
mp-642682,CsHO,3.7313
mp-642690,CsGeI3,1.734427001
mp-753141,Li5Cr2O8,0.368020085
mp-753467,TaCrO4,0.515555
mp-756005,Li2CrO3,1.654358212
mp-998298,CsSnF3,1.685258878
mp-1105876,Cs6Fe2O5,0.265373216
mp-1118943,Cs3Re2N5,0.247930326
mp-1119092,Cs3W2N5,0.263315646
mp-1192816,Cs3SbSe3,0.0381
mp-1193894,Cs3SbS3,0.10118
mp-1213706,Cs2Pb2O3,0.0308
mp-14090,TlCuSe2,0.048995508
mp-17095,CsCuSe4,0.21087
mp-21521,Cs2PbO3,0.951827203
mp-29513,CsXeF7,0.095493333
mp-3288,CsNO2,0.057537685
mp-3762,VCu3S4,0.107926667
mp-38442,CsNd5Se8,0.321906157
mp-558728,Cs3Li2F5,1.67427177
mp-560088,Cs2Li3F5,0.134656797
mp-561681,CsSO3,0.49603861
mp-561942,Cs3TaO8,0.22031
mp-569055,CsLi2I3,0.113405786
mp-608311,Cs2Li3I5,0.504427675
mp-626417,CsH3O2,0.682090073
mp-996956,CuHO2,1.749518617
mvc-3102,MgCuF4,0.0
mp-33300,Fe5CuO8,0.06483
mp-5029,Ho2Cu2O5,0.155931185
mp-540284,CuPO4,0.560517542
mp-675902,YCuSe2,0.474141812
mp-759234,Li3CuF6,0.1958
mp-759877,Li4CuF7,0.37718
mp-867689,LiCuS,3.316929386
mp-8976,Cu2WS4,0.06211
mp-1001780,LuCuS2,0.507583852
mp-1025340,Cu2WSe4,0.23192
mp-10519,Cu2SnS3,0.291231858
mp-15988,Li2CuSb,0.56827
mp-22811,InCuSe2,0.213827003
mp-29136,Sr6Cu3N5,0.29175075
mp-36209,TmCuSe2,0.462928232
mp-36252,Nd5CuSe8,0.327223376
mp-5238,GaCuS2,0.0606
mp-562987,VCuO3,1.126098896
mp-568598,Cu2HgI4,0.15846
mp-675349,DyCuSe2,0.514238833
mp-752895,Li3CuF4,1.34354884
mp-10748,TaCu3S4,0.041976667
mp-1105594,La3Cu3Sb4,0.33442
mp-21855,VCu3Se4,0.16233
mp-22736,InCuS2,4.016270262
mp-25886,CuPO4,1.327074521
mp-29091,Ti(CuS)4,0.18164
mp-29403,GaCuI4,0.053480113
mp-35031,Pr5CuSe8,0.327126677
mp-38162,Sm5CuSe8,0.369493799
mp-3839,GaCuTe2,0.13482
mp-4081,TaCu3Se4,0.063186667
mp-5546,Cu8GeS6,1.597066076
mp-557373,Cu2WS4,0.09547
mp-559826,ErCuS2,0.21865
mp-754718,NaCuO2,0.864780047
mp-9295,TaCu3Te4,0.06476
mp-1008867,NaCuO,0.5051
mp-1106051,Y3Cu3Sb4,0.57639
mp-15335,Lu2Cu2O5,0.165449953
mp-34126,Cu4SnP10,0.787757811
mp-3934,Cu3PS4,0.786419237
mp-4043,NbCu3Se4,0.033063333
mp-4840,GaCuSe2,0.053326496
mp-510657,VCu3O4,3.611705
mp-640889,Tm(CuTe)3,0.061622439
mp-675180,ErCuSe2,0.473289273
mp-6980,ScCuS2,0.682166471
mp-753845,LiCuO2,1.390841841
mp-773044,LiCuO2,1.498886237
mp-9248,Cu2SiS3,0.22701
mp-991676,NbCu3Te4,0.05857
mp-15492,DyTa7O19,0.009680291
mp-23353,Cu2HgI4,0.12872
mp-5621,NbCu3S4,0.003446667
mp-640885,Er(CuTe)3,0.057820905
mp-771147,Dy2P4O13,0.0282
mp-991652,VCu3Te4,0.207283333
mp-16327,DySbPt,0.34776
mp-4510,DyNiSb,0.268343333
mp-777422,DyHO2,1.124530518
mp-11836,ErSbPd,0.283313333
mp-13643,Er2Ge2O7,0.113415
mp-16329,ErSbPt,0.35321
mp-17426,Er2WO6,0.61397
mp-21272,ErNiSb,0.195903333
mp-38728,Sr(ErS2)2,0.76222
mp-7290,Er3GaS6,0.31627901
mp-755898,Er3TaO7,0.27207
mp-774557,Er2TeO6,0.36028
mp-14193,K2ThF6,0.373610475
mp-1540546,RbPbF3,0.818666947
mp-27936,Na2SbF5,0.09497
mp-38971,Eu(YS2)2,0.553776355
mp-632282,NaHF2,1.45239242
mp-752561,SbO2F,0.837965405
mp-754014,Mn4OF8,0.337844611
mp-755718,Li2FeF4,0.476560185
mp-756042,VO2F,5.83761
mp-756952,Li4MnF8,0.419820246
mp-758397,Fe2OF3,0.764449929
mp-760367,VOF3,2.886702827
mp-762996,FeOF,0.064988533
mp-763784,LiMn2F6,0.571136745
mp-764354,LiMnF5,0.340825145
mp-774191,Fe3OF7,0.391217382
mp-775776,Li2VF4,0.03449
mp-776684,Li3FeF6,0.236202795
mp-777418,Li2FeF4,0.0
mp-777553,LiFeF4,0.635868581
mp-779165,Li2MnF5,0.149130239
mvc-3677,MgFeF4,0.940844669
mp-1212164,Hg3(SeF)2,0.25806
mp-13978,Rb2ThF6,0.305148393
mp-27211,KSb4F13,0.604993312
mp-28932,Sn4OF6,0.25664
mp-29946,IO2F,0.61797
mp-38194,YOF,0.89716
mp-4731,K2UF6,0.406476785
mp-554144,K3Mn2F7,0.0
mp-558387,TeOF2,1.217635664
mp-560008,PNF2,0.5666
mp-752764,LiVF3,1.45552578
mp-753398,WOF3,0.15513
mp-753539,SbOF,1.190693802
mp-753694,LiVF6,3.842910782
mp-753785,NbOF3,0.0
mp-754530,V4O3F5,6.42732
mp-757174,LiMn2F6,0.45416057
mp-759601,MnOF,0.001625
mp-759724,Li3MnF7,0.356355906
mp-763007,Mn2OF3,0.726157048
mp-765500,V2OF7,2.037679327
mp-777589,Li2MnF4,0.0417
mp-998193,RbSnF3,3.512726518
mp-14168,K2GeF6,0.261798371
mp-27463,Na5Fe3F14,0.0
mp-28123,H7NF4,0.238319648
mp-28676,S2O5F2,0.14993
mp-35208,NdOF,0.967473333
mp-35683,NaPF3,0.970312599
mp-36033,PrOF,0.979003333
mp-4937,SNF,0.04944
mp-752975,FeOF,1.0974151
mp-753030,VOF3,0.28764
mp-753203,VO2F,3.424903921
mp-753340,Li4VF8,2.194037952
mp-753525,VOF3,1.338051016
mp-753567,LiVF6,0.47917056
mp-754389,FeOF,0.672936705
mp-758876,Li2MnF4,0.544
mp-759283,FeOF,0.958746397
mp-759421,Li3VF7,0.368837287
mp-776816,Li2FeF5,0.0
mp-778554,Li2MnF4,0.160855242
mp-778819,LiMnF3,0.423772412
mp-998712,TlGeF3,1.157018128
mvc-14232,MgNiF4,0.0
mp-17297,Na2GeF6,0.123475839
mp-27573,NaSb3F10,0.884833203
mp-33319,Pr3NF6,86.09419987
mp-35555,LaOF,1.30365
mp-37267,NaYF4,0.621230331
mp-557403,LiFe2F6,0.161355609
mp-675109,Y5O4F7,1.598042075
mp-752955,WOF4,2.896530435
mp-752960,VO2F,1.641256402
mp-753533,Li3VF8,0.33711
mp-754215,Mn4OF6,0.512482606
mp-756849,LiFeF4,0.0
mp-757163,LiVF6,0.248222307
mp-758560,FeOF,1.187726032
mp-759469,VO2F,4.376853531
mp-759764,W(OF)2,5.82821267
mp-760313,VOF3,1.487185769
mp-766094,NbO2F,0.56239
mp-774361,Li2Mn3F8,1.13e-21
mp-775758,Li2FeF5,1.31172
mp-777801,LiFeF4,0.0
mp-24064,PHF2,0.07918
mp-34042,KY3F10,5.906145476
mp-37381,SmOF,0.93735
mp-3775,Na2SiF6,0.111996961
mp-677103,RbHF2,0.161119258
mp-752461,Mn6O5F7,1.111044199
mp-752973,LiMnF4,0.307503183
mp-752974,VOF2,4.913221618
mp-753256,Fe4O3F5,0.707077814
mp-754589,VOF,0.114615
mp-754676,LiMnF3,0.03277
mp-754764,FeOF,0.847014607
mp-755097,Fe6O5F7,0.349151381
mp-760762,NbOF3,0.41778
mp-763098,Li2MnF4,0.526922784
mp-765618,Mn6O7F5,0.36592424
mp-777999,VOF2,1.831801706
mp-780702,Mn6O5F7,0.903205243
mp-8415,K2HfF6,0.345188323
mp-1222351,LiFeF6,0.075623533
mp-27167,Sn2IF3,0.30206
mp-27235,H5N2F,0.03797
mp-27367,SeOF2,0.600230526
mp-29515,PH2F3,0.353948522
mp-29966,NOF,0.05463
mp-4829,Na2ThF6,0.265340842
mp-5368,Li2GeF6,0.151767099
mp-555514,OsOF5,0.079929604
mp-555863,P4PtF12,0.042012835
mp-559377,IOF3,0.27129
mp-752467,NbO2F,5.336940859
mp-753200,VOF,0.12411
mp-755244,LiVF4,0.120715431
mp-755582,Li2MnF4,0.413369871
mp-755693,LiFeF4,1.386488012
mp-7580,Hg3(SF)2,0.387315834
mp-765508,V3(O2F)2,1.149799907
mp-777972,LiMnF3,0.270798767
mp-850878,Fe4O5F3,1.056212294
mp-8537,S(OF)2,0.0266
mp-18775,Fe3PO7,1.119089815
mp-23794,H4NF,0.082937466
mp-31218,K3FeO2,0.01153
mp-558879,OsOF4,0.04694
mp-675778,NaY2F7,0.0
mp-752415,NbO2F,4.405446754
mp-753212,LiVF6,0.949897328
mp-753217,Fe4O3F5,0.492035093
mp-754919,VOF3,1.630635399
mp-755080,Mn6O7F5,2.218760562
mp-760343,FePO4,0.400522712
mp-781081,VOF3,1.478993578
mp-866663,K3TaF8,0.37978786
mp-961673,TiFeTe,1.729360041
mp-18849,Fe2P2O7,0.0
mp-19270,TiFeO3,3.006264296
mp-19752,FePO4,0.199665
mp-504276,FePO4,0.183208721
mp-510670,FeHO2,1.622646757
mp-567636,VFeSb,3.681806667
mp-753756,FePO4,0.137953657
mp-755285,FeHO2,1.168199427
mp-755390,NbFeO4,2.72834
mp-764074,Na2FeO3,0.805898982
mp-768729,RbFeO2,0.03027
mp-774155,Li2FeO3,0.464365905
mp-849528,Li3FeO4,0.012396667
mp-25246,FeP2O7,1.335049939
mp-626088,FeHO2,0.887
mp-626689,Fe(HO)2,0.930794515
mp-754743,Na2FeO2,0.538352642
mp-754802,Li5(FeO2)4,0.639561964
mp-766442,FePO4,0.17048
mp-540111,FePO4,0.20358
mp-754222,NbFeO4,0.151875
mp-754977,LiFeO2,1.292885424
mp-755627,Na2FeO3,1.052900753
mp-9437,NbFeSb,2.318406667
mp-11582,LiGaSe2,0.137262101
mp-15776,Zn(GaSe2)2,0.054523113
mp-17853,YGaO3,0.112166187
mp-28146,LiGa5O8,2.8200000000000003e-22
mp-3652,Ta9(FeS3)2,1.173892707
mp-752471,Li7FeO6,0.633027585
mp-766460,FePO4,0.16982
mp-769079,ScGaO3,0.310138123
mp-9198,Fe(SiP)4,0.180141898
mp-1094098,NaGaTe2,0.674139429
mp-11390,LiGaSi,0.11013
mp-15777,Zn(GaTe2)2,0.062130518
mp-20025,Mn(GaS2)2,0.164439007
mp-20496,Ga2PbO4,1.073001449
mp-27255,Ga2TeS2,0.165996678
mp-28423,Ga2TeSe2,0.137069268
mp-31110,Sm3GaO6,0.445206067
mp-3338,NaGaO2,1.469616299
mp-4122,GaPO4,0.267090576
mp-4730,Ga2HgSe4,0.146137942
mp-4809,Ga2HgS4,0.241309446
mp-5048,LiGaTe2,0.0287
mp-5350,Zn(GaS2)2,0.101481622
mp-541950,GaN5O14,0.274529489
mp-553932,GaPO4,2.59197
mp-557954,GaN5O14,0.16093963
mp-567394,Ga(MoSe2)4,0.046099166
mp-5854,LiGaO2,0.992442271
mp-677335,GaPO4,0.511056549
mp-753821,Pr3GaO6,0.434314929
mp-754929,Ga3NO3,0.093273446
mp-11773,Nd3GaO6,0.425584473
mp-1189598,Y3GaS6,0.21599
mp-16337,Ga2HgTe4,0.106627653
mp-17650,KGaS2,0.0
mp-19885,InGaS3,0.226026339
mp-20261,Mn(GaSe2)2,0.097238172
mp-29541,GaTeI7,0.487755882
mp-3107,Ga3PO7,1.029136611
mp-31114,Ho3GaO6,0.560859072
mp-33508,TaGaO4,0.621385302
mp-33880,Sr(GaTe2)2,0.08793
mp-34467,Zn(GaS2)2,0.080045
mp-3647,LiGaS2,0.265807679
mp-37207,Li5GaO4,0.018215
mp-504951,InGaS3,0.036973915
mp-554722,Y3GaO6,0.519034321
mp-561104,Ga(IO3)3,1.449313576
mp-752733,TiGa2O5,0.0
mp-753378,TaGaO4,1.73621
mp-961665,MgScGa,0.546943333
mp-23803,GaHO2,2.252014085
mp-37183,Sr(GdS2)2,0.543053742
mp-504952,InGaSe3,0.0942294
mp-676038,Ga5(PS)3,0.36298
mp-1020059,LiGe2N3,0.526996413
mp-1104707,Na(GeP)3,0.57867434
mp-14433,NaGe2N3,0.548641625
mp-15349,Li2GeO3,1.039842812
mp-20817,GePtSe,0.417009325
mp-27843,Zn2Ge3O8,8.47e-22
mp-27888,Zr3GeO8,2.518875
mp-4187,Ge2N2O,0.67118
mp-567817,HfGeTe4,0.558729377
mp-5784,Na2GeO3,0.955230831
mp-675748,Zn2GeS4,0.15075
mp-772840,Sm2Ge2O7,0.064755
mp-772842,Na2Ge2O5,0.376657116
mp-779457,Ge2N2O,0.727132462
mp-1029404,KGe2N3,0.36663
mp-1101755,GePtS,1.176427496
mp-12411,Li2ZnGe,1.24871
mp-13546,Y2Ge2O7,0.098945
mp-14649,Tb2Ge2O7,0.063835
mp-14708,Tm2Ge2O7,0.10524
mp-28548,Li8GeO6,0.184369803
mp-30293,Sr2GeSe4,0.447413768
mp-35539,Zn2GeSe4,0.06963
mp-4524,ZnGeP2,0.12876
mp-771411,Sr3GeO5,0.392744719
mp-777483,Ge2N2O,0.439624682
mp-7798,MgGeN2,1.304862947
mp-7998,Li2Ge2O5,0.664822409
mp-8346,Lu2Ge2O7,0.10183
mp-1029403,RbGe2N3,0.496730536
mp-13542,ZrGeTe4,0.566588015
mp-23702,LiH2N,0.276679031
mp-2979,ZnGeN2,0.59404387
mp-3167,Hg2GeSe4,0.245716183
mp-34903,MgGeP2,0.20245
mp-35220,PHN2,0.43024
mp-555731,SrGeO3,0.207383821
mp-562283,GePb3O5,1.363083715
mp-625051,NaHO,1.456907279
mp-625112,H8PtO6,8.753334657
mp-625211,LiH3O2,0.0
mp-625924,H5NO,0.11482
mp-625996,NaHO,2.483503841
mp-626037,Si2H2O5,0.443994697
mp-626068,MnHO2,0.638497059
mp-626727,SrH4O3,0.288254014
mp-626799,ReH3O5,0.170365752
mp-643009,SrMgH4,0.767951502
mp-771248,Na2Ge2O5,0.076361164
mp-778194,Ge2N2O,0.511554252
mp-867745,Ge2N2O,0.535487947
mp-1019323,Th2HN3,4.959721236
mp-23866,H2SeO4,0.03937
mp-23963,HIO3,0.48633
mp-24012,HoHSe,0.493129196
mp-24118,H10SO8,0.096375
mp-27949,Si2H6O,0.02398
mp-27996,H2SeO3,0.05544
mp-28090,Si2H2S3,0.04388
mp-28264,RbH3O2,0.52601
mp-28475,H2Pb3O4,0.2265
mp-28797,YHSe,0.46409539
mp-29310,Si2H6Se,0.01031
mp-29491,HS8N,0.041459471
mp-29877,K2ReH9,0.248123761
mp-33932,NbHO3,2.752536917
mp-34381,H4IN,0.343785383
mp-34465,Li2HN,0.516752078
mp-35152,Sr2H5Rh,0.41242806
mp-35695,Li2HN,1.167302743
mp-36582,NaHS,0.397523456
mp-38011,KHS,0.16088615
mp-504422,H7NO6,0.04458
mp-504535,InHO2,1.178262083
mp-505077,NaH9O5,0.01802
mp-625111,H8PtO6,0.50208291
mp-625113,H8PtO6,1.023080496
mp-625150,ScHO2,0.755898534
mp-625199,ScHO2,2.472661003
mp-625207,P(HO)3,0.502770409
mp-625231,P(HO)3,0.21032
mp-625238,Re2H4O9,1.773219939
mp-625254,P(HO)3,2.710366196
mp-625359,NdHO2,0.685209122
mp-625367,LuHO2,0.696355329
mp-625378,NaH9O5,0.084430509
mp-625455,NaH9O5,1.051182724
mp-625475,H2SO4,0.835356129
mp-625488,Zn(HO)2,2.198541594
mp-625501,NaH9O5,0.236922656
mp-625576,Mo(HO2)2,0.050283905
mp-625671,Mn(HO)2,1.188355958
mp-625686,H4N2O3,0.170498632
mp-625819,H8N2O,0.55372125
mp-625826,Zn(HO)2,0.05934
mp-625830,Zn(HO)2,0.21613
mp-625857,Zn(HO)2,0.213237161
mp-625927,H5NO,0.03322
mp-625993,Te(HO)6,0.254685376
mp-625998,LiHO,0.85540973
mp-626000,NaHO,1.051432125
mp-626046,H7NO6,0.09067
mp-626066,H7NO6,0.11517
mp-626149,Mg(HO)2,0.48425245
mp-626165,NaH9O5,0.456425343
mp-626229,H4SO5,0.460414045
mp-626256,H3NO4,0.042990377
mp-626259,H3NO4,0.551445011
mp-626448,H4SO5,0.042688855
mp-626534,H3NO,0.538468942
mp-626543,H3NO,1.368586105
mp-626554,NaH9O5,0.700520594
mp-626566,Ti3H2O7,0.860354111
mp-626620,RbHO,0.45414
mp-626701,Mn(HO)2,1.409460021
mp-626716,KHO,0.274104811
mp-626721,RbHO,0.189427859
mp-626750,SrH4O3,0.717409486
mp-626755,SrH4O3,1.240466678
mp-626785,KHO,0.3744
mp-626800,ReH3O5,0.48460353
mp-626835,H8PtO6,0.533579242
mp-626843,Ni(HO)2,0.100053138
mp-644271,LiHS,0.39408
mp-644419,LiHS,0.30175
mp-697139,PHN2,0.52364
mp-697146,Zn(HO)2,0.17287
mp-706430,H3NO4,0.559169861
mp-754117,YHO2,1.093992815
mp-755543,HoHO2,1.066071821
mp-1014251,HfZnN2,2.940362946
mp-11869,HfSnPd,0.067486667
mp-1212441,Hf3Ni3Sb4,0.66505
mp-13108,SrHfO3,8.735864163
mp-14444,Hf(PS3)2,0.156230462
mp-23736,LiMgH3,0.414314843
mp-625142,Re2H4O9,0.507288293
mp-626012,Te(HO)6,0.263113663
mp-626143,Mg(HO)2,1.075042025
mp-626506,NaHO,4.554694872
mp-753197,HfTiO4,1.603990689
mp-754833,Hf2N2O,2.118505587
mp-760360,Hf3N2O3,1.042861768
mp-761033,Hf3N2O3,0.456404444
mp-761842,Hf3SnO8,0.483191916
mp-771260,Y2Hf2O7,0.076115
mp-7787,HfSO,0.6145
mp-924128,HfNiSn,0.148573333
mp-974267,KH8N3,0.10072
mp-10796,HgSeO4,0.873265692
mp-1190842,Rb6HgS4,0.265070998
mp-19765,In2HgTe4,0.153963584
mp-20731,In2HgSe4,0.206869494
mp-27171,Hg2P2S7,0.64756889
mp-29510,Hg2TeO3,0.699949794
mp-5114,K6HgS4,0.434986468
mp-555918,Hg2SeO3,0.221209996
mp-10955,Sn(HgSe2)2,0.240311936
mp-19056,HoMnO3,0.030515004
mp-3228,HgSO4,0.340782098
mp-34380,HoTaO4,0.0
mp-4174,HoNiSb,0.233743333
mp-1205304,TiI2O7,1.914518415
mp-1208807,Sr3SbI3,0.0
mp-16376,HoSbPt,0.34505
mp-22955,LiIO3,1.35580878
mp-22981,TlIO3,1.624482188
mp-22994,LiIO3,0.710548566
mp-23400,In(IO3)3,1.000795048
mp-27193,RbIO3,1.075270872
mp-29117,Ta3TeI7,0.208163547
mp-29689,Nb3TeI7,0.22864492
mp-29910,Sr4I6O,0.118746363
mp-38322,Mg(IO3)2,1.174947055
mp-546285,NbI3O,2.136640415
mp-549720,NbI2O,3.921081422
mp-552729,KIO3,1.499211471
mp-567713,Nb3TeI7,0.239368785
mp-675488,Li6I3N,0.747343903
mp-1221979,Mn(InTe2)2,0.557330607
mp-20187,LiInSe2,0.09831
mp-20310,LiInSe2,0.225639871
mp-20782,LiInTe2,0.02587
mp-20832,Zn(InTe2)2,0.103175667
mp-22607,Zn(InSe2)2,0.144913293
mp-30216,K2ReI6,0.0
mp-30532,Tl2ZnI4,0.590053509
mp-504607,YInO3,0.036110004
mp-504908,In2TeO6,0.234710151
mp-675941,Li7IN2,0.372505763
mp-752535,TaIn3O7,0.27391
mp-755246,Ni(IO3)2,1.324307739
mp-1222182,Mg(InTe2)2,0.548313028
mp-20790,InPS4,0.274444178
mp-22253,Zn(InS2)2,1.19454194
mp-34169,Zn(InSe2)2,0.15907
mp-35777,Mg(InTe2)2,0.18586
mp-541937,Zn(InS2)2,1.224451164
mp-675124,In4SnS8,0.345804225
mp-675577,Mn(InTe2)2,0.16314
mp-1095507,SbIrSe,0.15924
mp-1102430,SbTeIr,0.11508
mp-1220004,PIrS,0.09836
mp-15074,Sr(PIr)2,1.551143272
mp-22512,Sr2In2O5,1.040191842
mp-8630,SbIrS,0.01177
mp-9270,SbIrS,0.16588
mp-1029418,KSi2N3,0.209373477
mp-1029938,K3W2N5,0.523363024
mp-1147776,K3VSe4,0.57842
mp-1194266,K3SbS3,0.10076
mp-16787,K2V3O8,0.860525238
mp-17250,K3SbO3,0.10882
mp-18244,K6MnS4,0.322109185
mp-18246,K6MnTe4,0.227212942
mp-18481,K6MnSe4,0.322388417
mp-18625,KPSe6,0.200803505
mp-19052,K3VO4,0.48354
mp-19140,K3MnO4,0.90686
mp-20694,K2Pb2O3,0.067866667
mp-22756,K2PbO3,0.626280674
mp-28080,K2SnTe5,0.0
mp-3486,KSnSb,0.405892566
mp-4690,K3TaO8,1.42177
mp-505153,K3NiO2,0.139
mp-546787,KNO2,0.297538123
mp-571452,KPSe3,0.233623258
mp-675625,KNO3,0.165628161
mp-676851,KNO3,0.201393072
mp-6920,KNO3,0.237403099
mp-705676,K4MoO8,1.894390336
mp-7375,KNbO3,6.016268868
mp-752538,KSnO2,0.0
mp-769025,K2Mg2O3,0.01824
mp-8624,K2Sn2O3,0.026406667
mp-9781,K3SbS4,0.45396
mp-9911,K3SbS4,0.679906667
mp-10161,KZnSb,0.306651002
mp-1029584,KSi5N7,0.378350546
mp-12171,K6MgO4,0.137627591
mp-14175,K3NbO8,1.80613
mp-14485,LaTa7O19,0.108417146
mp-27704,K3V5O14,1.006063186
mp-28769,K(SnSe2)2,0.286975472
mp-30925,La(NO2)3,0.205419793
mp-34857,KNO2,0.166386443
mp-3998,LaTaO4,2.333631008
mp-4342,KNbO3,3.261983386
mp-5246,KNbO3,3.969048168
mp-541581,KSO3,0.063985172
mp-546007,La2MoO6,1.02136
mp-560869,K3VO4,0.03435
mp-8704,K3SbSe4,0.366260737
mp-989524,LaWN3,7.267482028
mp-1019893,La3Si6N11,1.664841371
mp-1019967,LaSi3N5,0.57178
mp-17350,La2TeO6,0.30244
mp-25587,LiNiO2,1.226507219
mp-29257,LaTlO3,1.549473018
mp-33569,Sr(LaSe2)2,0.166871076
mp-35907,La5TlTe8,0.210282934
mp-37829,La5TlSe8,0.296807797
mp-4412,La4Se3O4,1.09605
mp-753156,La2Th2O7,0.618414378
mp-756935,Li3SbO3,0.23635
mp-10182,LiZnP,0.69049
mp-1029932,LiVN2,1.261683202
mp-1095291,Li2SnSe3,0.603957048
mp-13725,Li3PO4,0.659700384
mp-25316,LiNiO2,1.865532397
mp-28891,Li7TaO6,0.818451427
mp-31488,Li3NbO4,0.04089
mp-3666,LiTaO3,4.395901014
mp-37436,Li7SbO6,0.383256595
mp-37839,Li7RuO6,0.615063539
mp-5853,LiSi2N3,0.913963112
mp-676723,Li2SO4,0.145665105
mp-686208,Li5SiN3,1.181165409
mp-754496,Li5SbS,0.00909
mp-755559,LiNbO3,0.0
mp-756006,LiSbS,0.150279403
mp-763609,Li4Mn5O10,0.308241473
mp-767409,Li5SbS,0.0
mp-9919,LiZnSb,0.702685712
mp-10614,SrLiP,0.877187207
mp-1207082,LiMgSb,0.22596
mp-13843,Li2TeO4,0.071555
mp-19219,Li3VO4,1.458806307
mp-25542,LiMnO2,0.823700798
mp-34375,Li7OsO6,0.514289449
mp-35822,Li4SiO4,0.826902622
mp-37399,Li7NbO6,0.752098463
mp-569525,NaLi5N2,0.775338168
mp-677323,Li11TiSb5,0.244046858
mp-752636,LiSbO3,0.38425
mp-755309,Li3NbS4,0.005206667
mp-756951,LiSbO3,0.0
mp-7575,LiZnN,0.50861
mp-760415,Li3SbS4,0.17642
mp-768269,Li3SbS4,0.819988883
mp-774192,Li2VO3,0.0
mp-8007,LiUO3,3.072738933
mp-867695,Li2WS4,0.05311
mp-867699,Li4TiS4,0.11194
mp-1029294,LiSn2N3,0.993957537
mp-1029522,Li7SbN4,0.269953333
mp-19440,LiVO3,0.0
mp-3524,LiPN2,0.88534
mp-36111,LiMgP,0.169446667
mp-37906,LiMgN,0.40982
mp-4117,Li2Si2O5,1.113020463
mp-5012,Li2SiO3,1.229796554
mp-554540,Li5ReO6,0.0156488
mp-685991,Li5SiP3,0.228901058
mp-752965,Li2V3O6,0.0
mp-753195,Li2WS4,0.09025
mp-755231,LiTeO3,1.968741079
mp-755562,LiMnO2,2.508949846
mp-756316,Li3SbS4,0.306519248
mp-760375,Li3VS4,0.070793333
mp-762268,Li3V2O6,1.899491762
mp-763200,LiVO3,1.63354584
mp-767471,Li5SbS,0.066560412
mp-768440,Li3VS4,0.643435
mp-850275,Li3SbS4,0.00527
mp-10194,LuSbPt,0.475686667
mp-1190809,Li8TeN2,0.399625
mp-18385,Lu2Si2O7,0.09045
mp-27453,Li7SbO6,0.668615541
mp-3731,LiNbO3,5.159371527
mp-5515,Li7MnN4,0.015036667
mp-675020,Li4MoO5,2.277704857
mp-675800,Li5TiP3,0.0
mp-686129,Li5TiN3,0.458899442
mp-690542,Li4WO5,6.627199451
mp-756427,Li5SbS4,0.692649344
mp-776356,Li2SbS2,0.6678
mp-961698,LiZnP,0.19854
mp-973793,Li8SeN2,0.59709
mp-1029265,Mg2ZnN2,2.067026667
mp-1029368,Mg2VN3,1.949639547
mp-1029442,Mg2TaN3,1.558971927
mp-1030015,Mg3WN4,1.346394554
mp-1245510,Mg3MoN4,2.352154731
mp-2961,MgSiP2,0.33787
mp-642210,MgSiO3,0.237102063
mp-753816,Na6MgO4,0.290352937
mp-754369,Na4MgO3,0.655170026
mp-755867,Lu2Sb2O7,1.292848176
mp-768502,Lu2WO6,0.68594
mvc-2858,Mg(SbO2)4,0.763810629
mp-1029288,Mg2MnN3,3.300095391
mp-1029408,Mg2NbN3,1.573343343
mp-1029791,MgSnN2,1.530601283
mp-1284706,MgV2O4,0.230882095
mp-15701,MgSiN2,1.14581
mp-34116,Tm2MgS4,0.650495
mp-3677,MgSiN2,1.611876063
mp-3933,Mg2PN3,2.710455144
mp-756696,Mg2Mn3O8,0.747719566
mvc-6654,Mg(SbO2)2,0.723144521
mvc-7568,Mg2Ti3O8,1.600530337
mp-1029378,Mg2SbN3,1.416298323
mp-1221515,MnZn4Se5,0.965308418
mp-14780,Na6MnSe4,0.369387576
mp-21823,Mn(PbO2)2,0.15943
mp-504351,Mn(PO3)3,0.387995368
mp-691106,MnSnO3,0.491475372
mp-754513,ZrMnO3,1.14212851
mp-756668,MnPO4,1.028363807
mp-770690,Mn3TeO6,1.043866378
mvc-1621,Mg(SbO3)2,1.871141926
mvc-1623,MgTa2O6,5.387900039
mp-27032,MnP2O7,1.283465943
mp-28262,Na5MnO4,0.409035177
mp-3606,MnSiN2,1.015984337
mp-5055,Na6MnS4,0.25425064
mp-540118,MnPO4,0.339257957
